session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Auyo,North West,Jigawa,Auyo,,,101,100,159,225,33,32,88.1818,62.2642,16.9811,96.2963
2022/2023,Female,ALL,NABTEB,lga,Babura,North West,Jigawa,Babura,,,133,132,180,255,40,16,88.2759,62.2222,18.3333,39.3939
2022/2023,Female,ALL,NABTEB,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,106,91,146,82,24,23,76.5217,24.6575,13.6986,95.0
2022/2023,Female,ALL,NABTEB,lga,Birniwa,North West,Jigawa,Birniwa,,,90,66,107,77,0,0,65.3061,31.7757,0.0,0
2022/2023,Female,ALL,NABTEB,lga,Buji,North West,Jigawa,Buji,,,45,44,81,45,0,0,87.7551,24.6914,0.0,0
2022/2023,Female,ALL,NABTEB,lga,Dutse,North West,Jigawa,Dutse,,,194,125,202,164,24,23,57.8199,35.6436,9.901,95.0
2022/2023,Female,ALL,NABTEB,lga,Gagarawa,North West,Jigawa,Gagarawa,,,46,43,70,41,7,6,84.0,25.7143,8.5714,83.3333
2022/2023,Female,ALL,NABTEB,lga,Garki,North West,Jigawa,Garki,,,86,43,69,82,34,27,45.1613,52.1739,40.5797,78.5714
2022/2023,Female,ALL,NABTEB,lga,Gumel,North West,Jigawa,Gumel,,,80,59,61,70,21,0,65.5172,50.8197,27.8689,0.0
2022/2023,Female,ALL,NABTEB,lga,Guri,North West,Jigawa,Guri,,,73,53,47,57,11,0,65.8228,53.1915,19.1489,0.0
2022/2023,Female,ALL,NABTEB,lga,Gwaram,North West,Jigawa,Gwaram,,,158,155,271,225,24,23,87.7907,36.5314,7.3801,95.0
2022/2023,Female,ALL,NABTEB,lga,Gwiwa,North West,Jigawa,Gwiwa,,,68,45,73,102,0,0,59.4595,61.6438,0.0,0
2022/2023,Female,ALL,NABTEB,lga,Hadejia,North West,Jigawa,Hadejia,,,75,74,136,100,0,0,87.8049,32.3529,0.0,0
2022/2023,Female,ALL,NABTEB,lga,Jahun,North West,Jigawa,Jahun,,,154,151,251,173,63,63,88.024,30.2789,20.7171,98.0769
2022/2023,Female,ALL,NABTEB,lga,Kafin-Hausa,North West,Jigawa,Kafin-Hausa,,,206,153,247,284,104,103,66.5179,50.6073,34.413,98.8235
2022/2023,Female,ALL,NABTEB,lga,Kaugawa,North West,Jigawa,Kaugawa,,,102,72,117,155,55,36,63.0631,58.1197,38.4615,64.4444
2022/2023,Female,ALL,NABTEB,lga,Kazaure,North West,Jigawa,Kazaure,,,55,44,73,64,23,15,71.6667,38.3562,26.0274,63.1579
