session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,309,253,383,321,415,365,74.0385,36.9444,88.8889,87.5
2022/2023,Female,ALL,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,297,242,367,312,402,351,73.913,37.3913,89.8551,86.7742
2022/2023,Female,ALL,NABTEB,lga,Oredo,South South,Edo,Oredo,,,628,513,774,652,816,745,74.0916,37.1389,86.5199,90.779
2022/2023,Female,ALL,NABTEB,lga,Owan East,South South,Edo,Owan East,,,337,275,413,345,428,390,74.1176,36.8557,85.0515,90.6061
2022/2023,Female,ALL,NECO,lga,Esan Central,South South,Edo,Esan Central,,,579,424,724,604,698,637,66.4384,36.7647,79.1176,90.7063
2022/2023,Female,ALL,NECO,lga,Etsako West,South South,Edo,Etsako West,,,546,400,671,561,627,579,66.4247,36.8254,76.6667,91.9255
2022/2023,Female,ALL,NECO,lga,Oredo,South South,Edo,Oredo,,,1156,847,1436,1196,1375,1251,66.4666,36.6938,78.5767,90.4717
2022/2023,Female,ALL,NECO,lga,Owan East,South South,Edo,Owan East,,,612,448,741,616,667,601,66.4506,36.6379,73.8506,89.6887
2022/2023,Female,ALL,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,762,602,955,790,1050,985,71.7448,36.4548,90.1895,93.3251
2022/2023,Female,ALL,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,703,556,866,718,936,888,71.7913,36.5314,88.6839,94.4521
2022/2023,Female,ALL,WAEC,lga,Oredo,South South,Edo,Oredo,,,1507,1190,1859,1539,1984,1873,71.6919,36.4834,87.5716,93.9176
2022/2023,Female,ALL,WAEC,lga,Owan East,South South,Edo,Owan East,,,832,657,1016,843,1033,982,71.6329,36.5828,83.4382,94.598
