session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Mubi North,North East,Adamawa,Mubi North,,,425,329,533,467,89,86,69.6466,38.5996,13.7343,95.4248
2022/2023,Female,ALL,NABTEB,lga,Numan,North East,Adamawa,Numan,,,509,394,620,547,106,94,69.7049,38.8589,14.0324,87.9121
2022/2023,Female,ALL,NABTEB,lga,Yola North,North East,Adamawa,Yola North,,,895,692,1122,985,200,192,69.6296,38.6877,14.6144,95.3353
2022/2023,Female,ALL,NABTEB,lga,Yola South,North East,Adamawa,Yola South,,,405,314,505,444,96,94,69.6838,38.7311,15.625,97.5758
2022/2023,Female,ALL,NECO,lga,Mubi North,North East,Adamawa,Mubi North,,,778,540,957,843,165,159,62.5213,38.7918,14.1787,95.4225
2022/2023,Female,ALL,NECO,lga,Numan,North East,Adamawa,Numan,,,922,640,1130,989,199,187,62.4521,38.595,14.4731,93.5673
2022/2023,Female,ALL,NECO,lga,Yola North,North East,Adamawa,Yola North,,,1664,1155,2072,1819,385,367,62.4801,38.6851,15.248,94.8563
2022/2023,Female,ALL,NECO,lga,Yola South,North East,Adamawa,Yola South,,,750,521,959,844,194,180,62.5221,38.7643,16.5919,92.1922
2022/2023,Female,ALL,WAEC,lga,Mubi North,North East,Adamawa,Mubi North,,,1008,753,1247,1096,205,182,67.295,38.727,13.4969,88.3523
2022/2023,Female,ALL,WAEC,lga,Numan,North East,Adamawa,Numan,,,1227,917,1490,1308,249,228,67.3028,38.7035,13.7356,90.8879
2022/2023,Female,ALL,WAEC,lga,Yola North,North East,Adamawa,Yola North,,,2207,1651,2773,2433,498,443,67.3139,38.6724,14.7414,88.538
2022/2023,Female,ALL,WAEC,lga,Yola South,North East,Adamawa,Yola South,,,965,722,1219,1071,236,216,67.3227,38.6907,15.8761,90.8642
2022/2023,Female,Disabled,NABTEB,lga,Mubi North,North East,Adamawa,Mubi North,,,42,32,50,43,8,8,69.4737,38.0952,13.3333,92.8571
2022/2023,Female,Disabled,NABTEB,lga,Numan,North East,Adamawa,Numan,,,42,32,53,47,10,9,69.4737,39.0909,15.4545,94.1176
2022/2023,Female,Disabled,NABTEB,lga,Yola North,North East,Adamawa,Yola North,,,82,63,103,90,22,22,69.1892,38.6047,17.6744,97.3684
2022/2023,Female,Disabled,NABTEB,lga,Yola South,North East,Adamawa,Yola South,,,40,31,50,43,14,13,69.2308,38.0952,22.8571,95.8333
