session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Daura,North West,Katsina,Daura,,,582,473,719,563,420,375,73.3333,34.5291,47.9821,88.785
2022/2023,Female,ALL,NABTEB,lga,Dutsinma,North West,Katsina,Dutsinma,,,592,481,723,567,381,375,73.2997,34.5212,43.2071,97.9381
2022/2023,Female,ALL,NABTEB,lga,Funtua,North West,Katsina,Funtua,,,608,495,751,592,403,375,73.2843,34.7639,43.9914,92.6829
2022/2023,Female,ALL,NABTEB,lga,Katsina,North West,Katsina,Katsina,,,594,481,736,578,412,393,73.1156,34.5733,45.9519,94.7619
2022/2023,Female,ALL,NABTEB,lga,Mashi,North West,Katsina,Mashi,,,670,544,852,676,458,424,73.2739,34.9716,44.0454,92.2747
2022/2023,Female,ALL,NECO,lga,Daura,North West,Katsina,Daura,,,1059,769,1332,1060,780,705,65.493,35.0665,48.0048,89.9244
2022/2023,Female,ALL,NECO,lga,Dutsinma,North West,Katsina,Dutsinma,,,1135,825,1397,1108,785,723,65.5716,34.9481,46.1361,91.5
2022/2023,Female,ALL,NECO,lga,Funtua,North West,Katsina,Funtua,,,1135,825,1408,1115,766,701,65.5716,34.897,44.6224,91.0256
2022/2023,Female,ALL,NECO,lga,Katsina,North West,Katsina,Katsina,,,1053,766,1308,1035,744,667,65.5807,34.8522,46.6749,89.1821
2022/2023,Female,ALL,NECO,lga,Mashi,North West,Katsina,Mashi,,,1224,892,1521,1210,797,724,65.6516,35.0636,43.0085,90.3941
2022/2023,Female,ALL,WAEC,lga,Daura,North West,Katsina,Daura,,,1400,1100,1743,1400,968,904,70.82,35.3974,45.5638,92.9006
2022/2023,Female,ALL,WAEC,lga,Dutsinma,North West,Katsina,Dutsinma,,,1454,1143,1763,1415,950,877,70.8718,35.3748,44.2413,91.7355
2022/2023,Female,ALL,WAEC,lga,Funtua,North West,Katsina,Funtua,,,1463,1150,1817,1459,984,916,70.8461,35.3723,44.4149,92.6148
2022/2023,Female,ALL,WAEC,lga,Katsina,North West,Katsina,Katsina,,,1394,1095,1756,1411,950,898,70.8021,35.4128,44.4037,94.0083
2022/2023,Female,ALL,WAEC,lga,Mashi,North West,Katsina,Mashi,,,1657,1302,2075,1664,1162,1080,70.8371,35.3261,45.9627,92.3986
2022/2023,Female,Disabled,NABTEB,lga,Daura,North West,Katsina,Daura,,,55,45,68,48,71,59,72.973,30.9524,85.7143,83.3333
2022/2023,Female,Disabled,NABTEB,lga,Dutsinma,North West,Katsina,Dutsinma,,,54,43,63,40,47,45,72.2222,28.2051,61.5385,95.8333
2022/2023,Female,Disabled,NABTEB,lga,Funtua,North West,Katsina,Funtua,,,58,46,71,51,53,47,71.7949,31.8182,61.3636,88.8889
2022/2023,Female,Disabled,NABTEB,lga,Katsina,North West,Katsina,Katsina,,,51,40,63,40,51,47,70.5882,28.2051,66.6667,92.3077
2022/2023,Female,Disabled,NABTEB,lga,Mashi,North West,Katsina,Mashi,,,60,48,72,51,53,51,72.5,31.1111,60.0,96.2963
2022/2023,Female,Disabled,NECO,lga,Daura,North West,Katsina,Daura,,,82,60,100,77,71,59,65.4545,33.871,58.0645,83.3333
2022/2023,Female,Disabled,NECO,lga,Dutsinma,North West,Katsina,Dutsinma,,,88,65,108,84,65,55,66.1017,34.3284,49.2537,84.8485
2022/2023,Female,Disabled,NECO,lga,Funtua,North West,Katsina,Funtua,,,92,68,113,88,71,59,66.129,34.2857,51.4286,83.3333
2022/2023,Female,Disabled,NECO,lga,Katsina,North West,Katsina,Katsina,,,76,55,90,69,53,45,64.7059,33.9286,48.2143,85.1852
2022/2023,Female,Disabled,NECO,lga,Mashi,North West,Katsina,Mashi,,,98,73,122,99,59,49,66.6667,35.5263,39.4737,83.3333
2022/2023,Female,Disabled,WAEC,lga,Daura,North West,Katsina,Daura,,,110,86,142,113,67,65,70.2703,35.2273,38.6364,97.0588
2022/2023,Female,Disabled,WAEC,lga,Dutsinma,North West,Katsina,Dutsinma,,,115,89,145,117,55,51,70.1299,35.5556,31.1111,92.8571
2022/2023,Female,Disabled,WAEC,lga,Funtua,North West,Katsina,Funtua,,,113,89,143,117,67,65,71.0526,35.9551,38.2022,97.0588
2022/2023,Female,Disabled,WAEC,lga,Katsina,North West,Katsina,Katsina,,,103,81,129,102,55,53,71.0145,35.0,35.0,96.4286
2022/2023,Female,Disabled,WAEC,lga,Mashi,North West,Katsina,Mashi,,,128,101,166,135,79,73,70.9302,35.9223,38.835,92.5
2022/2023,Male,ALL,NABTEB,lga,Daura,North West,Katsina,Daura,,,689,559,859,680,428,391,73.1602,34.8968,40.9006,90.8257
2022/2023,Male,ALL,NABTEB,lga,Dutsinma,North West,Katsina,Dutsinma,,,716,582,907,713,461,432,73.3333,34.6359,41.7407,93.1915
2022/2023,Male,ALL,NABTEB,lga,Funtua,North West,Katsina,Funtua,,,695,566,839,665,440,415,73.3906,34.9328,42.9942,93.75
2022/2023,Male,ALL,NABTEB,lga,Katsina,North West,Katsina,Katsina,,,683,554,860,676,450,450,73.1441,34.6442,42.8839,99.5633
2022/2023,Male,ALL,NABTEB,lga,Mashi,North West,Katsina,Mashi,,,759,615,936,742,461,409,73.0845,34.9398,40.4475,88.0851
2022/2023,Male,ALL,NECO,lga,Daura,North West,Katsina,Daura,,,1224,890,1526,1221,829,744,65.5298,35.2693,44.5618,89.3365
2022/2023,Male,ALL,NECO,lga,Dutsinma,North West,Katsina,Dutsinma,,,1323,963,1659,1323,776,697,65.6144,35.1456,38.3495,89.3671
2022/2023,Male,ALL,NECO,lga,Funtua,North West,Katsina,Funtua,,,1353,986,1642,1316,807,734,65.7111,35.3288,40.3337,90.5109
2022/2023,Male,ALL,NECO,lga,Katsina,North West,Katsina,Katsina,,,1257,915,1587,1261,874,813,65.5991,35.0254,45.1777,92.5843
2022/2023,Male,ALL,NECO,lga,Mashi,North West,Katsina,Mashi,,,1367,994,1692,1360,905,821,65.5398,35.4286,43.9048,90.2386
2022/2023,Male,ALL,WAEC,lga,Daura,North West,Katsina,Daura,,,1684,1325,2107,1678,1109,1032,70.9477,35.0917,43.1957,92.5664
2022/2023,Male,ALL,WAEC,lga,Dutsinma,North West,Katsina,Dutsinma,,,1715,1350,2128,1696,1054,991,70.9565,35.1249,40.651,93.4823
2022/2023,Male,ALL,WAEC,lga,Funtua,North West,Katsina,Funtua,,,1727,1358,2136,1700,1039,975,70.8981,35.0679,39.8944,93.3837
2022/2023,Male,ALL,WAEC,lga,Katsina,North West,Katsina,Katsina,,,1625,1279,2004,1598,1047,975,70.9174,35.1286,42.8457,92.6829
2022/2023,Male,ALL,WAEC,lga,Mashi,North West,Katsina,Mashi,,,1822,1433,2275,1813,1176,1084,70.8674,35.1275,42.4221,91.6528
2022/2023,Male,Disabled,NABTEB,lga,Daura,North West,Katsina,Daura,,,63,50,74,51,24,22,71.4286,30.4348,26.087,91.6667
2022/2023,Male,Disabled,NABTEB,lga,Dutsinma,North West,Katsina,Dutsinma,,,63,50,77,55,33,28,71.4286,31.25,35.4167,82.3529
2022/2023,Male,Disabled,NABTEB,lga,Funtua,North West,Katsina,Funtua,,,67,53,84,62,65,63,71.1111,32.6923,63.4615,96.9697
2022/2023,Male,Disabled,NABTEB,lga,Katsina,North West,Katsina,Katsina,,,63,50,74,51,49,47,71.4286,30.4348,54.3478,96.0
2022/2023,Male,Disabled,NABTEB,lga,Mashi,North West,Katsina,Mashi,,,67,53,84,62,57,51,71.1111,32.6923,55.7692,89.6552
2022/2023,Male,Disabled,NECO,lga,Daura,North West,Katsina,Daura,,,97,71,118,91,67,59,66.1538,34.2466,46.5753,88.2353
2022/2023,Male,Disabled,NECO,lga,Dutsinma,North West,Katsina,Dutsinma,,,103,74,127,99,49,47,65.2174,34.1772,31.6456,96.0
