session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Ankpa,North Central,Kogi,Ankpa,,,187,159,233,195,753,680,76.6467,36.7876,265.285,89.8438
2022/2023,Female,ALL,NABTEB,lga,Idah,North Central,Kogi,Idah,,,143,120,175,148,559,546,75.7812,37.2414,262.069,97.1053
2022/2023,Female,ALL,NABTEB,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,181,154,226,186,709,618,76.5432,36.3636,257.754,86.722
2022/2023,Female,ALL,NABTEB,lga,Lokoja,North Central,Kogi,Lokoja,,,199,169,244,200,767,686,76.4045,36.1386,257.9208,89.0595
2022/2023,Female,ALL,NABTEB,lga,Okene,North Central,Kogi,Okene,,,147,124,182,151,606,586,76.3359,36.4238,272.8477,96.1165
2022/2023,Female,ALL,NECO,lga,Ankpa,North Central,Kogi,Ankpa,,,357,272,450,370,1502,1405,68.652,36.193,273.7265,93.046
2022/2023,Female,ALL,NECO,lga,Idah,North Central,Kogi,Idah,,,257,195,319,263,1068,997,68.559,36.3636,275.0,92.8375
2022/2023,Female,ALL,NECO,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,317,241,388,318,1260,1180,68.5512,36.1371,266.6667,93.2243
2022/2023,Female,ALL,NECO,lga,Lokoja,North Central,Kogi,Lokoja,,,371,281,458,375,1426,1351,68.5801,36.1478,255.6728,94.2208
2022/2023,Female,ALL,NECO,lga,Okene,North Central,Kogi,Okene,,,277,210,342,279,1135,1053,68.4211,36.0424,272.4382,92.3476
2022/2023,Female,ALL,WAEC,lga,Ankpa,North Central,Kogi,Ankpa,,,451,369,555,452,1848,1689,73.9454,35.8696,273.0435,90.9236
2022/2023,Female,ALL,WAEC,lga,Idah,North Central,Kogi,Idah,,,342,280,427,345,1392,1308,74.0984,35.5932,267.2316,93.4461
2022/2023,Female,ALL,WAEC,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,425,347,526,430,1735,1583,73.8786,36.0092,270.4128,90.7549
2022/2023,Female,ALL,WAEC,lga,Lokoja,North Central,Kogi,Lokoja,,,475,388,587,480,1962,1791,73.8208,36.0082,274.2798,90.8477
2022/2023,Female,ALL,WAEC,lga,Okene,North Central,Kogi,Okene,,,383,314,476,386,1591,1459,73.9766,35.7868,274.3655,91.2118
2022/2023,Female,Disabled,NABTEB,lga,Ankpa,North Central,Kogi,Ankpa,,,17,14,19,16,100,98,73.3333,37.5,425.0,97.0588
2022/2023,Female,Disabled,NABTEB,lga,Idah,North Central,Kogi,Idah,,,15,12,17,16,81,80,76.9231,42.8571,392.8571,98.1818
2022/2023,Female,Disabled,NABTEB,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,16,14,19,16,72,71,78.5714,37.5,306.25,97.9592
2022/2023,Female,Disabled,NABTEB,lga,Lokoja,North Central,Kogi,Lokoja,,,17,14,21,19,94,93,73.3333,41.1765,376.4706,98.4375
2022/2023,Female,Disabled,NABTEB,lga,Okene,North Central,Kogi,Okene,,,16,12,19,16,94,93,71.4286,37.5,400.0,98.4375
2022/2023,Female,Disabled,NECO,lga,Ankpa,North Central,Kogi,Ankpa,,,29,22,36,30,100,86,69.2308,36.6667,226.6667,85.2941
2022/2023,Female,Disabled,NECO,lga,Idah,North Central,Kogi,Idah,,,19,15,25,22,109,95,70.5882,38.0952,352.381,86.4865
2022/2023,Female,Disabled,NECO,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,24,17,28,25,109,95,66.6667,39.1304,321.7391,86.4865
2022/2023,Female,Disabled,NECO,lga,Lokoja,North Central,Kogi,Lokoja,,,28,21,35,30,109,95,68.0,37.931,255.1724,86.4865
2022/2023,Female,Disabled,NECO,lga,Okene,North Central,Kogi,Okene,,,24,17,30,27,109,95,66.6667,40.0,296.0,86.4865
2022/2023,Female,Disabled,WAEC,lga,Ankpa,North Central,Kogi,Ankpa,,,36,30,45,36,125,109,75.0,35.1351,229.7297,87.0588
2022/2023,Female,Disabled,WAEC,lga,Idah,North Central,Kogi,Idah,,,25,20,31,25,87,86,72.7273,34.6154,226.9231,98.3051
2022/2023,Female,Disabled,WAEC,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,31,26,39,30,97,96,75.0,34.375,206.25,98.4848
2022/2023,Female,Disabled,WAEC,lga,Lokoja,North Central,Kogi,Lokoja,,,36,30,45,36,115,104,75.0,35.1351,210.8108,89.7436
2022/2023,Female,Disabled,WAEC,lga,Okene,North Central,Kogi,Okene,,,30,25,39,30,104,101,74.0741,34.375,221.875,95.7746
2022/2023,Male,ALL,NABTEB,lga,Ankpa,North Central,Kogi,Ankpa,,,205,175,260,216,846,729,77.0492,36.7442,267.4419,85.7391
2022/2023,Male,ALL,NABTEB,lga,Idah,North Central,Kogi,Idah,,,144,123,177,148,552,553,76.7442,36.7347,255.102,99.7333
2022/2023,Male,ALL,NABTEB,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,186,157,232,192,750,678,76.506,36.4583,265.625,89.8039
2022/2023,Male,ALL,NABTEB,lga,Lokoja,North Central,Kogi,Lokoja,,,198,169,244,203,814,738,76.8362,36.6337,273.7624,90.2351
2022/2023,Male,ALL,NABTEB,lga,Okene,North Central,Kogi,Okene,,,155,131,190,159,683,648,76.8116,36.9427,295.5414,94.3966
2022/2023,Male,ALL,NECO,lga,Ankpa,North Central,Kogi,Ankpa,,,382,290,474,389,1577,1478,68.6217,36.1323,272.7735,93.1903
2022/2023,Male,ALL,NECO,lga,Idah,North Central,Kogi,Idah,,,269,203,336,277,1163,1081,68.3333,36.3309,284.1727,92.5316
2022/2023,Male,ALL,NECO,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,329,249,401,329,1289,1186,68.3673,36.1446,263.8554,91.5525
2022/2023,Male,ALL,NECO,lga,Lokoja,North Central,Kogi,Lokoja,,,371,280,459,375,1586,1504,68.2779,36.0526,283.6842,94.3414
2022/2023,Male,ALL,NECO,lga,Okene,North Central,Kogi,Okene,,,286,217,359,296,1245,1178,68.6275,36.3636,284.8485,94.0898
