session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,663,567,810,661,542,507,77.2128,35.9401,54.9085,93.0303
2022/2023,Female,ALL,NABTEB,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,511,438,632,517,421,387,77.3839,36.0341,54.6908,91.423
2022/2023,Female,ALL,NABTEB,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,540,462,675,551,482,432,77.3148,35.9281,58.5828,89.0971
2022/2023,Female,ALL,NABTEB,lga,Remo North,South West,Ogun,Remo North,,,618,529,788,645,541,463,77.1717,36.0992,56.373,85.129
2022/2023,Female,ALL,NABTEB,lga,Sagamu,South West,Ogun,Sagamu,,,533,457,649,531,447,416,77.374,36.0332,56.4901,92.6471
2022/2023,Female,ALL,NECO,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,1206,918,1495,1223,941,860,68.6691,36.0685,51.6682,90.8377
2022/2023,Female,ALL,NECO,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,921,701,1130,922,692,642,68.678,35.9571,50.2087,92.2803
2022/2023,Female,ALL,NECO,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,1020,776,1281,1045,802,737,68.7079,35.9285,51.394,91.4023
2022/2023,Female,ALL,NECO,lga,Remo North,South West,Ogun,Remo North,,,1141,870,1429,1168,888,827,68.8013,36.0377,50.9906,92.5994
2022/2023,Female,ALL,NECO,lga,Sagamu,South West,Ogun,Sagamu,,,989,754,1214,993,753,678,68.75,36.0155,50.8879,89.5311
2022/2023,Female,ALL,WAEC,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,1548,1274,1897,1551,1228,1153,74.2638,36.0213,53.1083,93.3779
