session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,189,150,229,188,36,35,72.7273,36.1963,12.8834,97.619
2022/2023,Female,ALL,NABTEB,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,205,163,253,208,39,37,72.9032,36.1111,12.7778,93.4783
2022/2023,Female,ALL,NABTEB,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,174,139,216,177,34,32,73.0038,36.1564,13.0293,92.5
2022/2023,Female,ALL,NABTEB,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,176,140,215,177,33,31,72.9323,36.3934,12.7869,92.3077
2022/2023,Female,ALL,NABTEB,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,200,159,241,200,36,33,72.8477,36.5497,12.2807,90.4762
2022/2023,Female,ALL,NECO,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,348,248,425,348,59,53,65.2091,36.0927,11.4238,88.4058
2022/2023,Female,ALL,NECO,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,375,267,464,379,66,58,65.1943,35.9091,11.6667,87.013
2022/2023,Female,ALL,NECO,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,330,235,400,329,57,52,65.261,36.2039,11.775,89.5522
2022/2023,Female,ALL,NECO,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,330,235,403,331,59,53,65.1303,36.1888,12.0629,89.8551
2022/2023,Female,ALL,NECO,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,358,254,434,355,57,51,65.1852,35.9806,10.6969,89.3939
2022/2023,Female,ALL,WAEC,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,454,348,558,452,84,78,70.365,35.6873,12.3581,91.8367
2022/2023,Female,ALL,WAEC,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,491,376,607,494,89,84,70.3104,35.8469,12.065,93.2692
2022/2023,Female,ALL,WAEC,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,435,334,529,428,83,80,70.3196,35.6858,12.9161,95.8763
2022/2023,Female,ALL,WAEC,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,441,338,539,436,84,79,70.2703,35.6397,12.7937,93.8776
2022/2023,Female,ALL,WAEC,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,467,358,564,458,81,78,70.3546,35.8302,11.8602,94.7368
2022/2023,Female,Disabled,NABTEB,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,18,14,20,18,5,4,70.3704,39.2857,21.4286,83.3333
2022/2023,Female,Disabled,NABTEB,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,17,14,20,18,4,3,73.0769,37.931,17.2414,80.0
2022/2023,Female,Disabled,NABTEB,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,17,14,22,19,4,3,73.0769,38.7097,16.129,80.0
2022/2023,Female,Disabled,NABTEB,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,17,14,21,19,5,4,73.0769,40.0,20.0,83.3333
2022/2023,Female,Disabled,NABTEB,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,19,14,20,19,5,4,71.4286,41.3793,20.6897,83.3333
2022/2023,Female,Disabled,NECO,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,27,20,32,29,5,4,65.8537,39.1304,13.0435,83.3333
2022/2023,Female,Disabled,NECO,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,28,20,35,30,5,4,66.6667,38.0,12.0,83.3333
2022/2023,Female,Disabled,NECO,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,25,18,30,27,5,4,65.7895,39.5349,13.9535,83.3333
2022/2023,Female,Disabled,NECO,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,28,20,34,29,5,4,64.2857,36.7347,12.2449,83.3333
2022/2023,Female,Disabled,NECO,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,28,20,34,29,4,3,66.6667,37.5,10.4167,80.0
2022/2023,Female,Disabled,WAEC,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,34,26,42,34,5,4,70.5882,35.0,10.0,83.3333
2022/2023,Female,Disabled,WAEC,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,36,27,45,37,6,5,70.3704,35.9375,10.9375,85.7143
2022/2023,Female,Disabled,WAEC,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,31,24,38,30,5,4,70.2128,35.1852,11.1111,83.3333
2022/2023,Female,Disabled,WAEC,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,36,28,46,37,5,4,70.9091,35.3846,9.2308,83.3333
2022/2023,Female,Disabled,WAEC,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,37,28,45,37,5,4,69.6429,35.9375,9.375,83.3333
2022/2023,Male,ALL,NABTEB,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,147,116,179,147,41,39,72.5225,36.0784,18.8235,93.75
2022/2023,Male,ALL,NABTEB,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,165,131,205,168,46,44,72.6908,35.9589,18.4932,94.4444
2022/2023,Male,ALL,NABTEB,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,139,111,169,137,35,34,72.8571,35.8333,17.0833,95.122
2022/2023,Male,ALL,NABTEB,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,144,114,178,145,36,33,72.4771,35.9684,16.6008,90.4762
2022/2023,Male,ALL,NABTEB,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,152,121,182,149,39,36,72.9258,36.0465,17.8295,91.3043
2022/2023,Male,ALL,NECO,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,279,199,342,279,66,59,65.3207,36.0082,15.8436,89.6104
2022/2023,Male,ALL,NECO,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,298,212,366,297,74,66,65.1111,35.7692,16.5385,88.3721
2022/2023,Male,ALL,NECO,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,256,182,312,256,61,55,65.285,36.036,15.991,90.1408
2022/2023,Male,ALL,NECO,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,262,186,319,260,63,55,65.3165,35.9823,16.3355,86.4865
2022/2023,Male,ALL,NECO,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,284,202,345,281,67,59,65.2681,35.9184,15.9184,88.4615
2022/2023,Male,ALL,WAEC,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,364,279,443,359,91,86,70.3097,35.7711,16.8521,94.3396
2022/2023,Male,ALL,WAEC,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,387,297,474,385,103,97,70.3767,35.8098,17.8306,94.1667
2022/2023,Male,ALL,WAEC,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,341,262,417,339,86,81,70.4854,35.7504,16.8634,94.0
2022/2023,Male,ALL,WAEC,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,354,272,438,356,94,89,70.2804,35.7945,17.6565,93.6364
2022/2023,Male,ALL,WAEC,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,366,280,441,358,93,87,70.2899,35.7827,17.2524,93.5185
2022/2023,Male,Disabled,NABTEB,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,14,11,17,14,6,5,71.4286,37.5,29.1667,85.7143
2022/2023,Male,Disabled,NABTEB,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,13,10,17,14,6,5,70.0,37.5,29.1667,85.7143
2022/2023,Male,Disabled,NABTEB,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,13,10,15,13,4,3,70.0,36.3636,22.7273,80.0
2022/2023,Male,Disabled,NABTEB,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,14,11,17,14,3,2,71.4286,37.5,12.5,66.6667
2022/2023,Male,Disabled,NABTEB,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,14,11,16,14,4,3,71.4286,39.1304,21.7391,80.0
2022/2023,Male,Disabled,NECO,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,22,16,25,22,4,3,66.6667,38.8889,13.8889,80.0
2022/2023,Male,Disabled,NECO,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,23,16,27,22,5,4,64.7059,35.8974,15.3846,83.3333
2022/2023,Male,Disabled,NECO,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,20,14,25,21,5,4,66.6667,36.1111,16.6667,83.3333
2022/2023,Male,Disabled,NECO,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,22,16,27,22,5,4,66.6667,36.8421,15.7895,83.3333
2022/2023,Male,Disabled,NECO,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,21,14,25,21,5,4,64.5161,37.1429,17.1429,83.3333
2022/2023,Male,Disabled,WAEC,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,28,22,35,29,5,4,69.7674,36.0,12.0,83.3333
2022/2023,Male,Disabled,WAEC,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,28,22,37,30,6,5,69.7674,36.5385,13.4615,85.7143
2022/2023,Male,Disabled,WAEC,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,25,20,31,26,5,4,71.0526,36.3636,13.6364,83.3333
2022/2023,Male,Disabled,WAEC,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,30,23,37,30,6,5,69.5652,35.8491,13.2075,85.7143
2022/2023,Male,Disabled,WAEC,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,28,21,34,29,6,5,69.0476,36.7347,14.2857,85.7143
2023/2024,Female,ALL,NABTEB,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,200,169,246,224,34,33,77.4834,40.1146,11.4613,95.0
2023/2024,Female,ALL,NABTEB,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,214,181,261,238,35,33,77.3994,40.1617,11.0512,92.6829
2023/2024,Female,ALL,NABTEB,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,193,163,237,214,33,29,77.3973,39.7626,11.276,89.4737
2023/2024,Female,ALL,NABTEB,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,193,163,238,214,31,30,77.3973,39.645,10.6509,97.2222
2023/2024,Female,ALL,NABTEB,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,205,173,248,222,34,31,77.4194,39.4886,11.3636,90.0
2023/2024,Female,ALL,NECO,lga,Abuja Municipal Area Council,North Central,Abuja Federal Capital Territory,Abuja Municipal Area Council,,,371,286,448,402,56,51,70.5882,39.6226,10.2201,90.7692
2023/2024,Female,ALL,NECO,lga,Bwari,North Central,Abuja Federal Capital Territory,Bwari,,,397,306,493,444,59,53,70.6177,39.7143,9.8571,88.4058
2023/2024,Female,ALL,NECO,lga,Gwagwalada,North Central,Abuja Federal Capital Territory,Gwagwalada,,,341,263,417,374,53,47,70.6796,39.527,10.473,88.7097
2023/2024,Female,ALL,NECO,lga,Kuje,North Central,Abuja Federal Capital Territory,Kuje,,,352,271,430,387,52,47,70.6215,39.6072,9.9836,88.5246
2023/2024,Female,ALL,NECO,lga,Kwali,North Central,Abuja Federal Capital Territory,Kwali,,,371,285,451,404,53,47,70.5357,39.4696,9.6724,88.7097
