session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Ede North,South West,Osun,Ede North,,,40,33,49,38,1414,1302,73.913,34.6154,2369.2308,91.5584
2022/2023,Female,ALL,NABTEB,lga,Ife Central,South West,Osun,Ife Central,,,43,35,57,43,1572,1401,72.0,33.3333,2283.3333,88.6131
2022/2023,Female,ALL,NABTEB,lga,Ilesha East,South West,Osun,Ilesha East,,,43,35,55,43,1487,1371,72.0,34.4828,2234.4828,91.6667
2022/2023,Female,ALL,NABTEB,lga,Ilesha West,South West,Osun,Ilesha West,,,42,35,51,38,1290,1202,75.0,33.3333,2081.4815,92.7046
2022/2023,Female,ALL,NABTEB,lga,Osogbo,South West,Osun,Osogbo,,,38,31,47,38,1295,1202,72.7273,36.0,2256.0,92.3759
2022/2023,Female,ALL,NECO,lga,Ede North,South West,Osun,Ede North,,,73,52,92,73,2465,2308,64.2857,34.6939,2191.8367,93.1099
2022/2023,Female,ALL,NECO,lga,Ife Central,South West,Osun,Ife Central,,,78,56,98,77,2681,2564,64.4444,34.6154,2246.1538,95.1199
2022/2023,Female,ALL,NECO,lga,Ilesha East,South West,Osun,Ilesha East,,,81,60,102,81,2672,2476,65.9574,35.1852,2155.5556,92.1821
2022/2023,Female,ALL,NECO,lga,Ilesha West,South West,Osun,Ilesha West,,,76,56,94,77,2346,2202,65.9091,36.0,2044.0,93.3464
2022/2023,Female,ALL,NECO,lga,Osogbo,South West,Osun,Osogbo,,,71,52,90,73,2302,2142,65.8537,35.4167,2089.5833,92.5224
2022/2023,Female,ALL,WAEC,lga,Ede North,South West,Osun,Ede North,,,97,75,121,98,3007,2756,69.6429,35.9375,2046.875,91.145
2022/2023,Female,ALL,WAEC,lga,Ife Central,South West,Osun,Ife Central,,,107,85,136,107,3521,3213,70.9677,34.7222,2130.5556,90.7432
2022/2023,Female,ALL,WAEC,lga,Ilesha East,South West,Osun,Ilesha East,,,102,79,128,103,3305,3060,69.4915,35.2941,2117.6471,92.0833
2022/2023,Female,ALL,WAEC,lga,Ilesha West,South West,Osun,Ilesha West,,,104,81,128,103,3025,2804,70.0,35.2941,1938.2353,92.1851
2022/2023,Female,ALL,WAEC,lga,Osogbo,South West,Osun,Osogbo,,,90,72,113,90,2835,2573,71.1538,35.0,2058.3333,90.2834
2022/2023,Female,Disabled,NABTEB,lga,Ede North,South West,Osun,Ede North,,,3,2,4,4,209,185,50.0,50.0,4550.0,87.9121
2022/2023,Female,Disabled,NABTEB,lga,Ife Central,South West,Osun,Ife Central,,,3,2,6,4,191,168,50.0,33.3333,2766.6667,87.9518
2022/2023,Female,Disabled,NABTEB,lga,Ilesha East,South West,Osun,Ilesha East,,,3,2,4,4,209,185,50.0,50.0,4550.0,87.9121
2022/2023,Female,Disabled,NABTEB,lga,Ilesha West,South West,Osun,Ilesha West,,,3,2,4,4,191,168,50.0,50.0,4150.0,87.9518
2022/2023,Female,Disabled,NABTEB,lga,Osogbo,South West,Osun,Osogbo,,,3,4,4,4,209,185,100.0,50.0,4550.0,87.9121
2022/2023,Female,Disabled,NECO,lga,Ede North,South West,Osun,Ede North,,,5,4,8,4,168,148,66.6667,25.0,1825.0,87.6712
2022/2023,Female,Disabled,NECO,lga,Ife Central,South West,Osun,Ife Central,,,5,4,8,4,168,166,66.6667,25.0,1825.0,98.6301
2022/2023,Female,Disabled,NECO,lga,Ilesha East,South West,Osun,Ilesha East,,,7,6,8,4,168,166,75.0,25.0,1825.0,98.6301
2022/2023,Female,Disabled,NECO,lga,Ilesha West,South West,Osun,Ilesha West,,,7,6,8,4,184,164,75.0,25.0,2000.0,88.75
2022/2023,Female,Disabled,NECO,lga,Osogbo,South West,Osun,Osogbo,,,5,4,6,4,168,166,66.6667,33.3333,2433.3333,98.6301
2022/2023,Female,Disabled,WAEC,lga,Ede North,South West,Osun,Ede North,,,7,6,9,9,197,175,75.0,40.0,1720.0,88.3721
2022/2023,Female,Disabled,WAEC,lga,Ife Central,South West,Osun,Ife Central,,,9,8,11,9,188,175,80.0,33.3333,1366.6667,92.6829
2022/2023,Female,Disabled,WAEC,lga,Ilesha East,South West,Osun,Ilesha East,,,7,6,9,9,202,185,75.0,40.0,1760.0,90.9091
2022/2023,Female,Disabled,WAEC,lga,Ilesha West,South West,Osun,Ilesha West,,,9,8,11,9,184,182,80.0,33.3333,1333.3333,98.75
2022/2023,Female,Disabled,WAEC,lga,Osogbo,South West,Osun,Osogbo,,,7,6,8,4,184,166,75.0,25.0,2000.0,90.0
2022/2023,Male,ALL,NABTEB,lga,Ede North,South West,Osun,Ede North,,,35,29,41,34,1611,1502,75.0,36.3636,3190.9091,92.735
2022/2023,Male,ALL,NABTEB,lga,Ife Central,South West,Osun,Ife Central,,,38,31,47,38,1765,1576,72.7273,36.0,3076.0,88.8166
2022/2023,Male,ALL,NABTEB,lga,Ilesha East,South West,Osun,Ilesha East,,,36,29,45,34,1602,1523,71.4286,33.3333,2908.3333,94.5559
2022/2023,Male,ALL,NABTEB,lga,Ilesha West,South West,Osun,Ilesha West,,,36,29,45,34,1471,1306,71.4286,33.3333,2670.8333,88.2995
2022/2023,Male,ALL,NABTEB,lga,Osogbo,South West,Osun,Osogbo,,,31,25,40,30,1233,1145,72.2222,33.3333,2557.1429,92.365
2022/2023,Male,ALL,NECO,lga,Ede North,South West,Osun,Ede North,,,61,44,75,60,2575,2416,65.7143,35.0,2805.0,93.3155
2022/2023,Male,ALL,NECO,lga,Ife Central,South West,Osun,Ife Central,,,69,50,87,68,2998,2873,65.0,34.7826,2839.1304,95.3292
2022/2023,Male,ALL,NECO,lga,Ilesha East,South West,Osun,Ilesha East,,,66,48,83,64,2906,2691,65.7895,34.0909,2877.2727,92.1011
2022/2023,Male,ALL,NECO,lga,Ilesha West,South West,Osun,Ilesha West,,,69,50,85,68,2651,2476,65.0,35.5556,2566.6667,92.9004
