session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Aninri,South East,Enugu,Aninri,,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,lga,Awgu,South East,Enugu,Awgu,,,106,54,111,62,0,0,45.4545,24.6377,0.0,0
2022/2023,Female,ALL,NABTEB,lga,Enugu East,South East,Enugu,Enugu East,,,297,214,429,244,165,83,64.6766,25.0936,31.6479,49.7041
2022/2023,Female,ALL,NABTEB,lga,Enugu North,South East,Enugu,Enugu North,,,121,84,173,98,0,0,62.5767,25.1163,0.0,0
2022/2023,Female,ALL,NABTEB,lga,Enugu South,South East,Enugu,Enugu South,,,196,151,246,284,213,214,69.0566,50.9804,71.2418,99.5413
2022/2023,Female,ALL,NABTEB,lga,Ezeagu,South East,Enugu,Ezeagu,,,153,149,153,215,406,171,87.4396,61.7801,217.2775,41.9277
2022/2023,Female,ALL,NABTEB,lga,Igbo-Etiti,South East,Enugu,Igbo-Etiti,,,107,73,96,55,59,0,60.6897,25.0,50.0,0.0
2022/2023,Female,ALL,NABTEB,lga,Igbo-Eze North,South East,Enugu,Igbo-Eze North,,,177,146,250,252,83,83,73.75,44.373,27.3312,98.8235
2022/2023,Female,ALL,NABTEB,lga,Igbo-Eze South,South East,Enugu,Igbo-Eze South,,,69,64,90,119,83,83,82.7957,58.0357,75.8929,98.8235
2022/2023,Female,ALL,NABTEB,lga,Isi-Uzo,South East,Enugu,Isi-Uzo,,,122,86,171,146,131,131,63.0303,37.5587,62.9108,99.2537
2022/2023,Female,ALL,NABTEB,lga,Nkanu East,South East,Enugu,Nkanu East,,,144,125,112,157,186,186,77.9487,61.8705,136.6906,99.4737
2022/2023,Female,ALL,NABTEB,lga,Nkanu West,South East,Enugu,Nkanu West,,,99,79,134,77,15,14,71.6418,25.1497,8.982,93.3333
2022/2023,Female,ALL,NABTEB,lga,Nsukka,South East,Enugu,Nsukka,,,212,177,304,171,191,113,74.9129,24.8677,51.5873,58.9744
2022/2023,Female,ALL,NABTEB,lga,Oji-River,South East,Enugu,Oji-River,,,107,88,107,146,129,99,73.7931,60.1504,99.2481,76.5152
2022/2023,Female,ALL,NABTEB,lga,Udenu,South East,Enugu,Udenu,,,27,21,36,51,11,3,70.2703,62.2222,24.4444,27.2727
2022/2023,Female,ALL,NABTEB,lga,Udi,South East,Enugu,Udi,,,0,0,0,0,0,0,0,0,0,0
2022/2023,Female,ALL,NABTEB,lga,Uzo-Uwani,South East,Enugu,Uzo-Uwani,,,18,17,32,18,0,0,87.5,25.0,0.0,0
2022/2023,Female,ALL,NECO,lga,Aninri,South East,Enugu,Aninri,,,166,99,174,98,165,137,53.3333,25.0,78.2407,82.2485
2022/2023,Female,ALL,NECO,lga,Awgu,South East,Enugu,Awgu,,,200,128,238,195,161,160,57.1956,36.1486,55.4054,99.3902
