session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Brass,South South,Bayelsa,Brass,,,189,156,239,188,107,96,74.5763,34.5679,36.8313,88.8268
2022/2023,Female,ALL,NABTEB,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,180,149,221,173,95,88,74.6835,34.5982,35.2679,92.4051
2022/2023,Female,ALL,NABTEB,lga,Nembe,South South,Bayelsa,Nembe,,,188,155,232,182,98,92,74.6959,34.6072,34.8195,92.6829
2022/2023,Female,ALL,NABTEB,lga,Ogbia,South South,Bayelsa,Ogbia,,,175,144,217,170,92,83,74.6073,34.5455,34.7727,90.1961
2022/2023,Female,ALL,NABTEB,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,185,153,227,180,96,89,74.8148,34.9241,34.7072,92.5
2022/2023,Female,ALL,NECO,lga,Brass,South South,Bayelsa,Brass,,,338,249,415,331,162,152,66.7118,35.1544,32.0665,93.3333
2022/2023,Female,ALL,NECO,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,338,250,423,336,168,153,66.7568,35.0407,32.596,90.7143
2022/2023,Female,ALL,NECO,lga,Nembe,South South,Bayelsa,Nembe,,,331,244,407,324,158,147,66.7127,35.0665,31.8017,92.3954
2022/2023,Female,ALL,NECO,lga,Ogbia,South South,Bayelsa,Ogbia,,,322,238,406,323,158,150,66.7614,35.0303,31.8788,94.6768
2022/2023,Female,ALL,NECO,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,360,265,441,352,173,163,66.582,35.1562,32.1429,93.75
2022/2023,Female,ALL,WAEC,lga,Brass,South South,Bayelsa,Brass,,,453,362,565,446,246,226,72.1493,34.8168,35.6894,91.687
2022/2023,Female,ALL,WAEC,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,446,357,547,431,244,223,72.1597,34.7748,36.5766,90.8867
2022/2023,Female,ALL,WAEC,lga,Nembe,South South,Bayelsa,Nembe,,,431,344,536,425,236,216,72.0339,34.8944,36.0882,91.0941
2022/2023,Female,ALL,WAEC,lga,Ogbia,South South,Bayelsa,Ogbia,,,419,335,522,412,232,218,72.1133,34.8442,36.5439,93.5401
2022/2023,Female,ALL,WAEC,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,468,374,582,462,256,234,72.0976,34.9704,36.0711,91.0798
2022/2023,Female,Disabled,NABTEB,lga,Brass,South South,Bayelsa,Brass,,,17,14,20,15,16,15,72.973,31.7073,63.4146,96.1538
