session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Dala,North West,Kano,Dala,,,2024,1576,2497,2039,439,401,70.2942,35.9887,14.4166,90.9535
2022/2023,Female,ALL,NABTEB,lga,Fagge,North West,Kano,Fagge,,,1882,1465,2316,1897,403,361,70.2644,36.1079,14.2911,89.0957
2022/2023,Female,ALL,NABTEB,lga,Gwale,North West,Kano,Gwale,,,1899,1475,2406,1965,477,431,70.1332,35.9912,16.2765,89.8876
2022/2023,Female,ALL,NABTEB,lga,Kano Municipal,North West,Kano,Kano Municipal,,,1966,1530,2418,1977,383,362,70.249,36.0393,12.996,94.1176
2022/2023,Female,ALL,NABTEB,lga,Nasarawa,North West,Kano,Nasarawa,,,1818,1413,2260,1850,374,352,70.1526,36.0592,13.5903,93.4097
2022/2023,Female,ALL,NECO,lga,Dala,North West,Kano,Dala,,,3710,2580,4591,3769,781,717,62.7887,36.1702,13.9544,91.3462
2022/2023,Female,ALL,NECO,lga,Fagge,North West,Kano,Fagge,,,3575,2487,4434,3643,769,711,62.8024,36.2048,14.2318,91.9107
2022/2023,Female,ALL,NECO,lga,Gwale,North West,Kano,Gwale,,,3488,2423,4394,3611,750,666,62.7135,36.2107,13.9996,88.412
2022/2023,Female,ALL,NECO,lga,Kano Municipal,North West,Kano,Kano Municipal,,,3584,2492,4482,3685,776,675,62.7732,36.2262,14.196,86.5837
2022/2023,Female,ALL,NECO,lga,Nasarawa,North West,Kano,Nasarawa,,,3310,2297,4013,3300,666,599,62.6571,36.2281,13.6184,89.372
2022/2023,Female,ALL,WAEC,lga,Dala,North West,Kano,Dala,,,4829,3621,5955,4917,1015,962,67.7087,36.3878,13.9817,94.2918
2022/2023,Female,ALL,WAEC,lga,Fagge,North West,Kano,Fagge,,,4507,3383,5567,4580,949,896,67.7589,36.2472,13.9899,93.8983
2022/2023,Female,ALL,WAEC,lga,Gwale,North West,Kano,Gwale,,,4545,3405,5748,4734,1048,986,67.636,36.2885,14.9594,93.5517
2022/2023,Female,ALL,WAEC,lga,Kano Municipal,North West,Kano,Kano Municipal,,,4796,3596,5990,4949,968,922,67.6931,36.4091,13.253,94.7894
2022/2023,Female,ALL,WAEC,lga,Nasarawa,North West,Kano,Nasarawa,,,4543,3408,5544,4564,940,889,67.7263,36.2756,13.907,94.0639
2022/2023,Female,Disabled,NABTEB,lga,Dala,North West,Kano,Dala,,,175,136,212,164,50,44,70.5607,34.0249,19.5021,87.234
2022/2023,Female,Disabled,NABTEB,lga,Fagge,North West,Kano,Fagge,,,179,141,220,172,50,44,71.2329,34.4,18.8,87.234
2022/2023,Female,Disabled,NABTEB,lga,Gwale,North West,Kano,Gwale,,,168,130,212,164,65,57,69.9029,34.0249,25.3112,86.8852
2022/2023,Female,Disabled,NABTEB,lga,Kano Municipal,North West,Kano,Kano Municipal,,,173,136,212,164,36,32,70.7547,34.0249,14.1079,88.2353
2022/2023,Female,Disabled,NABTEB,lga,Nasarawa,North West,Kano,Nasarawa,,,161,126,194,148,44,39,70.5584,33.4842,18.552,87.8049
