session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,182,156,231,197,202,194,76.8182,37.5969,71.7054,95.6757
2022/2023,Female,ALL,NABTEB,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,189,162,237,201,209,198,76.8559,37.5,72.3485,94.2408
2022/2023,Female,ALL,NABTEB,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,182,156,224,189,182,170,76.8182,37.2,66.8,92.8144
2022/2023,Female,ALL,NABTEB,lga,Ezza North,South East,Ebonyi,Ezza North,,,173,148,211,179,196,186,77.0335,37.4468,76.1702,94.4134
2022/2023,Female,ALL,NABTEB,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,184,157,232,199,212,201,76.6816,37.8378,74.9035,94.3299
2022/2023,Female,ALL,NECO,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,335,257,424,366,422,388,68.8889,38.055,81.6068,91.4508
2022/2023,Female,ALL,NECO,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,353,270,441,378,444,409,68.6183,37.8049,82.5203,91.6256
2022/2023,Female,ALL,NECO,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,330,252,406,350,389,361,68.6717,37.9691,78.5872,92.4157
2022/2023,Female,ALL,NECO,lga,Ezza North,South East,Ebonyi,Ezza North,,,326,249,403,348,402,368,68.7817,38.0,81.7778,91.0326
2022/2023,Female,ALL,NECO,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,332,254,416,358,422,391,68.8279,37.931,83.1897,92.228
2022/2023,Female,ALL,WAEC,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,437,362,547,470,530,489,74.2911,37.8689,79.5082,91.7526
2022/2023,Female,ALL,WAEC,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,442,365,550,472,534,495,74.2056,37.785,79.6417,92.229
2022/2023,Female,ALL,WAEC,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,458,379,572,492,536,497,74.3682,37.931,76.9592,92.057
2022/2023,Female,ALL,WAEC,lga,Ezza North,South East,Ebonyi,Ezza North,,,423,350,529,454,518,476,74.364,37.7966,80.339,91.3502
2022/2023,Female,ALL,WAEC,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,442,366,549,472,545,491,74.3925,37.9085,81.5359,89.5792
2022/2023,Female,Disabled,NABTEB,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,17,15,22,16,31,27,76.1905,33.3333,116.6667,89.2857
2022/2023,Female,Disabled,NABTEB,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,17,14,21,16,31,27,75.0,34.7826,121.7391,89.2857
2022/2023,Female,Disabled,NABTEB,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,17,15,21,16,31,27,76.1905,34.7826,121.7391,89.2857
2022/2023,Female,Disabled,NABTEB,lga,Ezza North,South East,Ebonyi,Ezza North,,,16,13,19,14,28,25,73.6842,33.3333,123.8095,88.4615
2022/2023,Female,Disabled,NABTEB,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,16,13,19,14,31,27,73.6842,33.3333,133.3333,89.2857
2022/2023,Female,Disabled,NECO,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,26,20,35,31,31,27,68.75,38.4615,71.7949,89.2857
2022/2023,Female,Disabled,NECO,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,26,20,35,31,31,27,68.75,38.4615,71.7949,89.2857
2022/2023,Female,Disabled,NECO,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,27,20,34,31,31,27,66.6667,39.4737,73.6842,89.2857
2022/2023,Female,Disabled,NECO,lga,Ezza North,South East,Ebonyi,Ezza North,,,26,19,32,28,31,27,67.7419,38.8889,77.7778,89.2857
2022/2023,Female,Disabled,NECO,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,26,19,31,28,31,27,67.7419,40.0,80.0,89.2857
