session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Akwanga,North Central,Nasarawa,Akwanga,,,65,51,80,70,246,240,71.2121,38.1579,251.3158,96.8586
2022/2023,Female,ALL,NABTEB,lga,Doma,North Central,Nasarawa,Doma,,,87,68,108,94,276,251,70.7865,38.2353,209.8039,90.6542
2022/2023,Female,ALL,NABTEB,lga,Keffi,North Central,Nasarawa,Keffi,,,77,61,97,84,284,262,70.8861,38.0435,239.1304,91.8182
2022/2023,Female,ALL,NABTEB,lga,Lafia,North Central,Nasarawa,Lafia,,,71,56,88,77,238,218,71.2329,38.5542,222.8916,90.8108
2022/2023,Female,ALL,NABTEB,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,88,69,109,94,302,279,71.1111,37.8641,227.1845,91.8803
2022/2023,Female,ALL,NECO,lga,Akwanga,North Central,Nasarawa,Akwanga,,,116,81,148,130,495,456,63.0252,38.5714,274.2857,91.6667
2022/2023,Female,ALL,NECO,lga,Doma,North Central,Nasarawa,Doma,,,162,113,200,175,604,555,62.6506,38.6243,248.1481,91.258
2022/2023,Female,ALL,NECO,lga,Keffi,North Central,Nasarawa,Keffi,,,140,98,171,149,525,485,62.9371,38.2716,251.2346,91.8919
2022/2023,Female,ALL,NECO,lga,Lafia,North Central,Nasarawa,Lafia,,,138,97,171,149,519,481,63.1206,38.2716,248.7654,92.0596
2022/2023,Female,ALL,NECO,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,157,110,197,173,595,555,62.7329,38.7097,248.3871,92.6407
2022/2023,Female,ALL,WAEC,lga,Akwanga,North Central,Nasarawa,Akwanga,,,150,113,189,166,602,561,67.9739,38.5475,260.8939,92.7195
2022/2023,Female,ALL,WAEC,lga,Doma,North Central,Nasarawa,Doma,,,223,168,276,242,847,780,67.9825,38.6973,251.7241,91.6286
2022/2023,Female,ALL,WAEC,lga,Keffi,North Central,Nasarawa,Keffi,,,183,138,226,197,693,652,67.9144,38.3178,251.4019,93.4944
2022/2023,Female,ALL,WAEC,lga,Lafia,North Central,Nasarawa,Lafia,,,179,136,224,197,688,634,68.306,38.6792,251.8868,91.573
2022/2023,Female,ALL,WAEC,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,204,155,252,221,763,696,68.4211,38.6555,248.7395,90.7095
2022/2023,Female,Disabled,NABTEB,lga,Akwanga,North Central,Nasarawa,Akwanga,,,7,5,7,5,41,35,71.4286,28.5714,457.1429,84.375
2022/2023,Female,Disabled,NABTEB,lga,Doma,North Central,Nasarawa,Doma,,,7,5,8,7,41,35,71.4286,37.5,400.0,84.375
2022/2023,Female,Disabled,NABTEB,lga,Keffi,North Central,Nasarawa,Keffi,,,7,5,8,7,41,35,71.4286,37.5,400.0,84.375
2022/2023,Female,Disabled,NABTEB,lga,Lafia,North Central,Nasarawa,Lafia,,,7,5,8,7,41,35,71.4286,37.5,400.0,84.375
2022/2023,Female,Disabled,NABTEB,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,7,5,8,7,41,35,71.4286,37.5,400.0,84.375
2022/2023,Female,Disabled,NECO,lga,Akwanga,North Central,Nasarawa,Akwanga,,,9,7,12,10,44,38,66.6667,36.3636,309.0909,85.2941
2022/2023,Female,Disabled,NECO,lga,Doma,North Central,Nasarawa,Doma,,,12,8,15,12,45,40,58.3333,35.7143,250.0,88.5714
2022/2023,Female,Disabled,NECO,lga,Keffi,North Central,Nasarawa,Keffi,,,11,8,14,12,41,35,63.6364,38.4615,246.1538,84.375
2022/2023,Female,Disabled,NECO,lga,Lafia,North Central,Nasarawa,Lafia,,,12,9,15,12,44,38,66.6667,35.7143,242.8571,85.2941
2022/2023,Female,Disabled,NECO,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,12,8,15,12,39,35,58.3333,35.7143,214.2857,90.0
2022/2023,Female,Disabled,WAEC,lga,Akwanga,North Central,Nasarawa,Akwanga,,,12,9,15,12,36,32,66.6667,35.7143,200.0,89.2857
2022/2023,Female,Disabled,WAEC,lga,Doma,North Central,Nasarawa,Doma,,,16,12,20,17,44,41,68.75,36.8421,178.9474,94.1176
2022/2023,Female,Disabled,WAEC,lga,Keffi,North Central,Nasarawa,Keffi,,,15,11,18,14,46,44,66.6667,35.2941,211.7647,94.4444
2022/2023,Female,Disabled,WAEC,lga,Lafia,North Central,Nasarawa,Lafia,,,15,11,19,17,44,40,66.6667,38.8889,188.8889,91.1765
2022/2023,Female,Disabled,WAEC,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,16,12,19,17,44,40,68.75,38.8889,188.8889,91.1765
2022/2023,Male,ALL,NABTEB,lga,Akwanga,North Central,Nasarawa,Akwanga,,,67,52,85,72,284,272,70.5882,37.5,275.0,95.4545
2022/2023,Male,ALL,NABTEB,lga,Doma,North Central,Nasarawa,Doma,,,86,67,107,94,327,297,70.4545,38.6139,251.4851,90.1575
2022/2023,Male,ALL,NABTEB,lga,Keffi,North Central,Nasarawa,Keffi,,,77,61,95,82,307,286,70.8861,37.7778,264.4444,92.8571
2022/2023,Male,ALL,NABTEB,lga,Lafia,North Central,Nasarawa,Lafia,,,71,56,90,77,286,263,71.2329,37.6471,261.1765,91.4414
2022/2023,Male,ALL,NABTEB,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,82,64,100,86,311,285,70.2381,37.8947,253.6842,91.2863
