session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Gboko,North Central,Benue,Gboko,,,405,321,498,406,666,589,71.3816,35.942,109.8551,87.8628
2022/2023,Female,ALL,NABTEB,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,424,336,525,426,707,652,71.1599,35.7143,110.4396,91.791
2022/2023,Female,ALL,NABTEB,lga,Makurdi,North Central,Benue,Makurdi,,,410,324,514,419,719,631,71.1039,35.9551,114.8876,87.2861
2022/2023,Female,ALL,NABTEB,lga,Otukpo,North Central,Benue,Otukpo,,,418,332,521,422,703,635,71.3376,35.7341,110.8033,89.75
2022/2023,Female,ALL,NABTEB,lga,Vandeikya,North Central,Benue,Vandeikya,,,439,348,558,452,756,668,71.2121,35.6589,111.1111,87.907
2022/2023,Female,ALL,NECO,lga,Gboko,North Central,Benue,Gboko,,,741,524,920,746,1192,1078,63.5548,35.7367,106.2696,89.9705
2022/2023,Female,ALL,NECO,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,808,572,1026,831,1278,1177,63.5914,35.7243,102.2504,91.6094
2022/2023,Female,ALL,NECO,lga,Makurdi,North Central,Benue,Makurdi,,,769,544,943,766,1259,1152,63.4948,35.7798,109.4801,91.0615
2022/2023,Female,ALL,NECO,lga,Otukpo,North Central,Benue,Otukpo,,,728,515,913,740,1206,1105,63.6197,35.703,108.3728,91.1079
2022/2023,Female,ALL,NECO,lga,Vandeikya,North Central,Benue,Vandeikya,,,817,578,1014,822,1350,1260,63.5179,35.7041,109.2461,92.8385
2022/2023,Female,ALL,WAEC,lga,Gboko,North Central,Benue,Gboko,,,991,757,1222,992,1633,1517,68.5906,35.7733,109.6812,92.3574
2022/2023,Female,ALL,WAEC,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,1022,781,1279,1034,1714,1614,68.6198,35.6257,109.9211,93.641
2022/2023,Female,ALL,WAEC,lga,Makurdi,North Central,Benue,Makurdi,,,998,761,1240,1005,1652,1575,68.5333,35.6977,109.3023,94.7872
2022/2023,Female,ALL,WAEC,lga,Otukpo,North Central,Benue,Otukpo,,,957,732,1184,959,1596,1506,68.7065,35.6882,110.5968,93.8326
