session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Abi,South South,Cross River,Abi,,,1,2,2,0,434,406,100.0,0.0,21700.0,93.0876
2022/2023,Female,ALL,NABTEB,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,2,0,446,424,0,0.0,22300.0,94.6188
2022/2023,Female,ALL,NABTEB,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,2,0,452,424,0,0.0,22600.0,93.3628
2022/2023,Female,ALL,NABTEB,lga,Calabar South,South South,Cross River,Calabar South,,,1,2,2,0,484,465,100.0,0.0,24200.0,95.4545
2022/2023,Female,ALL,NABTEB,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,2,0,368,354,0,0.0,18400.0,95.6522
2022/2023,Female,ALL,NECO,lga,Abi,South South,Cross River,Abi,,,1,2,2,0,896,814,100.0,0.0,44800.0,90.4018
2022/2023,Female,ALL,NECO,lga,Bekwarra,South South,Cross River,Bekwarra,,,1,2,2,0,932,839,100.0,0.0,46600.0,89.485
2022/2023,Female,ALL,NECO,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1,2,2,0,936,863,100.0,0.0,46800.0,91.6667
2022/2023,Female,ALL,NECO,lga,Calabar South,South South,Cross River,Calabar South,,,1,2,2,0,972,907,100.0,0.0,48600.0,92.7984
2022/2023,Female,ALL,NECO,lga,Ogoja,South South,Cross River,Ogoja,,,1,2,2,0,814,742,100.0,0.0,40700.0,90.6634
2022/2023,Female,ALL,WAEC,lga,Abi,South South,Cross River,Abi,,,1,2,2,0,1168,1066,100.0,0.0,58400.0,90.7534
2022/2023,Female,ALL,WAEC,lga,Bekwarra,South South,Cross River,Bekwarra,,,1,2,2,0,1236,1138,100.0,0.0,61800.0,91.5858
2022/2023,Female,ALL,WAEC,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1,2,2,0,1258,1186,100.0,0.0,62900.0,93.7997
2022/2023,Female,ALL,WAEC,lga,Calabar South,South South,Cross River,Calabar South,,,1,2,2,0,1288,1180,100.0,0.0,64400.0,91.1491
2022/2023,Female,ALL,WAEC,lga,Ogoja,South South,Cross River,Ogoja,,,1,2,2,0,1030,949,100.0,0.0,51500.0,91.6505
2022/2023,Female,Disabled,NABTEB,lga,Abi,South South,Cross River,Abi,,,0,0,0,0,58,56,0,0,0,96.5517
2022/2023,Female,Disabled,NABTEB,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,0,58,56,0,0,0,96.5517
2022/2023,Female,Disabled,NABTEB,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,58,56,0,0,0,96.5517
2022/2023,Female,Disabled,NABTEB,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,0,58,56,0,0,0,96.5517
2022/2023,Female,Disabled,NABTEB,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,0,58,50,0,0,0,86.2069
2022/2023,Female,Disabled,NECO,lga,Abi,South South,Cross River,Abi,,,0,0,0,0,64,62,0,0,0,96.875
2022/2023,Female,Disabled,NECO,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,0,64,56,0,0,0,87.5
2022/2023,Female,Disabled,NECO,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,64,60,0,0,0,93.75
2022/2023,Female,Disabled,NECO,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,0,64,62,0,0,0,96.875
2022/2023,Female,Disabled,NECO,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,0,58,50,0,0,0,86.2069
2022/2023,Female,Disabled,WAEC,lga,Abi,South South,Cross River,Abi,,,0,0,0,0,78,72,0,0,0,92.3077
2022/2023,Female,Disabled,WAEC,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,0,82,76,0,0,0,92.6829
2022/2023,Female,Disabled,WAEC,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,80,76,0,0,0,95.0
2022/2023,Female,Disabled,WAEC,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,0,70,62,0,0,0,88.5714
2022/2023,Female,Disabled,WAEC,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,0,80,72,0,0,0,90.0
2022/2023,Male,ALL,NABTEB,lga,Abi,South South,Cross River,Abi,,,0,0,0,0,512,481,0,0,0,93.3594
2022/2023,Male,ALL,NABTEB,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,0,528,505,0,0,0,95.0758
2022/2023,Male,ALL,NABTEB,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,510,479,0,0,0,93.3333
2022/2023,Male,ALL,NABTEB,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,0,462,430,0,0,0,92.6407
2022/2023,Male,ALL,NABTEB,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,0,382,378,0,0,0,98.4293
2022/2023,Male,ALL,NECO,lga,Abi,South South,Cross River,Abi,,,1,2,2,0,980,883,100.0,0.0,49000.0,89.5918
2022/2023,Male,ALL,NECO,lga,Bekwarra,South South,Cross River,Bekwarra,,,1,2,2,0,1050,975,100.0,0.0,52500.0,92.381
2022/2023,Male,ALL,NECO,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1,2,2,0,1060,959,100.0,0.0,53000.0,90.0
2022/2023,Male,ALL,NECO,lga,Calabar South,South South,Cross River,Calabar South,,,1,2,2,0,1036,951,100.0,0.0,51800.0,91.3127
2022/2023,Male,ALL,NECO,lga,Ogoja,South South,Cross River,Ogoja,,,1,2,2,0,852,788,100.0,0.0,42600.0,92.0188
2022/2023,Male,ALL,WAEC,lga,Abi,South South,Cross River,Abi,,,1,2,2,0,1352,1263,100.0,0.0,67600.0,92.8994
2022/2023,Male,ALL,WAEC,lga,Bekwarra,South South,Cross River,Bekwarra,,,1,2,2,0,1386,1275,100.0,0.0,69300.0,91.4863
2022/2023,Male,ALL,WAEC,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,1,2,2,0,1340,1251,100.0,0.0,67000.0,92.8358
2022/2023,Male,ALL,WAEC,lga,Calabar South,South South,Cross River,Calabar South,,,1,2,2,0,1296,1199,100.0,0.0,64800.0,91.9753
2022/2023,Male,ALL,WAEC,lga,Ogoja,South South,Cross River,Ogoja,,,1,2,2,0,1170,1056,100.0,0.0,58500.0,89.7436
2022/2023,Male,Disabled,NABTEB,lga,Abi,South South,Cross River,Abi,,,0,0,0,0,72,62,0,0,0,86.1111
2022/2023,Male,Disabled,NABTEB,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,0,64,62,0,0,0,96.875
2022/2023,Male,Disabled,NABTEB,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,0,72,62,0,0,0,86.1111
