session,gender,disability,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2022/2023,Female,ALL,NABTEB,lga,Alimosho,South West,Lagos,Alimosho,,,1766,1377,2206,1918,320,299,70.2783,38.3197,11.8852,93.1034
2022/2023,Female,ALL,NABTEB,lga,Ikeja,South West,Lagos,Ikeja,,,1713,1334,2116,1839,300,274,70.2076,38.2808,11.6391,90.8257
2022/2023,Female,ALL,NABTEB,lga,Kosofe,South West,Lagos,Kosofe,,,1684,1313,2135,1857,284,259,70.2669,38.3272,10.9052,90.7767
2022/2023,Female,ALL,NABTEB,lga,Lagos Island,South West,Lagos,Lagos Island,,,1826,1423,2203,1913,286,260,70.2176,38.2564,10.6667,90.3846
2022/2023,Female,ALL,NABTEB,lga,Surulere,South West,Lagos,Surulere,,,1678,1308,2113,1839,293,271,70.2181,38.3422,11.3904,92.0188
2022/2023,Female,ALL,NECO,lga,Alimosho,South West,Lagos,Alimosho,,,3315,2311,4137,3616,545,490,62.8193,38.5141,10.8167,89.3939
2022/2023,Female,ALL,NECO,lga,Ikeja,South West,Lagos,Ikeja,,,3155,2199,3935,3436,499,451,62.7899,38.4836,10.3963,90.0552
2022/2023,Female,ALL,NECO,lga,Kosofe,South West,Lagos,Kosofe,,,3100,2159,3879,3390,482,431,62.7656,38.5086,10.1952,88.8571
2022/2023,Female,ALL,NECO,lga,Lagos Island,South West,Lagos,Lagos Island,,,3395,2362,4154,3621,504,454,62.704,38.4113,9.9565,89.6175
2022/2023,Female,ALL,NECO,lga,Surulere,South West,Lagos,Surulere,,,3002,2092,3741,3267,485,436,62.8004,38.4778,10.6312,89.4886
2022/2023,Female,ALL,WAEC,lga,Alimosho,South West,Lagos,Alimosho,,,4202,3158,5314,4634,682,655,67.7283,38.4223,10.5252,95.5556
2022/2023,Female,ALL,WAEC,lga,Ikeja,South West,Lagos,Ikeja,,,4209,3162,5252,4598,711,669,67.685,38.5757,11.1015,93.6047
2022/2023,Female,ALL,WAEC,lga,Kosofe,South West,Lagos,Kosofe,,,4194,3152,5123,4470,654,622,67.7387,38.4429,10.4764,94.5263
2022/2023,Female,ALL,WAEC,lga,Lagos Island,South West,Lagos,Lagos Island,,,4529,3404,5536,4836,653,616,67.7285,38.4977,9.6754,93.8819
2022/2023,Female,ALL,WAEC,lga,Surulere,South West,Lagos,Surulere,,,3851,2895,4857,4241,607,568,67.7437,38.483,10.2606,92.9705
2022/2023,Female,Disabled,NABTEB,lga,Alimosho,South West,Lagos,Alimosho,,,163,129,197,162,40,37,71.1538,36.2069,16.6667,93.1034
2022/2023,Female,Disabled,NABTEB,lga,Ikeja,South West,Lagos,Ikeja,,,155,122,176,146,43,37,70.9459,36.5385,19.8718,87.0968
2022/2023,Female,Disabled,NABTEB,lga,Kosofe,South West,Lagos,Kosofe,,,148,117,169,141,37,36,71.1268,36.6667,18.0,96.2963
2022/2023,Female,Disabled,NABTEB,lga,Lagos Island,South West,Lagos,Lagos Island,,,169,133,194,164,43,37,70.9877,37.2093,18.0233,87.0968
2022/2023,Female,Disabled,NABTEB,lga,Surulere,South West,Lagos,Surulere,,,158,124,183,151,41,37,70.8609,36.4198,18.5185,90.0
