session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,35,45,3,2,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,55,72,7,6,0,0,0,83,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,54,73,6,5,0,0,0,85,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,35,45,4,3,0,0,0,52,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,45,61,5,4,0,0,0,71,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,77,104,3,2,0,0,0,126,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,10,14,0,0,0,0,0,18,0
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,31,42,1,0,0,0,0,51,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,25,35,1,0,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,22,29,1,0,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,34,45,20,18,26,0,0,37,2
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,12,16,5,4,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Maru,North West,Zamfara,Maru,,,0,56,76,39,33,52,0,0,57,6
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,39,54,20,18,26,0,0,48,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,23,30,2,1,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,36,49,5,4,0,0,0,56,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,34,47,5,4,0,0,0,54,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,21,24,2,1,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,30,40,3,2,0,0,0,47,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,50,64,2,1,0,0,0,78,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,6,9,0,0,0,0,0,11,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,21,27,1,0,0,0,0,33,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,15,22,0,0,0,0,0,27,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,14,20,1,0,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,23,31,13,12,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,8,11,5,4,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Maru,North West,Zamfara,Maru,,,0,36,51,25,20,26,0,0,39,5
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,26,33,13,12,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,13,15,2,1,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,20,28,3,2,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,23,31,3,2,0,0,0,36,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,14,18,1,0,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,19,24,2,1,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,33,43,1,0,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,4,6,0,0,0,0,0,7,0
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,14,18,0,0,0,0,0,23,0
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,10,14,0,0,0,0,0,18,0
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,10,13,0,0,0,0,0,16,0
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,14,21,11,10,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,5,6,5,4,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Maru,North West,Zamfara,Maru,,,0,23,31,17,16,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,15,19,13,12,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,9,11,1,0,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,13,15,1,0,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,11,14,1,0,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,8,10,1,0,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,10,12,1,0,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,16,23,0,0,0,0,0,29,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,3,4,0,0,0,0,0,5,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,7,10,0,0,0,0,0,12,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,6,9,0,0,0,0,0,11,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,5,7,0,0,0,0,0,9,0
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,9,10,0,0,0,0,1,12,0
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,3,3,0,0,0,0,0,4,0
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Maru,North West,Zamfara,Maru,,,0,12,15,3,2,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,8,11,0,0,0,0,0,14,0
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,66,87,7,6,0,0,0,101,1
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,97,130,10,9,0,0,0,152,1
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,100,136,11,10,0,0,0,158,1
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,65,88,7,6,0,0,0,103,1
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,83,107,8,7,0,0,0,125,1
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,148,201,5,4,0,0,0,245,1
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,17,24,1,0,0,0,0,29,1
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,61,84,2,1,0,0,0,103,1
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,48,67,2,1,0,0,0,81,1
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,44,60,1,0,0,0,0,74,1
2022/2023,Female,ALL,NECO,1-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,65,87,41,37,26,0,0,68,4
2022/2023,Female,ALL,NECO,1-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,22,29,12,10,26,0,0,24,2
2022/2023,Female,ALL,NECO,1-year,University,lga,Maru,North West,Zamfara,Maru,,,0,103,141,60,55,26,0,0,117,5
2022/2023,Female,ALL,NECO,1-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,72,95,38,33,26,0,0,81,5
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,45,60,5,4,0,0,0,70,1
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,61,79,6,5,0,0,0,93,1
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,65,87,8,7,0,0,0,100,1
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,43,58,5,4,0,0,0,67,1
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,53,69,6,5,0,0,0,80,1
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,100,130,3,2,0,0,0,159,1
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,12,15,0,0,0,0,0,19,0
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,41,56,1,0,0,0,0,69,1
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,30,41,1,0,0,0,0,50,1
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,28,40,1,0,0,0,0,49,1
2022/2023,Female,ALL,NECO,2-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,42,56,21,20,0,0,0,50,1
2022/2023,Female,ALL,NECO,2-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,14,18,7,5,26,0,0,16,2
2022/2023,Female,ALL,NECO,2-year,University,lga,Maru,North West,Zamfara,Maru,,,0,66,92,39,36,26,0,0,77,3
2022/2023,Female,ALL,NECO,2-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,45,59,27,21,52,0,0,47,6
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,26,34,3,2,0,0,0,39,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,42,54,4,3,0,0,0,63,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,39,52,4,3,0,0,0,61,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,26,37,2,1,0,0,0,44,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,34,44,4,3,0,0,0,51,1
2022/2023,Female,ALL,NECO,3-5-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,57,77,2,1,0,0,0,94,1
2022/2023,Female,ALL,NECO,3-5-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,7,10,0,0,0,0,0,13,0
2022/2023,Female,ALL,NECO,3-5-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,26,35,1,0,0,0,0,42,1
2022/2023,Female,ALL,NECO,3-5-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,19,27,1,0,0,0,0,33,1
2022/2023,Female,ALL,NECO,3-5-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,17,25,1,0,0,0,0,30,1
2022/2023,Female,ALL,NECO,3-5-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,28,36,16,15,0,0,0,30,1
2022/2023,Female,ALL,NECO,3-5-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,8,11,4,3,0,0,0,10,1
2022/2023,Female,ALL,NECO,3-5-year,University,lga,Maru,North West,Zamfara,Maru,,,0,40,53,22,19,26,0,0,45,3
2022/2023,Female,ALL,NECO,3-5-year,University,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,32,44,15,14,0,0,0,41,1
2022/2023,Female,ALL,NECO,5+-year,College of Education,lga,Bungudu,North West,Zamfara,Bungudu,,,0,15,21,2,1,0,0,0,24,1
2022/2023,Female,ALL,NECO,5+-year,College of Education,lga,Gusau,North West,Zamfara,Gusau,,,0,19,24,1,0,0,0,0,29,1
2022/2023,Female,ALL,NECO,5+-year,College of Education,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,23,32,2,1,0,0,0,38,1
2022/2023,Female,ALL,NECO,5+-year,College of Education,lga,Maru,North West,Zamfara,Maru,,,0,12,17,1,0,0,0,0,20,1
2022/2023,Female,ALL,NECO,5+-year,College of Education,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,19,24,2,1,0,0,0,28,1
2022/2023,Female,ALL,NECO,5+-year,Polytechnic,lga,Bungudu,North West,Zamfara,Bungudu,,,0,30,41,1,0,0,0,0,50,1
2022/2023,Female,ALL,NECO,5+-year,Polytechnic,lga,Gusau,North West,Zamfara,Gusau,,,0,5,8,0,0,0,0,0,10,0
2022/2023,Female,ALL,NECO,5+-year,Polytechnic,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,13,17,1,0,0,0,0,20,1
2022/2023,Female,ALL,NECO,5+-year,Polytechnic,lga,Maru,North West,Zamfara,Maru,,,0,10,14,0,0,0,0,0,18,0
2022/2023,Female,ALL,NECO,5+-year,Polytechnic,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,0,10,14,0,0,0,0,0,18,0
2022/2023,Female,ALL,NECO,5+-year,University,lga,Gusau,North West,Zamfara,Gusau,,,0,15,22,11,10,0,0,0,16,1
2022/2023,Female,ALL,NECO,5+-year,University,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,0,6,8,4,3,0,0,0,6,1
