session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,54,77,17,16,0,0,0,106,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,105,140,32,28,2,0,0,190,5
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,81,107,20,16,4,0,0,151,6
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Remo North,South West,Ogun,Remo North,,,0,118,164,34,31,2,0,0,227,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Sagamu,South West,Ogun,Sagamu,,,0,81,109,24,23,2,0,0,150,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,119,158,69,67,2,0,0,172,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,44,59,27,18,7,0,0,62,12
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,58,84,42,39,2,0,0,85,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Remo North,South West,Ogun,Remo North,,,0,65,89,42,39,2,0,0,94,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Sagamu,South West,Ogun,Sagamu,,,0,38,51,21,20,0,0,0,58,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,64,80,165,124,33,0,0,0,54
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,32,41,94,75,16,0,0,0,24
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,53,72,165,150,13,0,0,0,20
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Remo North,South West,Ogun,Remo North,,,0,36,48,94,75,16,0,0,0,24
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Sagamu,South West,Ogun,Sagamu,,,0,72,95,161,161,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,35,49,9,9,0,0,0,69,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,72,102,19,18,2,0,0,143,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,49,66,15,14,0,0,0,91,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Remo North,South West,Ogun,Remo North,,,0,77,107,25,21,2,0,0,145,5
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Sagamu,South West,Ogun,Sagamu,,,0,52,73,14,13,0,0,0,103,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,75,101,46,42,2,0,0,108,5
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,0,27,38,17,16,0,0,0,41,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,0,39,53,28,23,4,0,0,51,7
