session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Alimosho,South West,Lagos,Alimosho,,,0,35,51,5,3,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ikeja,South West,Lagos,Ikeja,,,0,160,209,17,16,0,0,0,219,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kosofe,South West,Lagos,Kosofe,,,0,31,51,5,3,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Lagos Island,South West,Lagos,Lagos Island,,,0,145,194,15,14,0,0,0,204,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Surulere,South West,Lagos,Surulere,,,0,182,252,22,18,14,0,0,263,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Alimosho,South West,Lagos,Alimosho,,,0,369,494,29,25,14,0,0,529,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ikeja,South West,Lagos,Ikeja,,,0,292,401,22,20,14,0,0,431,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Kosofe,South West,Lagos,Kosofe,,,0,142,193,10,9,0,0,0,207,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Lagos Island,South West,Lagos,Lagos Island,,,0,227,272,13,12,0,0,0,294,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Surulere,South West,Lagos,Surulere,,,0,164,236,10,9,0,0,0,255,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Alimosho,South West,Lagos,Alimosho,,,0,170,243,74,64,42,0,0,208,9
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ikeja,South West,Lagos,Ikeja,,,0,98,129,37,32,14,0,0,113,4
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Kosofe,South West,Lagos,Kosofe,,,0,365,501,131,111,70,0,0,448,18
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Lagos Island,South West,Lagos,Lagos Island,,,0,221,293,73,72,0,0,0,266,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Surulere,South West,Lagos,Surulere,,,0,185,252,66,62,14,0,0,225,3
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Alimosho,South West,Lagos,Alimosho,,,0,25,35,5,2,14,0,0,35,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ikeja,South West,Lagos,Ikeja,,,0,107,134,12,9,14,0,0,140,2
