session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Argungu,North West,Kebbi,Argungu,,,0,46,60,2,1,0,0,0,72,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,0,38,54,2,1,0,0,0,64,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kalgo,North West,Kebbi,Kalgo,,,0,48,66,3,2,0,0,0,78,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Yauri,North West,Kebbi,Yauri,,,0,24,33,1,0,0,0,0,40,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Zuru,North West,Kebbi,Zuru,,,0,20,27,1,0,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Argungu,North West,Kebbi,Argungu,,,0,55,75,7,6,0,0,0,85,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,0,38,50,4,3,0,0,0,57,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Kalgo,North West,Kebbi,Kalgo,,,0,24,30,3,2,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Yauri,North West,Kebbi,Yauri,,,0,41,51,4,3,0,0,0,59,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Zuru,North West,Kebbi,Zuru,,,0,52,70,6,5,0,0,0,80,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Argungu,North West,Kebbi,Argungu,,,0,29,38,22,21,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,0,68,91,47,41,25,0,0,67,6
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Kalgo,North West,Kebbi,Kalgo,,,0,54,70,41,27,50,0,0,47,13
