session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Abi,South South,Cross River,Abi,,,0,0,0,119,109,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,30,20,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,139,129,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,20,10,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,40,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Abi,South South,Cross River,Abi,,,0,0,0,40,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,59,50,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,50,40,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,119,109,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,69,60,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Abi,South South,Cross River,Abi,,,0,0,0,466,438,4,0,0,0,3
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,1517,1403,12,0,0,0,12
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,178,169,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,833,826,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,654,647,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Abi,South South,Cross River,Abi,,,0,0,0,69,60,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,30,20,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,89,80,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,10,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,20,10,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Abi,South South,Cross River,Abi,,,0,0,0,30,20,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,40,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,40,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,79,70,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,50,40,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Abi,South South,Cross River,Abi,,,0,0,0,287,279,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,942,776,20,0,0,0,17
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,178,109,8,0,0,0,7
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Calabar South,South South,Cross River,Calabar South,,,0,0,0,575,547,4,0,0,0,3
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ogoja,South South,Cross River,Ogoja,,,0,0,0,466,438,4,0,0,0,3
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Abi,South South,Cross River,Abi,,,0,0,0,50,40,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Bekwarra,South South,Cross River,Bekwarra,,,0,0,0,10,0,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,0,0,0,59,50,0,0,0,0,1
