session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Dala,North West,Kano,Dala,,,0,301,401,66,65,0,0,0,529,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Fagge,North West,Kano,Fagge,,,0,137,191,20,20,0,0,0,265,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Gwale,North West,Kano,Gwale,,,0,129,185,39,35,11,0,0,234,5
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,0,235,318,46,43,11,0,0,427,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Nasarawa,North West,Kano,Nasarawa,,,0,216,272,40,39,0,0,0,364,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Dala,North West,Kano,Dala,,,0,53,63,3,3,0,0,0,92,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,0,177,239,16,15,0,0,0,342,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Gwale,North West,Kano,Gwale,,,0,256,356,39,38,11,0,0,493,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,0,124,160,15,15,0,0,0,224,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Nasarawa,North West,Kano,Nasarawa,,,0,196,262,23,17,23,0,0,369,7
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Dala,North West,Kano,Dala,,,0,268,356,95,87,34,0,0,428,9
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Fagge,North West,Kano,Fagge,,,0,246,343,131,91,147,0,0,366,47
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Gwale,North West,Kano,Gwale,,,0,193,249,84,65,68,0,0,278,22
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Kano Municipal,North West,Kano,Kano Municipal,,,0,232,303,82,75,23,0,0,362,8
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Nasarawa,North West,Kano,Nasarawa,,,0,137,183,60,59,0,0,0,207,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Dala,North West,Kano,Dala,,,0,194,264,52,41,45,0,0,338,13
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Fagge,North West,Kano,Fagge,,,0,95,112,20,20,0,0,0,145,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Gwale,North West,Kano,Gwale,,,0,82,122,27,21,23,0,0,152,7
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,0,151,217,32,31,0,0,0,292,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Nasarawa,North West,Kano,Nasarawa,,,0,133,185,32,31,0,0,0,243,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Dala,North West,Kano,Dala,,,0,32,40,3,3,0,0,0,57,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,0,102,131,16,15,0,0,0,179,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Gwale,North West,Kano,Gwale,,,0,165,217,25,22,11,0,0,300,3
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,0,75,114,11,10,0,0,0,159,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Nasarawa,North West,Kano,Nasarawa,,,0,124,177,16,15,0,0,0,249,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Dala,North West,Kano,Dala,,,0,161,223,58,57,0,0,0,270,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Fagge,North West,Kano,Fagge,,,0,164,231,84,65,68,0,0,252,22
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Gwale,North West,Kano,Gwale,,,0,114,152,47,46,0,0,0,175,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Kano Municipal,North West,Kano,Kano Municipal,,,0,134,177,47,46,0,0,0,213,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Nasarawa,North West,Kano,Nasarawa,,,0,89,129,49,38,45,0,0,138,13
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Dala,North West,Kano,Dala,,,0,115,160,26,25,0,0,0,212,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Fagge,North West,Kano,Fagge,,,0,52,73,20,8,45,0,0,87,15
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Gwale,North West,Kano,Gwale,,,0,53,71,20,20,0,0,0,84,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Kano Municipal,North West,Kano,Kano Municipal,,,0,98,137,12,11,0,0,0,193,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Nasarawa,North West,Kano,Nasarawa,,,0,78,95,20,14,23,0,0,120,7
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Dala,North West,Kano,Dala,,,0,23,23,3,3,0,0,5,31,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Fagge,North West,Kano,Fagge,,,0,72,87,8,7,0,0,0,122,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Gwale,North West,Kano,Gwale,,,0,108,152,20,18,11,0,0,206,3
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Kano Municipal,North West,Kano,Kano Municipal,,,0,55,73,11,8,11,0,0,98,4
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Nasarawa,North West,Kano,Nasarawa,,,0,86,122,12,11,0,0,0,170,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Dala,North West,Kano,Dala,,,0,98,129,58,50,34,0,0,127,10
