session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,46,62,36,35,0,0,0,38,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,18,24,16,14,4,0,0,13,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,23,32,26,19,9,0,0,14,6
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,54,72,52,45,9,0,0,35,6
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,72,100,66,59,9,0,0,54,6
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Balanga,North East,Gombe,Balanga,,,0,17,23,2,1,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Gombe,North East,Gombe,Gombe,,,0,79,104,12,9,4,0,0,106,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,18,24,2,1,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Nafada,North East,Gombe,Nafada,,,0,50,67,8,7,0,0,0,68,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,19,25,2,1,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Balanga,North East,Gombe,Balanga,,,0,33,42,67,66,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Gombe,North East,Gombe,Gombe,,,0,11,12,20,13,9,0,1,0,6
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,60,80,133,114,22,0,0,0,17
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,0,19,26,29,28,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Balanga,North East,Gombe,Balanga,,,0,30,41,31,24,9,0,0,19,6
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Gombe,North East,Gombe,Gombe,,,0,12,14,12,9,4,0,0,6,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Kaltungo,North East,Gombe,Kaltungo,,,0,15,20,16,13,4,0,0,8,3
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Nafada,North East,Gombe,Nafada,,,0,35,48,31,30,0,0,0,26,1
