session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Barkin Ladi,North Central,Plateau,Barkin Ladi,,,0,23,32,63,50,13,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Jos North,North Central,Plateau,Jos North,,,0,41,56,86,84,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Jos South,North Central,Plateau,Jos South,,,0,18,26,39,36,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Mangu,North Central,Plateau,Mangu,,,0,41,54,86,77,7,0,0,0,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Pankshin,North Central,Plateau,Pankshin,,,0,98,130,247,232,13,0,0,0,7
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Barkin Ladi,North Central,Plateau,Barkin Ladi,,,0,39,51,41,30,7,0,0,11,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Jos North,North Central,Plateau,Jos North,,,0,56,74,63,52,7,0,0,14,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Jos South,North Central,Plateau,Jos South,,,0,110,146,113,95,13,0,0,33,8
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Mangu,North Central,Plateau,Mangu,,,0,8,9,5,2,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Pankshin,North Central,Plateau,Pankshin,,,0,6,9,7,5,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Barkin Ladi,North Central,Plateau,Barkin Ladi,,,0,93,121,213,196,13,0,0,0,8
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Jos North,North Central,Plateau,Jos North,,,0,41,54,91,89,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Jos South,North Central,Plateau,Jos South,,,0,24,33,63,52,7,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Mangu,North Central,Plateau,Mangu,,,0,95,130,251,207,39,0,0,0,20
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Pankshin,North Central,Plateau,Pankshin,,,0,41,56,102,93,7,0,0,0,4
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Barkin Ladi,North Central,Plateau,Barkin Ladi,,,0,14,19,23,20,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Jos North,North Central,Plateau,Jos North,,,0,27,35,50,48,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Jos South,North Central,Plateau,Jos South,,,0,14,16,39,25,13,0,0,0,6
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Mangu,North Central,Plateau,Mangu,,,0,26,35,63,61,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Pankshin,North Central,Plateau,Pankshin,,,0,59,81,138,136,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Barkin Ladi,North Central,Plateau,Barkin Ladi,,,0,24,30,20,18,0,0,0,8,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Jos North,North Central,Plateau,Jos North,,,0,35,47,39,36,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Jos South,North Central,Plateau,Jos South,,,0,71,95,70,61,7,0,0,23,4
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Mangu,North Central,Plateau,Mangu,,,0,6,7,5,2,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Pankshin,North Central,Plateau,Pankshin,,,0,5,5,7,5,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Barkin Ladi,North Central,Plateau,Barkin Ladi,,,0,60,77,109,107,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Jos North,North Central,Plateau,Jos North,,,0,27,37,66,64,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Jos South,North Central,Plateau,Jos South,,,0,15,21,36,30,7,0,0,0,3
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Mangu,North Central,Plateau,Mangu,,,0,57,81,152,139,13,0,0,0,6
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Pankshin,North Central,Plateau,Pankshin,,,0,23,32,52,43,7,0,0,0,4
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Barkin Ladi,North Central,Plateau,Barkin Ladi,,,0,9,12,23,20,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Jos North,North Central,Plateau,Jos North,,,0,18,25,39,36,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Jos South,North Central,Plateau,Jos South,,,0,8,11,27,25,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Mangu,North Central,Plateau,Mangu,,,0,18,25,50,48,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Pankshin,North Central,Plateau,Pankshin,,,0,42,58,118,114,7,0,0,0,2
