session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Abak,South South,Akwa Ibom,Abak,,,0,53,67,14,12,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Eket,South South,Akwa Ibom,Eket,,,0,64,93,26,25,0,0,0,68,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,103,145,35,31,4,0,0,110,3
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Oron,South South,Akwa Ibom,Oron,,,0,36,45,12,11,0,0,0,33,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,64,85,21,15,4,0,0,64,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Abak,South South,Akwa Ibom,Abak,,,0,56,71,22,21,0,0,0,50,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Eket,South South,Akwa Ibom,Eket,,,0,97,137,41,37,4,0,0,98,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,38,54,17,15,0,0,0,38,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Oron,South South,Akwa Ibom,Oron,,,0,52,70,23,19,4,0,0,48,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,62,87,26,25,0,0,0,62,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Abak,South South,Akwa Ibom,Abak,,,0,95,125,228,226,4,0,0,0,2
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Eket,South South,Akwa Ibom,Eket,,,0,32,45,98,83,13,0,0,0,11
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,71,104,196,196,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Oron,South South,Akwa Ibom,Oron,,,0,123,168,312,254,50,0,0,0,43
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,68,93,166,165,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Abak,South South,Akwa Ibom,Abak,,,0,33,41,8,7,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Eket,South South,Akwa Ibom,Eket,,,0,42,56,17,15,0,0,0,40,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,66,94,21,19,0,0,0,73,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Oron,South South,Akwa Ibom,Oron,,,0,20,29,4,3,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,41,54,11,10,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Abak,South South,Akwa Ibom,Abak,,,0,39,48,11,10,0,0,0,37,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Eket,South South,Akwa Ibom,Eket,,,0,63,84,25,22,4,0,0,60,2
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,22,32,8,7,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Oron,South South,Akwa Ibom,Oron,,,0,30,43,11,10,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,38,51,17,12,4,0,0,36,3
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Abak,South South,Akwa Ibom,Abak,,,0,62,85,112,111,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Eket,South South,Akwa Ibom,Eket,,,0,21,29,54,53,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,45,63,138,101,33,0,0,0,27
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Oron,South South,Akwa Ibom,Oron,,,0,80,114,184,183,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,41,54,94,79,13,0,0,0,11
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Abak,South South,Akwa Ibom,Abak,,,0,20,29,7,6,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Eket,South South,Akwa Ibom,Eket,,,0,27,41,11,10,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,41,59,14,12,0,0,0,45,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Oron,South South,Akwa Ibom,Oron,,,0,15,19,4,3,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,25,36,8,7,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Abak,South South,Akwa Ibom,Abak,,,0,25,36,11,10,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Eket,South South,Akwa Ibom,Eket,,,0,42,56,17,15,0,0,0,40,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,15,21,8,7,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Oron,South South,Akwa Ibom,Oron,,,0,21,28,8,7,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,27,39,11,10,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Abak,South South,Akwa Ibom,Abak,,,0,36,46,90,89,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Eket,South South,Akwa Ibom,Eket,,,0,12,16,36,35,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,29,41,72,71,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Oron,South South,Akwa Ibom,Oron,,,0,45,62,126,125,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,27,39,72,71,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Abak,South South,Akwa Ibom,Abak,,,0,10,13,4,0,4,0,0,9,3
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Eket,South South,Akwa Ibom,Eket,,,0,14,21,4,3,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,25,35,8,4,4,0,0,27,3
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Oron,South South,Akwa Ibom,Oron,,,0,8,10,3,1,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,16,17,0,0,0,0,1,16,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Abak,South South,Akwa Ibom,Abak,,,0,15,17,6,0,4,0,0,12,4
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Eket,South South,Akwa Ibom,Eket,,,0,22,29,8,6,4,0,0,21,2
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,8,14,3,1,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Oron,South South,Akwa Ibom,Oron,,,0,12,15,6,3,4,0,0,10,2
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,16,17,6,3,4,0,1,12,2
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Abak,South South,Akwa Ibom,Abak,,,0,22,32,90,18,63,0,0,0,52
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Eket,South South,Akwa Ibom,Eket,,,0,7,10,18,0,17,0,0,0,13
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,18,24,72,37,29,0,0,0,25
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Oron,South South,Akwa Ibom,Oron,,,0,32,43,72,37,29,0,0,0,25
2022/2023,Female,ALL,NABTEB,5+-year,University,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,17,24,72,24,42,0,0,0,35
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Abak,South South,Akwa Ibom,Abak,,,0,99,130,33,29,4,0,0,97,3
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Eket,South South,Akwa Ibom,Eket,,,0,124,170,46,40,4,0,0,126,4
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,203,271,64,60,4,0,0,207,3
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Oron,South South,Akwa Ibom,Oron,,,0,65,88,18,17,0,0,0,69,1
2022/2023,Female,ALL,NECO,1-year,College of Education,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,111,145,33,31,4,0,0,111,2
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Abak,South South,Akwa Ibom,Abak,,,0,111,148,43,40,4,0,0,107,2
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Eket,South South,Akwa Ibom,Eket,,,0,176,229,70,60,8,0,0,163,8
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,76,105,33,32,0,0,0,74,1
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Oron,South South,Akwa Ibom,Oron,,,0,88,117,37,32,4,0,0,82,4
2022/2023,Female,ALL,NECO,1-year,Polytechnic,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,110,142,43,37,4,0,0,102,4
2022/2023,Female,ALL,NECO,1-year,University,lga,Abak,South South,Akwa Ibom,Abak,,,0,184,244,430,402,25,0,0,0,21
2022/2023,Female,ALL,NECO,1-year,University,lga,Eket,South South,Akwa Ibom,Eket,,,0,61,82,166,165,0,0,0,0,1
2022/2023,Female,ALL,NECO,1-year,University,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,144,196,362,351,13,0,0,0,9
2022/2023,Female,ALL,NECO,1-year,University,lga,Oron,South South,Akwa Ibom,Oron,,,0,235,319,590,563,25,0,0,0,21
2022/2023,Female,ALL,NECO,1-year,University,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,128,171,330,301,25,0,0,0,22
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Abak,South South,Akwa Ibom,Abak,,,0,59,76,18,17,0,0,0,58,1
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Eket,South South,Akwa Ibom,Eket,,,0,78,104,26,22,4,0,0,78,3
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,128,172,44,40,4,0,0,129,3
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Oron,South South,Akwa Ibom,Oron,,,0,43,57,14,11,4,0,0,43,2
2022/2023,Female,ALL,NECO,2-year,College of Education,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,68,87,21,18,4,0,0,66,2
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Abak,South South,Akwa Ibom,Abak,,,0,69,94,25,22,4,0,0,70,2
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Eket,South South,Akwa Ibom,Eket,,,0,105,140,37,36,0,0,0,104,1
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,46,62,19,18,0,0,0,44,1
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Oron,South South,Akwa Ibom,Oron,,,0,57,74,22,21,0,0,0,53,1
2022/2023,Female,ALL,NECO,2-year,Polytechnic,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,72,97,30,25,4,0,0,69,4
2022/2023,Female,ALL,NECO,2-year,University,lga,Abak,South South,Akwa Ibom,Abak,,,0,114,153,278,232,42,0,0,0,34
2022/2023,Female,ALL,NECO,2-year,University,lga,Eket,South South,Akwa Ibom,Eket,,,0,37,51,98,93,4,0,0,0,4
2022/2023,Female,ALL,NECO,2-year,University,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,91,121,264,212,46,0,0,0,38
2022/2023,Female,ALL,NECO,2-year,University,lga,Oron,South South,Akwa Ibom,Oron,,,0,150,199,376,347,25,0,0,0,22
2022/2023,Female,ALL,NECO,2-year,University,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,84,109,178,178,0,0,0,0,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Abak,South South,Akwa Ibom,Abak,,,0,38,48,10,8,0,0,0,38,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Eket,South South,Akwa Ibom,Eket,,,0,50,66,17,15,0,0,0,50,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,86,116,25,24,0,0,0,90,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Oron,South South,Akwa Ibom,Oron,,,0,29,37,8,7,0,0,0,29,1
2022/2023,Female,ALL,NECO,3-5-year,College of Education,lga,Uyo,South South,Akwa Ibom,Uyo,,,0,45,60,12,10,4,0,0,47,2
2022/2023,Female,ALL,NECO,3-5-year,Polytechnic,lga,Abak,South South,Akwa Ibom,Abak,,,0,46,62,17,15,0,0,0,46,1
2022/2023,Female,ALL,NECO,3-5-year,Polytechnic,lga,Eket,South South,Akwa Ibom,Eket,,,0,69,91,25,24,0,0,0,67,1
2022/2023,Female,ALL,NECO,3-5-year,Polytechnic,lga,Ikot Ekpene,South South,Akwa Ibom,Ikot Ekpene,,,0,29,37,15,11,4,0,0,24,3
