session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Aninri,South East,Enugu,Aninri,,,0,32,41,11,7,3,0,0,34,3
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Awgu,South East,Enugu,Awgu,,,0,11,14,4,2,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Enugu South,South East,Enugu,Enugu South,,,0,34,49,9,7,0,0,0,44,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ezeagu,South East,Enugu,Ezeagu,,,0,15,20,4,2,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Igbo-Eze North,South East,Enugu,Igbo-Eze North,,,0,17,23,4,2,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Igbo-Eze South,South East,Enugu,Igbo-Eze South,,,0,34,47,11,10,0,0,0,40,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Nkanu East,South East,Enugu,Nkanu East,,,0,14,20,4,2,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Nkanu West,South East,Enugu,Nkanu West,,,0,23,27,4,2,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Nsukka,South East,Enugu,Nsukka,,,0,61,83,20,19,0,0,0,71,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Oji-River,South East,Enugu,Oji-River,,,0,8,12,2,1,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Udenu,South East,Enugu,Udenu,,,0,17,23,4,2,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Udi,South East,Enugu,Udi,,,0,22,33,9,7,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Aninri,South East,Enugu,Aninri,,,0,22,30,4,2,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Awgu,South East,Enugu,Awgu,,,0,51,69,7,6,0,0,0,66,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ezeagu,South East,Enugu,Ezeagu,,,0,11,14,2,1,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Igbo-Etiti,South East,Enugu,Igbo-Etiti,,,0,14,20,2,1,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Igbo-Eze North,South East,Enugu,Igbo-Eze North,,,0,25,34,4,2,0,0,0,33,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Isi-Uzo,South East,Enugu,Isi-Uzo,,,0,56,74,7,6,0,0,0,71,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Nkanu East,South East,Enugu,Nkanu East,,,0,30,41,5,4,0,0,0,39,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Nkanu West,South East,Enugu,Nkanu West,,,0,11,14,1,0,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Nsukka,South East,Enugu,Nsukka,,,0,24,34,5,4,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Oji-River,South East,Enugu,Oji-River,,,0,43,57,6,5,0,0,0,55,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Udenu,South East,Enugu,Udenu,,,0,34,47,5,4,0,0,0,45,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Udi,South East,Enugu,Udi,,,0,39,50,5,4,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Uzo-Uwani,South East,Enugu,Uzo-Uwani,,,0,54,74,7,6,0,0,0,71,1
