session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Awka North,South East,Anambra,Awka North,,,0,0,0,225,211,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,345,331,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Nnewi North,South East,Anambra,Nnewi North,,,0,0,0,420,407,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,60,45,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,195,166,3,0,0,0,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,120,105,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,465,452,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,465,452,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Awka North,South East,Anambra,Awka North,,,0,0,0,4170,4111,3,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,1815,1762,3,0,0,0,4
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Nnewi North,South East,Anambra,Nnewi North,,,0,0,0,2655,2651,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,1815,1521,19,0,0,0,20
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,1335,1325,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Awka North,South East,Anambra,Awka North,,,0,0,0,150,136,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,180,166,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Nnewi North,South East,Anambra,Nnewi North,,,0,0,0,270,211,3,0,0,0,4
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,45,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,90,75,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,75,60,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,345,256,6,0,0,0,6
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,255,241,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Awka North,South East,Anambra,Awka North,,,0,0,0,3135,2786,22,0,0,0,24
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,1215,1205,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Nnewi North,South East,Anambra,Nnewi North,,,0,0,0,1875,1521,22,0,0,0,24
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,1215,753,28,0,0,0,31
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,960,512,25,0,0,0,30
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Awka North,South East,Anambra,Awka North,,,0,0,0,105,90,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,165,151,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Nnewi North,South East,Anambra,Nnewi North,,,0,0,0,180,166,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,30,15,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,90,75,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,45,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,225,211,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,150,136,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Awka North,South East,Anambra,Awka North,,,0,0,0,1935,1928,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,720,708,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Nnewi North,South East,Anambra,Nnewi North,,,0,0,0,1215,1205,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Onitsha North,South East,Anambra,Onitsha North,,,0,0,0,720,708,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Onitsha South,South East,Anambra,Onitsha South,,,0,0,0,480,467,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Awka North,South East,Anambra,Awka North,,,0,0,0,75,45,3,0,0,0,2
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Awka South,South East,Anambra,Awka South,,,0,0,0,120,30,6,0,0,0,6
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Nnewi North,South East,Anambra,Nnewi North,,,0,0,0,90,75,0,0,0,0,1
