session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,21,27,3,0,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Donga,North East,Taraba,Donga,,,0,34,44,6,3,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Jalingo,North East,Taraba,Jalingo,,,0,32,42,6,3,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Sardauna,North East,Taraba,Sardauna,,,0,49,69,13,10,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Wukari,North East,Taraba,Wukari,,,0,34,47,6,3,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,38,54,29,25,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Donga,North East,Taraba,Donga,,,0,51,66,29,25,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Jalingo,North East,Taraba,Jalingo,,,0,8,12,10,6,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Sardauna,North East,Taraba,Sardauna,,,0,23,30,10,6,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Wukari,North East,Taraba,Wukari,,,0,32,44,19,16,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ardo Kola,North East,Taraba,Ardo Kola,,,0,17,22,238,236,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Jalingo,North East,Taraba,Jalingo,,,0,49,64,546,529,9,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Sardauna,North East,Taraba,Sardauna,,,0,11,12,181,178,0,0,0,0,1
