session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Bonny,South South,Rivers,Bonny,,,0,169,228,16,14,0,0,0,161,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Eleme,South South,Rivers,Eleme,,,0,52,74,5,3,0,0,0,52,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,96,133,9,7,0,0,0,94,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Okrika,South South,Rivers,Okrika,,,0,21,30,3,2,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,94,135,10,9,0,0,0,95,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Bonny,South South,Rivers,Bonny,,,0,76,107,12,9,7,0,0,73,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Eleme,South South,Rivers,Eleme,,,0,91,129,14,12,0,0,0,88,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,160,207,22,19,7,0,0,141,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Okrika,South South,Rivers,Okrika,,,0,39,52,5,3,0,0,0,36,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,114,152,16,12,7,0,0,104,2
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Bonny,South South,Rivers,Bonny,,,0,24,38,66,64,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Eleme,South South,Rivers,Eleme,,,0,134,184,279,243,41,0,0,0,21
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,45,62,88,66,27,0,0,0,13
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Okrika,South South,Rivers,Okrika,,,0,182,252,422,377,54,0,0,0,27
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,73,99,173,134,41,0,0,0,23
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Bonny,South South,Rivers,Bonny,,,0,108,149,10,9,0,0,0,105,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Eleme,South South,Rivers,Eleme,,,0,32,46,3,2,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,60,82,5,3,0,0,0,58,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Okrika,South South,Rivers,Okrika,,,0,12,15,2,0,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,61,84,7,5,0,0,0,59,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Bonny,South South,Rivers,Bonny,,,0,51,62,7,5,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Eleme,South South,Rivers,Eleme,,,0,67,89,10,9,0,0,0,60,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,94,125,10,9,0,0,0,87,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Okrika,South South,Rivers,Okrika,,,0,24,34,3,2,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,75,94,10,9,0,0,0,64,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Bonny,South South,Rivers,Bonny,,,0,15,21,42,40,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Eleme,South South,Rivers,Eleme,,,0,78,111,166,146,20,0,0,0,12
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,31,42,66,64,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Okrika,South South,Rivers,Okrika,,,0,115,156,261,261,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,52,70,132,115,20,0,0,0,10
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Bonny,South South,Rivers,Bonny,,,0,64,94,9,7,0,0,0,65,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Eleme,South South,Rivers,Eleme,,,0,24,32,2,0,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,38,48,3,2,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Okrika,South South,Rivers,Okrika,,,0,8,12,2,0,0,0,0,8,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,43,60,3,2,0,0,0,43,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Bonny,South South,Rivers,Bonny,,,0,35,46,5,3,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Eleme,South South,Rivers,Eleme,,,0,39,52,7,5,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,66,90,10,9,0,0,0,61,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Okrika,South South,Rivers,Okrika,,,0,16,19,3,2,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,51,63,5,3,0,0,0,44,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Bonny,South South,Rivers,Bonny,,,0,9,15,24,23,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Eleme,South South,Rivers,Eleme,,,0,51,78,107,106,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,16,21,47,45,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Okrika,South South,Rivers,Okrika,,,0,76,95,208,207,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,25,32,95,94,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Bonny,South South,Rivers,Bonny,,,0,41,54,3,2,0,0,0,38,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Eleme,South South,Rivers,Eleme,,,0,12,19,2,0,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,0,23,28,2,0,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Okrika,South South,Rivers,Okrika,,,0,5,8,2,0,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,0,21,30,3,2,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Bonny,South South,Rivers,Bonny,,,0,16,20,2,0,0,0,0,14,1
