session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,94,128,45,42,3,0,0,158,5
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Efon,South West,Ekiti,Efon,,,0,38,52,21,17,5,0,0,60,6
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Emure,South West,Ekiti,Emure,,,0,73,96,33,33,0,0,0,120,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Gbonyin,South West,Ekiti,Gbonyin,,,0,66,91,31,29,3,0,0,115,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,13,22,29,24,5,0,0,0,7
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Efon,South West,Ekiti,Efon,,,0,13,18,23,22,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Emure,South West,Ekiti,Emure,,,0,18,24,29,21,8,0,0,3,10
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Gbonyin,South West,Ekiti,Gbonyin,,,0,36,47,51,47,3,0,0,13,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ijero,South West,Ekiti,Ijero,,,0,47,63,63,62,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,24,32,20,14,5,0,0,29,7
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Efon,South West,Ekiti,Efon,,,0,88,120,65,58,8,0,0,119,10
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Emure,South West,Ekiti,Emure,,,0,30,36,23,20,3,0,0,31,4
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Gbonyin,South West,Ekiti,Gbonyin,,,0,13,16,11,8,3,0,0,14,4
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ijero,South West,Ekiti,Ijero,,,0,62,82,39,38,0,0,0,89,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,62,81,28,27,0,0,0,101,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Efon,South West,Ekiti,Efon,,,0,26,33,12,11,0,0,0,41,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Emure,South West,Ekiti,Emure,,,0,47,64,20,18,3,0,0,83,3
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Gbonyin,South West,Ekiti,Gbonyin,,,0,42,58,22,17,5,0,0,70,7
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,9,12,14,14,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Efon,South West,Ekiti,Efon,,,0,8,11,14,14,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Emure,South West,Ekiti,Emure,,,0,12,15,20,15,5,0,0,0,7
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Gbonyin,South West,Ekiti,Gbonyin,,,0,21,28,36,34,3,0,0,0,3
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ijero,South West,Ekiti,Ijero,,,0,29,37,41,40,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,15,21,11,10,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Efon,South West,Ekiti,Efon,,,0,54,71,41,39,3,0,0,68,3
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Emure,South West,Ekiti,Emure,,,0,17,23,9,8,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Gbonyin,South West,Ekiti,Gbonyin,,,0,9,12,8,7,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ijero,South West,Ekiti,Ijero,,,0,42,52,28,27,0,0,0,52,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,37,52,17,17,0,0,0,66,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Efon,South West,Ekiti,Efon,,,0,17,21,8,8,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Emure,South West,Ekiti,Emure,,,0,31,39,14,14,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Gbonyin,South West,Ekiti,Gbonyin,,,0,26,35,14,13,0,0,0,41,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,6,8,8,8,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Efon,South West,Ekiti,Efon,,,0,5,6,8,8,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Emure,South West,Ekiti,Emure,,,0,8,11,12,11,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Gbonyin,South West,Ekiti,Gbonyin,,,0,14,20,30,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ijero,South West,Ekiti,Ijero,,,0,19,24,33,32,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,0,9,12,7,6,0,0,0,12,1
