session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,139,184,51,50,0,0,0,214,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,136,186,65,56,8,0,0,201,10
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,145,210,67,62,6,0,0,233,6
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Oyo East,South West,Oyo,Oyo East,,,0,145,193,52,51,0,0,0,225,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Saki East,South West,Oyo,Saki East,,,0,111,146,52,42,8,0,0,155,12
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,27,34,17,17,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,109,149,81,81,0,0,0,127,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,16,23,10,9,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Oyo East,South West,Oyo,Oyo East,,,0,36,50,28,27,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Saki East,South West,Oyo,Saki East,,,0,100,134,81,69,11,0,0,105,14
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,141,191,205,193,11,0,0,48,14
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,27,39,48,36,11,0,0,2,14
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,162,210,235,197,36,0,0,41,45
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Oyo East,South West,Oyo,Oyo East,,,0,133,178,171,143,25,0,0,67,32
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Saki East,South West,Oyo,Saki East,,,0,79,111,123,90,31,0,0,23,39
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,89,115,30,29,0,0,0,136,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,84,123,42,41,0,0,0,133,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,95,127,42,41,0,0,0,140,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Oyo East,South West,Oyo,Oyo East,,,0,87,123,38,32,6,0,0,137,7
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Saki East,South West,Oyo,Saki East,,,0,73,97,28,27,0,0,0,111,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,16,20,8,7,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,75,104,71,51,17,0,0,73,23
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,12,16,10,9,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Oyo East,South West,Oyo,Oyo East,,,0,23,31,17,17,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Saki East,South West,Oyo,Saki East,,,0,65,84,53,51,3,0,0,63,3
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,91,124,123,107,14,0,0,42,19
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,19,23,31,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,107,142,143,125,17,0,0,46,22
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Oyo East,South West,Oyo,Oyo East,,,0,83,108,116,107,8,0,0,26,11
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Saki East,South West,Oyo,Saki East,,,0,54,68,75,71,3,0,0,15,5
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,56,76,27,26,0,0,0,81,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,54,74,29,28,0,0,0,76,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,62,92,25,25,0,0,0,107,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Oyo East,South West,Oyo,Oyo East,,,0,62,85,24,24,0,0,0,98,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Saki East,South West,Oyo,Saki East,,,0,46,68,24,21,3,0,0,74,3
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,10,16,8,7,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,47,65,47,47,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,8,12,10,9,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Oyo East,South West,Oyo,Oyo East,,,0,15,20,10,9,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Saki East,South West,Oyo,Saki East,,,0,43,62,41,40,0,0,0,44,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ibadan North,South West,Oyo,Ibadan North,,,0,58,81,72,71,0,0,0,37,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ibadan South,South West,Oyo,Ibadan South,,,0,12,16,17,17,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,0,71,91,102,102,0,0,0,17,1
