session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Auyo,North West,Jigawa,Auyo,,,0,30,42,3,1,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Babura,North West,Jigawa,Babura,,,0,32,42,3,1,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,0,13,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Gwaram,North West,Jigawa,Gwaram,,,0,36,50,4,3,0,0,0,41,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Gwiwa,North West,Jigawa,Gwiwa,,,0,24,31,3,1,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Jahun,North West,Jigawa,Jahun,,,0,60,86,9,7,0,0,0,69,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kafin-Hausa,North West,Jigawa,Kafin-Hausa,,,0,52,73,6,4,0,0,0,60,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kazaure,North West,Jigawa,Kazaure,,,0,26,31,1,0,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kirikasamma,North West,Jigawa,Kirikasamma,,,0,29,42,4,3,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kiyawa,North West,Jigawa,Kiyawa,,,0,24,36,3,1,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Malam-Madori,North West,Jigawa,Malam-Madori,,,0,27,39,3,1,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Miga,North West,Jigawa,Miga,,,0,30,39,3,1,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ringim,North West,Jigawa,Ringim,,,0,16,23,3,1,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Roni,North West,Jigawa,Roni,,,0,64,88,9,6,17,0,0,71,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Sule-Tankarkar,North West,Jigawa,Sule-Tankarkar,,,0,39,50,3,1,0,0,0,42,1
