session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Akure North,South West,Ondo,Akure North,,,0,52,68,65,63,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Akure South,South West,Ondo,Akure South,,,0,82,111,125,123,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Odigbo,South West,Ondo,Odigbo,,,0,22,27,23,20,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ondo East,South West,Ondo,Ondo East,,,0,32,43,38,35,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ondo West,South West,Ondo,Ondo West,,,0,48,64,75,55,7,0,0,3,8
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Akure North,South West,Ondo,Akure North,,,0,67,91,83,70,4,0,0,14,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Akure South,South West,Ondo,Akure South,,,0,20,29,20,18,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Odigbo,South West,Ondo,Odigbo,,,0,57,83,68,58,4,0,0,16,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ondo East,South West,Ondo,Ondo East,,,0,100,134,105,103,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ondo West,South West,Ondo,Ondo West,,,0,38,52,43,40,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Akure North,South West,Ondo,Akure North,,,0,23,33,165,163,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Akure South,South West,Ondo,Akure South,,,0,48,66,338,254,35,0,0,0,34
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Odigbo,South West,Ondo,Odigbo,,,0,67,91,495,424,28,0,0,0,29
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ondo East,South West,Ondo,Ondo East,,,0,30,41,235,213,11,0,0,0,9
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ondo West,South West,Ondo,Ondo West,,,0,63,89,400,327,28,0,0,0,30
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Akure North,South West,Ondo,Akure North,,,0,32,41,43,38,4,0,0,4,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Akure South,South West,Ondo,Akure South,,,0,52,74,73,70,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Odigbo,South West,Ondo,Odigbo,,,0,13,17,15,13,0,0,0,3,1
