session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Bade,North East,Yobe,Bade,,,0,72,100,52,47,7,0,0,70,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Damaturu,North East,Yobe,Damaturu,,,0,13,16,4,3,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Geidam,North East,Yobe,Geidam,,,0,39,52,30,26,7,0,0,34,3
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Nguru,North East,Yobe,Nguru,,,0,61,83,49,41,14,0,0,53,8
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Potiskum,North East,Yobe,Potiskum,,,0,8,11,10,9,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Bade,North East,Yobe,Bade,,,0,10,12,2,1,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Damaturu,North East,Yobe,Damaturu,,,0,127,170,27,24,7,0,0,175,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Geidam,North East,Yobe,Geidam,,,0,32,41,4,3,0,0,0,44,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Nguru,North East,Yobe,Nguru,,,0,23,32,8,7,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Potiskum,North East,Yobe,Potiskum,,,0,34,46,7,6,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Bade,North East,Yobe,Bade,,,0,26,35,26,25,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Damaturu,North East,Yobe,Damaturu,,,0,12,18,18,17,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Geidam,North East,Yobe,Geidam,,,0,48,62,65,64,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Nguru,North East,Yobe,Nguru,,,0,22,30,26,25,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Potiskum,North East,Yobe,Potiskum,,,0,74,100,117,103,28,0,0,11,13
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Bade,North East,Yobe,Bade,,,0,45,55,42,41,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Damaturu,North East,Yobe,Damaturu,,,0,8,11,4,3,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Geidam,North East,Yobe,Geidam,,,0,26,37,24,21,7,0,0,21,3
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Nguru,North East,Yobe,Nguru,,,0,39,52,34,31,7,0,0,30,3
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Potiskum,North East,Yobe,Potiskum,,,0,5,7,5,4,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Bade,North East,Yobe,Bade,,,0,6,7,2,1,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Damaturu,North East,Yobe,Damaturu,,,0,82,112,21,18,7,0,0,113,3
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Geidam,North East,Yobe,Geidam,,,0,19,26,4,3,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Nguru,North East,Yobe,Nguru,,,0,18,25,4,3,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Potiskum,North East,Yobe,Potiskum,,,0,22,30,5,4,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Bade,North East,Yobe,Bade,,,0,16,20,26,25,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Damaturu,North East,Yobe,Damaturu,,,0,7,11,10,9,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Geidam,North East,Yobe,Geidam,,,0,32,39,57,50,14,0,0,0,7
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Nguru,North East,Yobe,Nguru,,,0,13,20,26,25,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Potiskum,North East,Yobe,Potiskum,,,0,48,66,73,66,14,0,0,11,6
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Bade,North East,Yobe,Bade,,,0,29,37,32,31,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Damaturu,North East,Yobe,Damaturu,,,0,5,7,4,3,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Geidam,North East,Yobe,Geidam,,,0,16,22,14,13,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Nguru,North East,Yobe,Nguru,,,0,25,33,24,23,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Potiskum,North East,Yobe,Potiskum,,,0,3,3,5,4,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Bade,North East,Yobe,Bade,,,0,4,5,0,0,0,0,0,6,0
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Damaturu,North East,Yobe,Damaturu,,,0,52,70,15,12,7,0,0,68,3
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Geidam,North East,Yobe,Geidam,,,0,12,16,4,2,7,0,0,15,2
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Nguru,North East,Yobe,Nguru,,,0,11,16,3,2,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Potiskum,North East,Yobe,Potiskum,,,0,14,18,7,6,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Bade,North East,Yobe,Bade,,,0,10,14,10,9,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Damaturu,North East,Yobe,Damaturu,,,0,5,7,9,8,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Geidam,North East,Yobe,Geidam,,,0,18,26,38,29,21,0,0,0,9
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Nguru,North East,Yobe,Nguru,,,0,10,12,9,8,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Potiskum,North East,Yobe,Potiskum,,,0,29,37,53,52,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Bade,North East,Yobe,Bade,,,0,15,20,5,0,7,0,0,19,5
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Damaturu,North East,Yobe,Damaturu,,,0,3,3,0,0,0,0,0,4,0
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Geidam,North East,Yobe,Geidam,,,0,9,11,0,0,0,0,0,13,0
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Nguru,North East,Yobe,Nguru,,,0,15,21,11,4,14,0,0,15,6
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Potiskum,North East,Yobe,Potiskum,,,0,2,3,0,0,0,0,0,4,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Bade,North East,Yobe,Bade,,,0,2,3,0,0,0,0,0,4,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Damaturu,North East,Yobe,Damaturu,,,0,30,39,3,2,0,0,0,43,1
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Geidam,North East,Yobe,Geidam,,,0,7,9,0,0,0,0,0,10,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Nguru,North East,Yobe,Nguru,,,0,5,7,0,0,0,0,0,8,0
2022/2023,Female,ALL,NABTEB,5+-year,Polytechnic,lga,Potiskum,North East,Yobe,Potiskum,,,0,9,9,0,0,0,0,2,10,0
