session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ede North,South West,Osun,Ede North,,,0,6,7,60,51,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,0,11,13,324,205,9,0,0,0,14
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,0,23,26,614,548,4,0,0,0,8
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,0,6,13,179,171,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,0,34,46,938,864,6,0,0,0,9
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,0,23,33,443,342,6,0,0,0,12
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,0,17,20,290,257,2,0,0,0,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,0,28,40,529,479,4,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,0,28,40,494,488,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,0,11,13,162,154,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ede North,South West,Osun,Ede North,,,0,28,40,2106,2105,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ife Central,South West,Osun,Ife Central,,,0,34,46,2404,2079,23,0,0,0,39
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ilesha East,South West,Osun,Ilesha East,,,0,11,20,750,744,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ilesha West,South West,Osun,Ilesha West,,,0,23,26,1185,1181,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Osogbo,South West,Osun,Osogbo,,,0,6,7,443,317,9,0,0,0,15
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ede North,South West,Osun,Ede North,,,0,0,0,68,60,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ife Central,South West,Osun,Ife Central,,,0,6,13,196,188,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ilesha East,South West,Osun,Ilesha East,,,0,11,20,375,334,2,0,0,0,5
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ilesha West,South West,Osun,Ilesha West,,,0,6,7,128,120,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Osogbo,South West,Osun,Osogbo,,,0,23,33,699,599,6,0,0,0,12
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ede North,South West,Osun,Ede North,,,0,17,20,298,291,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ife Central,South West,Osun,Ife Central,,,0,11,13,205,171,2,0,0,0,4
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ilesha East,South West,Osun,Ilesha East,,,0,17,26,358,308,4,0,0,0,6
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ilesha West,South West,Osun,Ilesha West,,,0,17,26,324,299,2,0,0,0,3
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Osogbo,South West,Osun,Osogbo,,,0,6,13,119,111,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ede North,South West,Osun,Ede North,,,0,17,26,1628,1301,23,0,0,0,39
