session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,46,64,1,0,0,0,0,113,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,41,55,1,0,0,0,0,98,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,43,57,1,0,0,0,0,101,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,17,23,0,0,0,0,0,42,0
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,51,66,1,0,0,0,0,117,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,24,33,1,1,0,0,0,57,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,36,47,2,1,0,0,0,81,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,44,56,3,2,0,0,0,96,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,30,38,2,1,0,0,0,65,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,18,23,1,0,0,0,0,41,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,14,20,49,46,4,0,0,0,4
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,6,8,22,12,17,0,0,0,14
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,34,45,107,93,25,0,0,0,20
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,15,20,55,46,13,0,0,0,12
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,31,41,1,0,0,0,0,73,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,26,34,0,0,0,0,0,60,0
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,30,40,1,0,0,0,0,70,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,11,15,0,0,0,0,0,26,0
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,34,45,1,0,0,0,0,80,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,16,22,1,1,0,0,0,38,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,23,29,1,1,0,0,0,50,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,28,37,1,1,0,0,0,64,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,19,25,1,1,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,11,15,1,0,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,9,12,30,23,13,0,0,0,10
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,4,6,11,10,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,21,28,66,58,13,0,0,0,11
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,10,12,33,33,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,20,27,0,0,0,0,0,48,0
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,16,23,0,0,0,0,0,41,0
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Nembe,South South,Bayelsa,Nembe,,,0,17,23,0,0,0,0,0,42,0
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,7,9,0,0,0,0,0,16,0
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,22,26,0,0,0,0,0,46,0
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Brass,South South,Bayelsa,Brass,,,0,11,15,1,0,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,14,18,1,1,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Nembe,South South,Bayelsa,Nembe,,,0,17,24,1,1,0,0,0,41,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,12,18,1,1,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,6,10,1,0,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Brass,South South,Bayelsa,Brass,,,0,6,9,22,21,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,2,2,11,10,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ogbia,South South,Bayelsa,Ogbia,,,0,13,17,55,54,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,0,7,9,33,33,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Brass,South South,Bayelsa,Brass,,,0,11,15,0,0,0,0,0,27,0
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,0,10,12,0,0,0,0,0,22,0
