session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Esan Central,South South,Edo,Esan Central,,,0,62,87,11,9,0,0,0,58,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Etsako West,South South,Edo,Etsako West,,,0,35,48,5,4,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Oredo,South South,Edo,Oredo,,,0,105,142,18,16,0,0,0,94,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Owan East,South South,Edo,Owan East,,,0,101,132,16,14,0,0,0,88,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Esan Central,South South,Edo,Esan Central,,,0,30,42,28,25,3,0,0,15,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Etsako West,South South,Edo,Etsako West,,,0,52,68,44,41,3,0,0,25,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Oredo,South South,Edo,Oredo,,,0,73,104,70,69,0,0,0,36,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Owan East,South South,Edo,Owan East,,,0,37,53,35,30,3,0,0,19,3
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Esan Central,South South,Edo,Esan Central,,,0,69,93,217,216,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Etsako West,South South,Edo,Etsako West,,,0,69,95,238,168,38,0,0,0,40
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Oredo,South South,Edo,Oredo,,,0,139,188,416,376,20,0,0,0,23
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Owan East,South South,Edo,Owan East,,,0,33,41,77,76,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Esan Central,South South,Edo,Esan Central,,,0,37,50,5,4,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Etsako West,South South,Edo,Etsako West,,,0,22,31,5,4,0,0,0,20,1
