session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Daura,North West,Katsina,Daura,,,0,119,163,69,60,12,0,0,62,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Dutsinma,North West,Katsina,Dutsinma,,,0,108,143,57,55,0,0,0,56,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Funtua,North West,Katsina,Funtua,,,0,141,189,75,71,12,0,0,74,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Katsina,North West,Katsina,Katsina,,,0,96,129,53,50,0,0,0,50,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Mashi,North West,Katsina,Mashi,,,0,46,62,23,21,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Daura,North West,Katsina,Daura,,,0,32,41,14,11,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Dutsinma,North West,Katsina,Dutsinma,,,0,87,111,50,39,12,0,0,41,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Funtua,North West,Katsina,Funtua,,,0,90,115,50,39,12,0,0,43,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Katsina,North West,Katsina,Katsina,,,0,153,204,87,76,12,0,0,77,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Mashi,North West,Katsina,Mashi,,,0,79,115,57,46,12,0,0,40,5
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Daura,North West,Katsina,Daura,,,0,115,152,176,167,12,0,0,9,4
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Dutsinma,North West,Katsina,Dutsinma,,,0,71,99,96,94,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Funtua,North West,Katsina,Funtua,,,0,46,62,57,55,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Katsina,North West,Katsina,Katsina,,,0,18,21,18,16,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Mashi,North West,Katsina,Mashi,,,0,173,237,233,186,74,0,0,32,21
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Daura,North West,Katsina,Daura,,,0,74,101,46,44,0,0,0,37,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Dutsinma,North West,Katsina,Dutsinma,,,0,73,94,50,48,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Funtua,North West,Katsina,Funtua,,,0,84,115,43,41,0,0,0,46,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Katsina,North West,Katsina,Katsina,,,0,61,92,37,34,0,0,0,36,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Mashi,North West,Katsina,Mashi,,,0,27,37,16,14,0,0,0,14,1
