session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,107,142,25,22,3,0,0,187,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Okigwe,South East,Imo,Okigwe,,,0,63,84,15,14,3,0,0,111,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Orlu,South East,Imo,Orlu,,,0,50,73,13,12,0,0,0,97,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Owerri North,South East,Imo,Owerri North,,,0,38,50,8,5,3,0,0,66,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Owerri West,South East,Imo,Owerri West,,,0,84,119,19,16,3,0,0,159,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,58,76,13,12,3,0,0,101,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Okigwe,South East,Imo,Okigwe,,,0,98,136,21,20,0,0,0,184,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Orlu,South East,Imo,Orlu,,,0,107,145,19,19,0,0,0,199,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Owerri North,South East,Imo,Owerri North,,,0,96,132,19,19,0,0,0,179,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Owerri West,South East,Imo,Owerri West,,,0,16,20,2,1,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,15,20,20,19,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Okigwe,South East,Imo,Okigwe,,,0,55,76,114,98,13,0,0,0,19
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Orlu,South East,Imo,Orlu,,,0,66,93,158,158,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Owerri North,South East,Imo,Owerri North,,,0,70,96,178,160,16,0,0,0,23
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Owerri West,South East,Imo,Owerri West,,,0,121,167,292,288,5,0,0,0,6
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,70,100,17,15,3,0,0,134,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Okigwe,South East,Imo,Okigwe,,,0,40,52,9,8,0,0,0,69,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Orlu,South East,Imo,Orlu,,,0,32,42,7,6,0,0,0,56,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Owerri North,South East,Imo,Owerri North,,,0,22,28,5,4,0,0,0,37,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Owerri West,South East,Imo,Owerri West,,,0,55,78,13,12,0,0,0,105,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,37,45,10,9,0,0,0,57,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Okigwe,South East,Imo,Okigwe,,,0,66,84,18,14,3,0,0,108,4
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Orlu,South East,Imo,Orlu,,,0,65,89,16,13,3,0,0,117,4
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Owerri North,South East,Imo,Owerri North,,,0,62,89,13,12,0,0,0,121,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Owerri West,South East,Imo,Owerri West,,,0,10,11,3,2,0,0,1,14,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,10,11,20,19,0,0,1,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Okigwe,South East,Imo,Okigwe,,,0,34,50,69,68,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Orlu,South East,Imo,Orlu,,,0,43,65,134,98,31,0,0,0,43
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Owerri North,South East,Imo,Owerri North,,,0,44,56,104,82,21,0,0,0,27
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Owerri West,South East,Imo,Owerri West,,,0,82,119,203,203,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,49,61,12,11,0,0,0,80,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Okigwe,South East,Imo,Okigwe,,,0,27,37,7,6,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Orlu,South East,Imo,Orlu,,,0,20,25,7,6,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Owerri North,South East,Imo,Owerri North,,,0,16,20,5,4,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Owerri West,South East,Imo,Owerri West,,,0,34,42,9,8,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,24,31,10,9,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Okigwe,South East,Imo,Okigwe,,,0,40,56,12,11,0,0,0,72,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Orlu,South East,Imo,Orlu,,,0,46,61,11,10,0,0,0,81,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Owerri North,South East,Imo,Owerri North,,,0,41,53,13,12,0,0,0,66,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Owerri West,South East,Imo,Owerri West,,,0,6,8,3,2,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,5,6,20,19,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Okigwe,South East,Imo,Okigwe,,,0,24,33,69,67,3,0,0,0,3
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Orlu,South East,Imo,Orlu,,,0,28,40,74,73,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Owerri North,South East,Imo,Owerri North,,,0,30,33,84,82,3,0,2,0,3
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Owerri West,South East,Imo,Owerri West,,,0,50,67,158,158,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Aboh Mbaise,South East,Imo,Aboh Mbaise,,,0,25,31,3,2,3,0,0,43,2
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Okigwe,South East,Imo,Okigwe,,,0,13,14,3,0,3,0,3,18,3
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Orlu,South East,Imo,Orlu,,,0,12,17,7,0,5,0,0,18,8
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Owerri North,South East,Imo,Owerri North,,,0,8,11,0,0,0,0,0,17,0
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Owerri West,South East,Imo,Owerri West,,,0,18,22,4,2,3,0,0,29,3
