session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,12,16,2,0,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,31,41,7,5,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,21,27,5,4,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,20,24,5,4,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,19,24,5,4,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,32,47,24,23,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,63,84,42,37,4,0,0,38,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,12,16,5,4,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,36,47,23,21,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,13,18,9,5,4,0,0,8,2
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,68,93,120,114,4,0,0,0,4
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,22,30,40,39,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,77,101,138,126,8,0,0,0,7
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,49,66,98,96,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,79,111,171,161,8,0,0,0,6
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,7,11,2,0,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,19,26,5,4,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,14,19,3,2,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,13,18,3,2,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,12,14,2,0,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,20,27,14,12,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,37,51,31,21,8,0,0,20,6
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,8,11,5,4,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,24,31,16,14,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,0,8,11,5,4,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,43,57,98,65,21,0,0,0,19
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,14,18,21,19,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,0,49,68,87,79,4,0,0,0,5
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ezza North,South East,Ebonyi,Ezza North,,,0,32,42,68,65,4,0,0,0,2
