session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,39,52,9,7,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Bauchi,North East,Bauchi,Bauchi,,,0,146,198,41,38,14,0,0,125,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Bogoro,North East,Bauchi,Bogoro,,,0,57,74,14,12,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Darazo,North East,Bauchi,Darazo,,,0,80,107,19,17,0,0,0,70,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Dass,North East,Bauchi,Dass,,,0,59,77,14,9,14,0,0,50,3
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Gamawa,North East,Bauchi,Gamawa,,,0,46,61,14,12,0,0,0,38,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Toro,North East,Bauchi,Toro,,,0,97,133,22,21,0,0,0,87,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Warji,North East,Bauchi,Warji,,,0,14,16,5,3,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Zaki,North East,Bauchi,Zaki,,,0,109,146,27,24,14,0,0,94,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,36,52,15,10,14,0,0,30,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Bauchi,North East,Bauchi,Bauchi,,,0,85,115,57,33,55,0,0,54,14
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Damban,North East,Bauchi,Damban,,,0,40,57,24,17,14,0,0,29,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Darazo,North East,Bauchi,Darazo,,,0,34,46,15,14,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Dass,North East,Bauchi,Dass,,,0,16,23,9,7,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,0,19,27,9,7,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Toro,North East,Bauchi,Toro,,,0,43,57,15,14,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Warji,North East,Bauchi,Warji,,,0,36,46,15,14,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,73,104,74,60,27,0,0,35,8
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Bauchi,North East,Bauchi,Bauchi,,,0,72,104,58,57,0,0,0,44,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Bogoro,North East,Bauchi,Bogoro,,,0,34,52,29,28,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Damban,North East,Bauchi,Damban,,,0,36,52,45,31,27,0,0,13,8
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Darazo,North East,Bauchi,Darazo,,,0,19,27,14,12,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Gamawa,North East,Bauchi,Gamawa,,,0,43,61,29,28,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,0,101,137,87,76,27,0,0,52,7
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Toro,North East,Bauchi,Toro,,,0,81,111,70,69,0,0,0,43,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Warji,North East,Bauchi,Warji,,,0,19,27,14,12,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Zaki,North East,Bauchi,Zaki,,,0,17,27,14,12,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,26,35,5,3,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Bauchi,North East,Bauchi,Bauchi,,,0,80,111,27,22,14,0,0,68,3
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Bogoro,North East,Bauchi,Bogoro,,,0,50,68,19,17,0,0,0,40,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Darazo,North East,Bauchi,Darazo,,,0,50,64,14,12,0,0,0,40,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Dass,North East,Bauchi,Dass,,,0,36,48,9,7,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Gamawa,North East,Bauchi,Gamawa,,,0,32,38,9,7,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Toro,North East,Bauchi,Toro,,,0,59,76,14,12,0,0,0,49,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Warji,North East,Bauchi,Warji,,,0,9,12,5,3,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Zaki,North East,Bauchi,Zaki,,,0,66,92,19,17,0,0,0,58,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,23,35,9,7,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Bauchi,North East,Bauchi,Bauchi,,,0,54,77,24,22,0,0,0,44,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Damban,North East,Bauchi,Damban,,,0,24,37,15,14,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Darazo,North East,Bauchi,Darazo,,,0,23,31,9,7,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Dass,North East,Bauchi,Dass,,,0,9,12,9,7,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,0,11,16,9,7,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Toro,North East,Bauchi,Toro,,,0,26,33,15,14,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Warji,North East,Bauchi,Warji,,,0,23,29,15,14,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,47,65,43,41,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Bauchi,North East,Bauchi,Bauchi,,,0,48,64,43,41,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Bogoro,North East,Bauchi,Bogoro,,,0,23,31,14,12,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Damban,North East,Bauchi,Damban,,,0,24,35,29,28,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Darazo,North East,Bauchi,Darazo,,,0,11,12,14,12,0,0,1,1,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Gamawa,North East,Bauchi,Gamawa,,,0,30,38,29,28,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,0,69,90,57,43,27,0,0,35,8
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Toro,North East,Bauchi,Toro,,,0,48,65,43,41,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Warji,North East,Bauchi,Warji,,,0,14,16,14,12,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Zaki,North East,Bauchi,Zaki,,,0,10,12,14,12,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,16,23,5,3,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Bauchi,North East,Bauchi,Bauchi,,,0,52,76,14,12,0,0,0,49,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Bogoro,North East,Bauchi,Bogoro,,,0,35,41,5,3,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Darazo,North East,Bauchi,Darazo,,,0,35,45,9,7,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Dass,North East,Bauchi,Dass,,,0,23,29,9,5,14,0,0,17,2
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Gamawa,North East,Bauchi,Gamawa,,,0,17,21,5,3,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Toro,North East,Bauchi,Toro,,,0,36,49,9,5,14,0,0,32,2
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Warji,North East,Bauchi,Warji,,,0,5,8,5,3,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Zaki,North East,Bauchi,Zaki,,,0,44,56,14,12,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,14,16,9,7,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Bauchi,North East,Bauchi,Bauchi,,,0,36,45,24,22,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Damban,North East,Bauchi,Damban,,,0,16,21,9,7,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Darazo,North East,Bauchi,Darazo,,,0,11,16,9,7,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Dass,North East,Bauchi,Dass,,,0,7,8,9,7,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,0,7,8,9,7,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Toro,North East,Bauchi,Toro,,,0,19,25,0,0,0,0,0,19,0
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Warji,North East,Bauchi,Warji,,,0,17,21,9,7,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,32,37,29,28,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Bauchi,North East,Bauchi,Bauchi,,,0,30,37,29,28,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Bogoro,North East,Bauchi,Bogoro,,,0,16,23,14,12,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Damban,North East,Bauchi,Damban,,,0,14,23,14,12,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Darazo,North East,Bauchi,Darazo,,,0,7,8,14,12,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Gamawa,North East,Bauchi,Gamawa,,,0,17,21,29,14,41,0,0,0,9
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ganjuwa,North East,Bauchi,Ganjuwa,,,0,43,49,29,14,41,0,1,20,9
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Toro,North East,Bauchi,Toro,,,0,34,45,43,41,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Warji,North East,Bauchi,Warji,,,0,7,8,14,12,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Zaki,North East,Bauchi,Zaki,,,0,9,12,0,0,0,0,0,9,0
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Alkaleri,North East,Bauchi,Alkaleri,,,0,9,12,5,0,14,0,0,6,3
