session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,56,76,20,15,11,0,0,36,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,92,118,30,28,0,0,0,56,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,56,72,15,13,0,0,0,36,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,10,13,4,2,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,110,149,37,35,0,0,0,72,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,117,154,56,54,0,0,0,66,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,19,27,13,9,11,0,0,10,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,13,18,9,7,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,81,107,39,35,11,0,0,46,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,26,37,15,13,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,16,20,33,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Bida,North Central,Niger,Bida,,,0,53,71,147,122,33,0,0,0,12
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,99,134,197,196,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Kontagora,North Central,Niger,Kontagora,,,0,58,79,115,109,11,0,0,0,3
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Suleja,North Central,Niger,Suleja,,,0,37,45,82,54,44,0,0,0,13
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Agaie,North Central,Niger,Agaie,,,0,36,49,9,7,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Bida,North Central,Niger,Bida,,,0,56,76,17,15,0,0,0,37,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,37,50,9,7,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Kontagora,North Central,Niger,Kontagora,,,0,7,8,2,0,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Suleja,North Central,Niger,Suleja,,,0,71,96,22,20,0,0,0,47,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Agaie,North Central,Niger,Agaie,,,0,75,99,35,33,0,0,0,43,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Bida,North Central,Niger,Bida,,,0,13,15,9,7,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Chanchaga,North Central,Niger,Chanchaga,,,0,10,12,9,4,11,0,0,3,2
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Kontagora,North Central,Niger,Kontagora,,,0,53,69,28,26,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Suleja,North Central,Niger,Suleja,,,0,16,24,11,9,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Agaie,North Central,Niger,Agaie,,,0,10,12,15,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Bida,North Central,Niger,Bida,,,0,33,44,78,72,11,0,0,0,3
