session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Edu,North Central,Kwara,Edu,,,0,65,90,35,28,7,0,0,103,9
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ekiti,North Central,Kwara,Ekiti,,,0,56,79,35,35,0,0,0,85,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,13,18,6,6,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Offa,North Central,Kwara,Offa,,,0,39,53,20,19,2,0,0,61,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Edu,North Central,Kwara,Edu,,,0,19,26,6,4,2,0,0,36,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ekiti,North Central,Kwara,Ekiti,,,0,58,80,20,19,0,0,0,107,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,0,80,104,27,26,0,0,0,136,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,89,123,31,28,2,0,0,163,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Offa,North Central,Kwara,Offa,,,0,15,23,6,6,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Edu,North Central,Kwara,Edu,,,0,43,58,112,92,17,0,0,0,25
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ekiti,North Central,Kwara,Ekiti,,,0,16,21,39,39,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,0,59,82,146,137,7,0,0,0,11
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,21,30,48,47,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Offa,North Central,Kwara,Offa,,,0,74,100,146,134,10,0,0,0,15
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Edu,North Central,Kwara,Edu,,,0,41,54,20,17,2,0,0,63,4
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ekiti,North Central,Kwara,Ekiti,,,0,38,51,20,20,0,0,0,58,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,8,11,2,2,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,lga,Offa,North Central,Kwara,Offa,,,0,23,34,15,13,2,0,0,36,3
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Edu,North Central,Kwara,Edu,,,0,13,16,4,3,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ekiti,North Central,Kwara,Ekiti,,,0,34,48,14,12,2,0,0,60,3
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,0,51,67,17,17,0,0,0,88,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,55,73,19,18,0,0,0,96,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,lga,Offa,North Central,Kwara,Offa,,,0,9,13,4,3,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Edu,North Central,Kwara,Edu,,,0,26,39,65,64,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ekiti,North Central,Kwara,Ekiti,,,0,10,13,28,28,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,0,37,53,87,86,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,13,17,34,33,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,University,lga,Offa,North Central,Kwara,Offa,,,0,47,63,95,77,15,0,0,0,23
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Edu,North Central,Kwara,Edu,,,0,28,34,14,13,0,0,0,38,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Ekiti,North Central,Kwara,Ekiti,,,0,23,31,14,13,0,0,0,33,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,6,9,2,2,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,3-5-year,College of Education,lga,Offa,North Central,Kwara,Offa,,,0,17,23,12,11,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Edu,North Central,Kwara,Edu,,,0,8,10,4,3,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ekiti,North Central,Kwara,Ekiti,,,0,21,27,10,9,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ilorin East,North Central,Kwara,Ilorin East,,,0,30,41,11,10,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,35,44,17,17,0,0,0,51,1
2022/2023,Female,ALL,NABTEB,3-5-year,Polytechnic,lga,Offa,North Central,Kwara,Offa,,,0,7,9,4,3,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Edu,North Central,Kwara,Edu,,,0,18,26,53,47,5,0,0,0,8
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ekiti,North Central,Kwara,Ekiti,,,0,7,9,28,28,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ilorin East,North Central,Kwara,Ilorin East,,,0,26,37,59,58,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,9,12,34,33,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,3-5-year,University,lga,Offa,North Central,Kwara,Offa,,,0,29,35,67,66,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Edu,North Central,Kwara,Edu,,,0,15,20,3,2,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Ekiti,North Central,Kwara,Ekiti,,,0,14,19,8,3,5,0,0,21,6
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Ilorin West,North Central,Kwara,Ilorin West,,,0,3,4,2,0,2,0,0,3,3
2022/2023,Female,ALL,NABTEB,5+-year,College of Education,lga,Offa,North Central,Kwara,Offa,,,0,9,13,6,4,2,0,0,14,3
