session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Oshimili North,South South,Delta,Oshimili North,,,0,57,76,99,86,3,0,0,0,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Oshimili South,South South,Delta,Oshimili South,,,0,9,10,20,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Uvwie,South South,Delta,Uvwie,,,0,88,122,171,145,3,0,0,0,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Warri North,South South,Delta,Warri North,,,0,13,20,20,13,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,lga,Warri South,South South,Delta,Warri South,,,0,26,36,66,59,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Oshimili North,South South,Delta,Oshimili North,,,0,35,51,99,92,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Oshimili South,South South,Delta,Oshimili South,,,0,105,143,237,231,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Uvwie,South South,Delta,Uvwie,,,0,44,61,132,119,3,0,0,0,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Warri North,South South,Delta,Warri North,,,0,74,102,210,172,6,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,lga,Warri South,South South,Delta,Warri South,,,0,22,31,46,40,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Oshimili North,South South,Delta,Oshimili North,,,0,31,46,849,773,10,0,0,0,12
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Oshimili South,South South,Delta,Oshimili South,,,0,26,36,724,720,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Uvwie,South South,Delta,Uvwie,,,0,9,10,283,277,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Warri North,South South,Delta,Warri North,,,0,39,51,881,878,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,lga,Warri South,South South,Delta,Warri South,,,0,83,112,2335,2014,44,0,0,0,50
