session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Qualified,Qualified,zone,North Central,North Central,,,,,50108,1179,42.5
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Qualified,Qualified,zone,North East,North East,,,,,52582,1021,51.5
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Qualified,Qualified,zone,North West,North West,,,,,64335,1174,54.8
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Qualified,Qualified,zone,South East,South East,,,,,53274,1366,39.0
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Qualified,Qualified,zone,South South,South South,,,,,16275,465,35.0
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Qualified,Qualified,zone,South West,South West,,,,,192570,5502,35.0
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Unqualified,Unqualified,zone,North Central,North Central,,,,,21901,472,46.4
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Unqualified,Unqualified,zone,North East,North East,,,,,17050,314,54.3
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Unqualified,Unqualified,zone,North West,North West,,,,,21697,369,58.8
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Unqualified,Unqualified,zone,South East,South East,,,,,17893,423,42.3
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Unqualified,Unqualified,zone,South South,South South,,,,,6045,155,39.0
2024/2025,Female,ALL,Private,Adult & Non-Formal Education,,Unqualified,Unqualified,zone,South West,South West,,,,,54237,1515,35.8
2024/2025,Female,ALL,Private,JSS,,Qualified,Qualified,zone,North Central,North Central,,,,,283294,5469,51.8
2024/2025,Female,ALL,Private,JSS,,Qualified,Qualified,zone,North East,North East,,,,,269568,4680,57.6
