session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Brass,South South,Bayelsa,Brass,,,928,656,648,215,227,199,70.6897,33.179,105.5814,87.6652
2019/2020,Female,all,NABTEB,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,895,632,621,205,229,203,70.6145,33.0113,111.7073,88.6463
2019/2020,Female,all,NABTEB,lga,Nembe,South South,Bayelsa,Nembe,,,918,650,626,207,244,218,70.8061,33.0671,117.8744,89.3443
2019/2020,Female,all,NABTEB,lga,Ogbia,South South,Bayelsa,Ogbia,,,888,627,599,197,210,195,70.6081,32.8881,106.599,92.8571
2019/2020,Female,all,NABTEB,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,924,653,625,207,223,200,70.671,33.12,107.7295,89.6861
2019/2020,Female,all,NECO,lga,Brass,South South,Bayelsa,Brass,,,1773,1137,1219,397,403,364,64.1286,32.5677,101.5113,90.3226
2019/2020,Female,all,NECO,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,1682,1077,1153,378,387,360,64.0309,32.784,102.381,93.0233
2019/2020,Female,all,NECO,lga,Nembe,South South,Bayelsa,Nembe,,,1652,1059,1145,377,361,324,64.1041,32.9258,95.756,89.7507
2019/2020,Female,all,NECO,lga,Ogbia,South South,Bayelsa,Ogbia,,,1628,1040,1109,366,378,352,63.8821,33.0027,103.2787,93.1217
2019/2020,Female,all,NECO,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,1772,1136,1202,393,396,360,64.1084,32.6955,100.7634,90.9091
2019/2020,Female,all,WAEC,lga,Brass,South South,Bayelsa,Brass,,,2237,1553,1526,502,588,526,69.4233,32.8965,117.1315,89.4558
2019/2020,Female,all,WAEC,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,2164,1503,1490,491,552,487,69.4547,32.953,112.4236,88.2246
2019/2020,Female,all,WAEC,lga,Nembe,South South,Bayelsa,Nembe,,,2134,1485,1447,474,541,492,69.5876,32.7574,114.135,90.9427
2019/2020,Female,all,WAEC,lga,Ogbia,South South,Bayelsa,Ogbia,,,2065,1437,1426,466,534,486,69.5884,32.6788,114.5923,91.0112
2019/2020,Female,all,WAEC,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,2304,1601,1581,519,566,512,69.4878,32.8273,109.0559,90.4594
2019/2020,Female,disabled,NABTEB,lga,Brass,South South,Bayelsa,Brass,,,114,78,76,26,40,40,68.4211,34.2105,153.8462,100.0
2019/2020,Female,disabled,NABTEB,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,108,72,71,24,45,45,66.6667,33.8028,187.5,100.0
2019/2020,Female,disabled,NABTEB,lga,Nembe,South South,Bayelsa,Nembe,,,119,82,78,27,55,55,68.9076,34.6154,203.7037,100.0
2019/2020,Female,disabled,NABTEB,lga,Ogbia,South South,Bayelsa,Ogbia,,,111,75,71,24,40,40,67.5676,33.8028,166.6667,100.0
2019/2020,Female,disabled,NABTEB,lga,Yenagoa,South South,Bayelsa,Yenagoa,,,116,79,76,26,45,45,68.1034,34.2105,173.0769,100.0
2019/2020,Female,disabled,NECO,lga,Brass,South South,Bayelsa,Brass,,,195,128,122,38,44,44,65.641,31.1475,115.7895,100.0
