session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Bonny,South South,Rivers,Bonny,,,1301,920,696,253,234,204,70.7148,36.3506,92.4901,87.1795
2019/2020,Female,all,NABTEB,lga,Eleme,South South,Rivers,Eleme,,,1334,943,754,271,252,230,70.6897,35.9416,92.9889,91.2698
2019/2020,Female,all,NABTEB,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,1420,1001,760,281,232,216,70.493,36.9737,82.5623,93.1034
2019/2020,Female,all,NABTEB,lga,Okrika,South South,Rivers,Okrika,,,1122,794,613,225,218,199,70.7665,36.7047,96.8889,91.2844
2019/2020,Female,all,NABTEB,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,1353,955,752,277,245,214,70.5839,36.8351,88.4477,87.3469
2019/2020,Female,all,NECO,lga,Bonny,South South,Rivers,Bonny,,,2454,1560,1333,479,507,469,63.5697,35.934,105.8455,92.5049
2019/2020,Female,all,NECO,lga,Eleme,South South,Rivers,Eleme,,,2418,1538,1346,486,513,467,63.6063,36.107,105.5556,91.0331
2019/2020,Female,all,NECO,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,2727,1734,1455,526,504,468,63.5864,36.1512,95.8175,92.8571
2019/2020,Female,all,NECO,lga,Okrika,South South,Rivers,Okrika,,,2102,1338,1174,422,442,411,63.6537,35.9455,104.7393,92.9864
2019/2020,Female,all,NECO,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,2500,1588,1371,494,521,482,63.52,36.0321,105.4656,92.5144
2019/2020,Female,all,WAEC,lga,Bonny,South South,Rivers,Bonny,,,3058,2116,1644,594,546,497,69.1956,36.1314,91.9192,91.0256
2019/2020,Female,all,WAEC,lga,Eleme,South South,Rivers,Eleme,,,3193,2210,1785,645,608,561,69.2139,36.1345,94.2636,92.2697
2019/2020,Female,all,WAEC,lga,Obio-Akpor,South South,Rivers,Obio-Akpor,,,3383,2343,1834,662,582,534,69.2581,36.096,87.9154,91.7526
2019/2020,Female,all,WAEC,lga,Okrika,South South,Rivers,Okrika,,,2737,1893,1482,536,496,448,69.1633,36.1673,92.5373,90.3226
2019/2020,Female,all,WAEC,lga,Port Harcourt,South South,Rivers,Port Harcourt,,,3268,2261,1816,656,596,560,69.186,36.1233,90.8537,93.9597
2019/2020,Female,disabled,NABTEB,lga,Bonny,South South,Rivers,Bonny,,,174,124,83,31,48,48,71.2644,37.3494,154.8387,100.0
