session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,1285,890,764,252,281,254,69.2607,32.9843,111.5079,90.3915
2019/2020,Female,all,NABTEB,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,1299,897,767,253,293,264,69.0531,32.9857,115.8103,90.1024
2019/2020,Female,all,NABTEB,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,1167,808,693,228,266,257,69.2374,32.9004,116.6667,96.6165
2019/2020,Female,all,NABTEB,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,1127,777,669,217,255,238,68.9441,32.4365,117.5115,93.3333
2019/2020,Female,all,NABTEB,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,1233,849,706,231,248,222,68.8564,32.7195,107.3593,89.5161
2019/2020,Female,all,NECO,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,2336,1456,1383,464,464,404,62.3288,33.5503,100.0,87.069
2019/2020,Female,all,NECO,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,2440,1519,1441,483,494,440,62.2541,33.5184,102.2774,89.0688
2019/2020,Female,all,NECO,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,2115,1318,1228,411,410,357,62.3168,33.4691,99.7567,87.0732
2019/2020,Female,all,NECO,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,2194,1367,1313,441,468,404,62.3063,33.5872,106.1224,86.3248
2019/2020,Female,all,NECO,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,2334,1454,1360,459,434,382,62.2965,33.75,94.5534,88.0184
2019/2020,Female,all,WAEC,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,2954,2006,1733,582,635,589,67.9079,33.5834,109.1065,92.7559
2019/2020,Female,all,WAEC,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,3183,2165,1889,631,702,640,68.0176,33.4039,111.252,91.1681
2019/2020,Female,all,WAEC,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,2773,1882,1626,545,610,561,67.8687,33.5178,111.9266,91.9672
2019/2020,Female,all,WAEC,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,2786,1892,1637,547,594,557,67.911,33.4148,108.5923,93.771
2019/2020,Female,all,WAEC,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,2939,1997,1734,584,590,545,67.9483,33.6794,101.0274,92.3729
2019/2020,Female,disabled,NABTEB,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,174,120,87,26,49,56,68.9655,29.8851,188.4615,114.2857
2019/2020,Female,disabled,NABTEB,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,159,109,82,25,42,49,68.5535,30.4878,168.0,116.6667
2019/2020,Female,disabled,NABTEB,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,165,113,90,27,48,56,68.4848,30.0,177.7778,116.6667
2019/2020,Female,disabled,NABTEB,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,162,109,93,27,42,49,67.284,29.0323,155.5556,116.6667
2019/2020,Female,disabled,NABTEB,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,155,104,85,25,36,42,67.0968,29.4118,144.0,116.6667
2019/2020,Female,disabled,NECO,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,253,159,131,44,60,60,62.8458,33.5878,136.3636,100.0
2019/2020,Female,disabled,NECO,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,253,157,144,48,50,50,62.0553,33.3333,104.1667,100.0
2019/2020,Female,disabled,NECO,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,225,141,126,42,50,50,62.6667,33.3333,119.0476,100.0
2019/2020,Female,disabled,NECO,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,255,158,142,48,55,55,61.9608,33.8028,114.5833,100.0
2019/2020,Female,disabled,NECO,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,247,152,135,45,45,45,61.5385,33.3333,100.0,100.0
2019/2020,Female,disabled,WAEC,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,320,220,179,59,62,70,68.75,32.9609,105.0847,112.9032
2019/2020,Female,disabled,WAEC,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,327,225,182,59,57,60,68.8073,32.4176,96.6102,105.2632
2019/2020,Female,disabled,WAEC,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,292,199,158,53,56,60,68.1507,33.5443,105.6604,107.1429
2019/2020,Female,disabled,WAEC,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,329,226,185,62,58,65,68.693,33.5135,93.5484,112.069
2019/2020,Female,disabled,WAEC,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,312,214,166,55,40,50,68.5897,33.1325,72.7273,125.0
2019/2020,Male,all,NABTEB,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,1300,896,798,261,316,285,68.9231,32.7068,121.0728,90.1899
2019/2020,Male,all,NABTEB,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,1373,945,870,287,324,296,68.8274,32.9885,112.892,91.358
2019/2020,Male,all,NABTEB,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,1141,786,721,237,268,255,68.8869,32.871,113.0802,95.1493
2019/2020,Male,all,NABTEB,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,1236,849,785,257,268,244,68.6893,32.7389,104.2802,91.0448
2019/2020,Male,all,NABTEB,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,1272,875,780,256,300,277,68.7893,32.8205,117.1875,92.3333
2019/2020,Male,all,NECO,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,2424,1513,1476,497,492,434,62.4175,33.6721,98.994,88.2114
2019/2020,Male,all,NECO,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,2504,1559,1572,529,545,475,62.2604,33.6514,103.0246,87.156
2019/2020,Male,all,NECO,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,2134,1331,1364,458,457,400,62.3711,33.5777,99.7817,87.5274
2019/2020,Male,all,NECO,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,2383,1485,1505,505,523,453,62.3164,33.5548,103.5644,86.6157
2019/2020,Male,all,NECO,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,2367,1476,1470,495,477,421,62.3574,33.6735,96.3636,88.26
2019/2020,Male,all,WAEC,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,3049,2067,1904,639,682,645,67.7927,33.5609,106.7293,94.5748
2019/2020,Male,all,WAEC,lga,Bwari,North Central,Federal Capital Territory,Bwari,,,3233,2192,2023,676,744,684,67.8008,33.4157,110.0592,91.9355
2019/2020,Male,all,WAEC,lga,Gwagwalada,North Central,Federal Capital Territory,Gwagwalada,,,2816,1910,1761,592,671,616,67.8267,33.6173,113.3446,91.8033
2019/2020,Male,all,WAEC,lga,Kuje,North Central,Federal Capital Territory,Kuje,,,3019,2048,1895,633,692,641,67.837,33.4037,109.3207,92.6301
2019/2020,Male,all,WAEC,lga,Kwali,North Central,Federal Capital Territory,Kwali,,,3023,2049,1885,630,651,591,67.7804,33.4218,103.3333,90.7834
2019/2020,Male,disabled,NABTEB,lga,Abuja Municipal Area Council,North Central,Federal Capital Territory,Abuja Municipal Area Council,,,174,117,103,31,48,48,67.2414,30.0971,154.8387,100.0
