session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Biu,North East,Borno,Biu,,,1182,781,656,227,252,220,66.0745,34.6037,111.0132,87.3016
2019/2020,Female,all,NABTEB,lga,Chibok,North East,Borno,Chibok,,,1029,679,550,193,187,175,65.9864,35.0909,96.8912,93.5829
2019/2020,Female,all,NABTEB,lga,Gwoza,North East,Borno,Gwoza,,,1178,778,650,224,233,218,66.0441,34.4615,104.0179,93.5622
2019/2020,Female,all,NABTEB,lga,Jere,North East,Borno,Jere,,,1019,671,563,195,227,212,65.8489,34.6359,116.4103,93.3921
2019/2020,Female,all,NABTEB,lga,Maiduguri,North East,Borno,Maiduguri,,,1097,729,598,209,227,205,66.454,34.9498,108.6124,90.3084
2019/2020,Female,all,NECO,lga,Biu,North East,Borno,Biu,,,2272,1357,1272,438,442,409,59.7271,34.434,100.9132,92.5339
2019/2020,Female,all,NECO,lga,Chibok,North East,Borno,Chibok,,,1951,1167,1055,364,348,315,59.8155,34.5024,95.6044,90.5172
2019/2020,Female,all,NECO,lga,Gwoza,North East,Borno,Gwoza,,,2208,1319,1174,403,383,341,59.7373,34.3271,95.0372,89.0339
2019/2020,Female,all,NECO,lga,Jere,North East,Borno,Jere,,,1847,1103,1032,353,358,333,59.7185,34.2054,101.4164,93.0168
2019/2020,Female,all,NECO,lga,Maiduguri,North East,Borno,Maiduguri,,,2007,1201,1104,381,372,342,59.8406,34.5109,97.6378,91.9355
2019/2020,Female,all,WAEC,lga,Biu,North East,Borno,Biu,,,2936,1910,1630,566,615,541,65.0545,34.7239,108.6572,87.9675
2019/2020,Female,all,WAEC,lga,Chibok,North East,Borno,Chibok,,,2404,1561,1303,454,461,399,64.9334,34.8427,101.5419,86.551
2019/2020,Female,all,WAEC,lga,Gwoza,North East,Borno,Gwoza,,,2900,1883,1570,546,533,455,64.931,34.7771,97.619,85.3659
2019/2020,Female,all,WAEC,lga,Jere,North East,Borno,Jere,,,2443,1586,1355,471,518,465,64.9202,34.7601,109.9788,89.7683
2019/2020,Female,all,WAEC,lga,Maiduguri,North East,Borno,Maiduguri,,,2499,1623,1366,474,497,437,64.946,34.6999,104.8523,87.9276
2019/2020,Female,disabled,NABTEB,lga,Biu,North East,Borno,Biu,,,149,98,78,28,24,28,65.7718,35.8974,85.7143,116.6667
2019/2020,Female,disabled,NABTEB,lga,Chibok,North East,Borno,Chibok,,,134,86,66,24,6,7,64.1791,36.3636,25.0,116.6667
2019/2020,Female,disabled,NABTEB,lga,Gwoza,North East,Borno,Gwoza,,,149,98,74,27,12,14,65.7718,36.4865,44.4444,116.6667
2019/2020,Female,disabled,NABTEB,lga,Jere,North East,Borno,Jere,,,138,90,74,25,24,28,65.2174,33.7838,96.0,116.6667
2019/2020,Female,disabled,NABTEB,lga,Maiduguri,North East,Borno,Maiduguri,,,152,102,78,29,24,28,67.1053,37.1795,82.7586,116.6667
2019/2020,Female,disabled,NECO,lga,Biu,North East,Borno,Biu,,,264,159,132,44,36,45,60.2273,33.3333,81.8182,125.0
2019/2020,Female,disabled,NECO,lga,Chibok,North East,Borno,Chibok,,,210,127,102,33,32,40,60.4762,32.3529,96.9697,125.0
2019/2020,Female,disabled,NECO,lga,Gwoza,North East,Borno,Gwoza,,,244,147,121,39,32,40,60.2459,32.2314,82.0513,125.0
2019/2020,Female,disabled,NECO,lga,Jere,North East,Borno,Jere,,,201,120,103,32,37,45,59.7015,31.068,115.625,121.6216
2019/2020,Female,disabled,NECO,lga,Maiduguri,North East,Borno,Maiduguri,,,244,148,126,42,38,45,60.6557,33.3333,90.4762,118.4211
2019/2020,Female,disabled,WAEC,lga,Biu,North East,Borno,Biu,,,340,219,176,62,56,58,64.4118,35.2273,90.3226,103.5714
2019/2020,Female,disabled,WAEC,lga,Chibok,North East,Borno,Chibok,,,259,166,128,46,36,36,64.0927,35.9375,78.2609,100.0
2019/2020,Female,disabled,WAEC,lga,Gwoza,North East,Borno,Gwoza,,,319,204,163,58,36,37,63.9498,35.5828,62.069,102.7778
2019/2020,Female,disabled,WAEC,lga,Jere,North East,Borno,Jere,,,272,174,135,48,48,49,63.9706,35.5556,100.0,102.0833
2019/2020,Female,disabled,WAEC,lga,Maiduguri,North East,Borno,Maiduguri,,,302,193,157,54,48,49,63.9073,34.3949,88.8889,102.0833
2019/2020,Male,all,NABTEB,lga,Biu,North East,Borno,Biu,,,1228,815,726,255,272,247,66.3681,35.124,106.6667,90.8088
2019/2020,Male,all,NABTEB,lga,Chibok,North East,Borno,Chibok,,,1075,714,624,217,227,200,66.4186,34.7756,104.6083,88.1057
2019/2020,Male,all,NABTEB,lga,Gwoza,North East,Borno,Gwoza,,,1178,783,674,235,232,216,66.4686,34.8665,98.7234,93.1034
2019/2020,Male,all,NABTEB,lga,Jere,North East,Borno,Jere,,,1064,707,631,221,227,208,66.4474,35.0238,102.7149,91.63
2019/2020,Male,all,NABTEB,lga,Maiduguri,North East,Borno,Maiduguri,,,1211,806,695,242,292,272,66.5566,34.8201,120.6612,93.1507
2019/2020,Male,all,NECO,lga,Biu,North East,Borno,Biu,,,2288,1366,1333,459,470,429,59.7028,34.4336,102.3965,91.2766
2019/2020,Male,all,NECO,lga,Chibok,North East,Borno,Chibok,,,2058,1230,1190,409,399,373,59.7668,34.3697,97.555,93.4837
2019/2020,Male,all,NECO,lga,Gwoza,North East,Borno,Gwoza,,,2219,1325,1269,436,387,350,59.7116,34.3578,88.7615,90.4393
2019/2020,Male,all,NECO,lga,Jere,North East,Borno,Jere,,,1996,1190,1174,402,407,373,59.6192,34.2419,101.2438,91.6462
2019/2020,Male,all,NECO,lga,Maiduguri,North East,Borno,Maiduguri,,,2193,1310,1292,445,450,407,59.7355,34.4427,101.1236,90.4444
2019/2020,Male,all,WAEC,lga,Biu,North East,Borno,Biu,,,2919,1897,1726,599,641,556,64.988,34.7045,107.0117,86.7395
2019/2020,Male,all,WAEC,lga,Chibok,North East,Borno,Chibok,,,2608,1698,1489,517,530,473,65.1074,34.7213,102.5145,89.2453
2019/2020,Male,all,WAEC,lga,Gwoza,North East,Borno,Gwoza,,,2894,1886,1667,582,584,513,65.1693,34.913,100.3436,87.8425
2019/2020,Male,all,WAEC,lga,Jere,North East,Borno,Jere,,,2544,1654,1487,519,552,477,65.0157,34.9025,106.3584,86.413
2019/2020,Male,all,WAEC,lga,Maiduguri,North East,Borno,Maiduguri,,,2819,1833,1653,575,607,531,65.0231,34.7852,105.5652,87.4794
2019/2020,Male,disabled,NABTEB,lga,Biu,North East,Borno,Biu,,,154,103,83,29,7,8,66.8831,34.9398,24.1379,114.2857
2019/2020,Male,disabled,NABTEB,lga,Chibok,North East,Borno,Chibok,,,128,86,74,25,7,8,67.1875,33.7838,28.0,114.2857
2019/2020,Male,disabled,NABTEB,lga,Gwoza,North East,Borno,Gwoza,,,144,98,78,27,7,8,68.0556,34.6154,25.9259,114.2857
2019/2020,Male,disabled,NABTEB,lga,Jere,North East,Borno,Jere,,,136,92,76,26,0,0,67.6471,34.2105,0.0,0.0
2019/2020,Male,disabled,NABTEB,lga,Maiduguri,North East,Borno,Maiduguri,,,155,107,82,29,28,32,69.0323,35.3659,96.5517,114.2857
2019/2020,Male,disabled,NECO,lga,Biu,North East,Borno,Biu,,,263,157,145,48,45,54,59.6958,33.1034,93.75,120.0
2019/2020,Male,disabled,NECO,lga,Chibok,North East,Borno,Chibok,,,224,134,116,37,30,36,59.8214,31.8966,81.0811,120.0
2019/2020,Male,disabled,NECO,lga,Gwoza,North East,Borno,Gwoza,,,245,145,124,39,15,18,59.1837,31.4516,38.4615,120.0
2019/2020,Male,disabled,NECO,lga,Jere,North East,Borno,Jere,,,221,130,117,36,45,54,58.8235,30.7692,125.0,120.0
2019/2020,Male,disabled,NECO,lga,Maiduguri,North East,Borno,Maiduguri,,,258,155,139,46,50,60,60.0775,33.0935,108.6957,120.0
2019/2020,Male,disabled,WAEC,lga,Biu,North East,Borno,Biu,,,345,224,200,71,60,62,64.9275,35.5,84.507,103.3333
2019/2020,Male,disabled,WAEC,lga,Chibok,North East,Borno,Chibok,,,276,181,147,52,40,50,65.5797,35.3741,76.9231,125.0
2019/2020,Male,disabled,WAEC,lga,Gwoza,North East,Borno,Gwoza,,,310,204,164,59,44,55,65.8065,35.9756,74.5763,125.0
2019/2020,Male,disabled,WAEC,lga,Jere,North East,Borno,Jere,,,278,180,155,55,57,59,64.7482,35.4839,103.6364,103.5088
2019/2020,Male,disabled,WAEC,lga,Maiduguri,North East,Borno,Maiduguri,,,330,215,182,64,56,64,65.1515,35.1648,87.5,114.2857
2020/2021,Female,all,NABTEB,lga,Biu,North East,Borno,Biu,,,1251,864,707,260,283,246,69.0647,36.7751,108.8462,86.9258
2020/2021,Female,all,NABTEB,lga,Chibok,North East,Borno,Chibok,,,1087,752,609,222,217,202,69.1812,36.4532,97.7477,93.0876
2020/2021,Female,all,NABTEB,lga,Gwoza,North East,Borno,Gwoza,,,1233,852,679,249,224,193,69.0998,36.6716,89.9598,86.1607
2020/2021,Female,all,NABTEB,lga,Jere,North East,Borno,Jere,,,1047,721,574,207,225,214,68.8634,36.0627,108.6957,95.1111
2020/2021,Female,all,NABTEB,lga,Maiduguri,North East,Borno,Maiduguri,,,1068,739,577,210,203,196,69.1948,36.3951,96.6667,96.5517
2020/2021,Female,all,NECO,lga,Biu,North East,Borno,Biu,,,2271,1427,1265,465,433,394,62.8358,36.7589,93.1183,90.9931
2020/2021,Female,all,NECO,lga,Chibok,North East,Borno,Chibok,,,2026,1274,1127,414,361,333,62.8825,36.7347,87.1981,92.2438
2020/2021,Female,all,NECO,lga,Gwoza,North East,Borno,Gwoza,,,2224,1399,1202,443,382,345,62.9047,36.8552,86.2302,90.3141
