session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,1104,743,633,210,251,232,67.3007,33.1754,119.5238,92.4303
2019/2020,Female,all,NABTEB,lga,Efon,South West,Ekiti,Efon,,,1159,780,656,218,242,221,67.2994,33.2317,111.0092,91.3223
2019/2020,Female,all,NABTEB,lga,Emure,South West,Ekiti,Emure,,,1066,717,602,201,223,199,67.2608,33.3887,110.9453,89.2377
2019/2020,Female,all,NABTEB,lga,Gbonyin,South West,Ekiti,Gbonyin,,,950,639,542,183,203,190,67.2632,33.7638,110.929,93.5961
2019/2020,Female,all,NABTEB,lga,Ijero,South West,Ekiti,Ijero,,,894,602,501,171,176,169,67.3378,34.1317,102.924,96.0227
2019/2020,Female,all,NECO,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,2113,1277,1202,395,440,394,60.4354,32.8619,111.3924,89.5455
2019/2020,Female,all,NECO,lga,Efon,South West,Ekiti,Efon,,,2134,1293,1210,398,428,373,60.5904,32.8926,107.5377,87.1495
2019/2020,Female,all,NECO,lga,Emure,South West,Ekiti,Emure,,,1947,1178,1114,367,398,360,60.5033,32.9443,108.4469,90.4523
2019/2020,Female,all,NECO,lga,Gbonyin,South West,Ekiti,Gbonyin,,,1797,1087,1006,330,370,337,60.4897,32.8032,112.1212,91.0811
2019/2020,Female,all,NECO,lga,Ijero,South West,Ekiti,Ijero,,,1674,1013,950,311,356,306,60.5137,32.7368,114.4695,85.9551
2019/2020,Female,all,WAEC,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,2621,1726,1500,496,539,498,65.8527,33.0667,108.6694,92.3933
2019/2020,Female,all,WAEC,lga,Efon,South West,Ekiti,Efon,,,2862,1886,1626,538,556,515,65.898,33.0873,103.3457,92.6259
2019/2020,Female,all,WAEC,lga,Emure,South West,Ekiti,Emure,,,2514,1654,1415,468,464,424,65.7916,33.0742,99.1453,91.3793
2019/2020,Female,all,WAEC,lga,Gbonyin,South West,Ekiti,Gbonyin,,,2200,1452,1259,415,444,407,66.0,32.9627,106.988,91.6667
2019/2020,Female,all,WAEC,lga,Ijero,South West,Ekiti,Ijero,,,2191,1444,1227,405,405,370,65.906,33.0073,100.0,91.358
2019/2020,Female,disabled,NABTEB,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,136,93,70,24,40,42,68.3824,34.2857,166.6667,105.0
2019/2020,Female,disabled,NABTEB,lga,Efon,South West,Ekiti,Efon,,,146,99,73,25,48,48,67.8082,34.2466,192.0,100.0
2019/2020,Female,disabled,NABTEB,lga,Emure,South West,Ekiti,Emure,,,132,91,67,25,40,40,68.9394,37.3134,160.0,100.0
2019/2020,Female,disabled,NABTEB,lga,Gbonyin,South West,Ekiti,Gbonyin,,,126,87,66,24,44,44,69.0476,36.3636,183.3333,100.0
2019/2020,Female,disabled,NABTEB,lga,Ijero,South West,Ekiti,Ijero,,,122,85,62,24,36,36,69.6721,38.7097,150.0,100.0
2019/2020,Female,disabled,NECO,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,239,145,127,40,39,44,60.6695,31.4961,97.5,112.8205
2019/2020,Female,disabled,NECO,lga,Efon,South West,Ekiti,Efon,,,261,159,136,44,48,51,60.9195,32.3529,109.0909,106.25
2019/2020,Female,disabled,NECO,lga,Emure,South West,Ekiti,Emure,,,213,129,113,37,35,44,60.5634,32.7434,94.5946,125.7143
2019/2020,Female,disabled,NECO,lga,Gbonyin,South West,Ekiti,Gbonyin,,,205,124,105,34,40,51,60.4878,32.381,117.6471,127.5
2019/2020,Female,disabled,NECO,lga,Ijero,South West,Ekiti,Ijero,,,179,110,99,32,43,44,61.4525,32.3232,134.375,102.3256
2019/2020,Female,disabled,WAEC,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,297,195,156,53,48,48,65.6566,33.9744,90.566,100.0
2019/2020,Female,disabled,WAEC,lga,Efon,South West,Ekiti,Efon,,,337,222,182,61,53,57,65.8754,33.5165,86.8852,107.5472
2019/2020,Female,disabled,WAEC,lga,Emure,South West,Ekiti,Emure,,,268,177,140,47,42,42,66.0448,33.5714,89.3617,100.0
2019/2020,Female,disabled,WAEC,lga,Gbonyin,South West,Ekiti,Gbonyin,,,240,160,134,45,39,39,66.6667,33.5821,86.6667,100.0
2019/2020,Female,disabled,WAEC,lga,Ijero,South West,Ekiti,Ijero,,,229,152,122,41,41,42,66.3755,33.6066,100.0,102.439
2019/2020,Male,all,NABTEB,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,1206,810,732,245,283,263,67.1642,33.4699,115.5102,92.9329
2019/2020,Male,all,NABTEB,lga,Efon,South West,Ekiti,Efon,,,1221,818,749,248,277,253,66.9943,33.1108,111.6935,91.3357
2019/2020,Male,all,NABTEB,lga,Emure,South West,Ekiti,Emure,,,1172,789,697,232,258,230,67.3208,33.2855,111.2069,89.1473
2019/2020,Male,all,NABTEB,lga,Gbonyin,South West,Ekiti,Gbonyin,,,955,645,569,193,218,198,67.5393,33.9192,112.9534,90.8257
2019/2020,Male,all,NABTEB,lga,Ijero,South West,Ekiti,Ijero,,,994,671,595,201,211,208,67.505,33.7815,104.9751,98.5782
2019/2020,Male,all,NECO,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,2276,1377,1390,462,541,486,60.5009,33.2374,117.0996,89.8336
2019/2020,Male,all,NECO,lga,Efon,South West,Ekiti,Efon,,,2284,1384,1365,452,463,409,60.5954,33.1136,102.4336,88.3369
2019/2020,Male,all,NECO,lga,Emure,South West,Ekiti,Emure,,,2118,1284,1284,423,472,416,60.6232,32.9439,111.5839,88.1356
2019/2020,Male,all,NECO,lga,Gbonyin,South West,Ekiti,Gbonyin,,,1823,1103,1092,361,399,359,60.5047,33.0586,110.5263,89.9749
2019/2020,Male,all,NECO,lga,Ijero,South West,Ekiti,Ijero,,,1865,1129,1113,370,393,345,60.5362,33.2435,106.2162,87.7863
2019/2020,Male,all,WAEC,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,2853,1877,1738,575,629,567,65.7904,33.084,109.3913,90.1431
2019/2020,Male,all,WAEC,lga,Efon,South West,Ekiti,Efon,,,3000,1970,1803,597,604,558,65.6667,33.1115,101.1725,92.3841
2019/2020,Male,all,WAEC,lga,Emure,South West,Ekiti,Emure,,,2728,1794,1636,541,561,515,65.7625,33.0685,103.6969,91.8004
2019/2020,Male,all,WAEC,lga,Gbonyin,South West,Ekiti,Gbonyin,,,2265,1491,1370,454,476,446,65.8278,33.1387,104.8458,93.6975
2019/2020,Male,all,WAEC,lga,Ijero,South West,Ekiti,Ijero,,,2441,1610,1456,480,473,436,65.9566,32.967,98.5417,92.1776
2019/2020,Male,disabled,NABTEB,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,140,94,80,30,35,35,67.1429,37.5,116.6667,100.0
2019/2020,Male,disabled,NABTEB,lga,Efon,South West,Ekiti,Efon,,,150,100,82,30,45,52,66.6667,36.5854,150.0,115.5556
2019/2020,Male,disabled,NABTEB,lga,Emure,South West,Ekiti,Emure,,,138,95,73,27,35,40,68.8406,36.9863,129.6296,114.2857
2019/2020,Male,disabled,NABTEB,lga,Gbonyin,South West,Ekiti,Gbonyin,,,126,87,69,27,35,40,69.0476,39.1304,129.6296,114.2857
2019/2020,Male,disabled,NABTEB,lga,Ijero,South West,Ekiti,Ijero,,,126,87,66,26,25,29,69.0476,39.3939,96.1538,116.0
2019/2020,Male,disabled,NECO,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,255,156,139,48,48,49,61.1765,34.5324,100.0,102.0833
2019/2020,Male,disabled,NECO,lga,Efon,South West,Ekiti,Efon,,,275,168,155,52,44,44,61.0909,33.5484,84.6154,100.0
2019/2020,Male,disabled,NECO,lga,Emure,South West,Ekiti,Emure,,,231,142,128,42,48,48,61.4719,32.8125,114.2857,100.0
2019/2020,Male,disabled,NECO,lga,Gbonyin,South West,Ekiti,Gbonyin,,,209,128,119,41,52,53,61.244,34.4538,126.8293,101.9231
2019/2020,Male,disabled,NECO,lga,Ijero,South West,Ekiti,Ijero,,,201,123,109,38,32,32,61.194,34.8624,84.2105,100.0
2019/2020,Male,disabled,WAEC,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,313,205,180,61,53,54,65.4952,33.8889,86.8852,101.8868
2019/2020,Male,disabled,WAEC,lga,Efon,South West,Ekiti,Efon,,,354,230,201,68,60,64,64.9718,33.8308,88.2353,106.6667
2019/2020,Male,disabled,WAEC,lga,Emure,South West,Ekiti,Emure,,,298,195,165,56,37,44,65.4362,33.9394,66.0714,118.9189
2019/2020,Male,disabled,WAEC,lga,Gbonyin,South West,Ekiti,Gbonyin,,,254,166,144,50,40,51,65.3543,34.7222,80.0,127.5
2019/2020,Male,disabled,WAEC,lga,Ijero,South West,Ekiti,Ijero,,,263,174,146,48,41,47,66.1597,32.8767,85.4167,114.6341
2020/2021,Female,all,NABTEB,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,1226,854,719,255,278,260,69.6574,35.4659,109.0196,93.5252
2020/2021,Female,all,NABTEB,lga,Efon,South West,Ekiti,Efon,,,1192,826,685,243,241,220,69.2953,35.4745,99.177,91.2863
2020/2021,Female,all,NABTEB,lga,Emure,South West,Ekiti,Emure,,,1133,789,641,230,237,217,69.6381,35.8814,103.0435,91.5612
2020/2021,Female,all,NABTEB,lga,Gbonyin,South West,Ekiti,Gbonyin,,,1031,720,585,207,225,209,69.8351,35.3846,108.6957,92.8889
2020/2021,Female,all,NABTEB,lga,Ijero,South West,Ekiti,Ijero,,,1045,730,592,209,199,181,69.8565,35.3041,95.2153,90.9548
2020/2021,Female,all,NECO,lga,Ado Ekiti,South West,Ekiti,Ado Ekiti,,,2106,1343,1216,425,455,402,63.7702,34.9507,107.0588,88.3516
2020/2021,Female,all,NECO,lga,Efon,South West,Ekiti,Efon,,,2397,1528,1383,483,488,434,63.7463,34.9241,101.0352,88.9344
2020/2021,Female,all,NECO,lga,Emure,South West,Ekiti,Emure,,,2155,1374,1234,432,418,367,63.7587,35.0081,96.7593,87.799
2020/2021,Female,all,NECO,lga,Gbonyin,South West,Ekiti,Gbonyin,,,1887,1204,1073,373,395,360,63.805,34.7623,105.8981,91.1392
2020/2021,Female,all,NECO,lga,Ijero,South West,Ekiti,Ijero,,,1879,1198,1063,370,371,323,63.7573,34.8071,100.2703,87.062
