session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,1134,796,670,228,254,222,70.194,34.0299,111.4035,87.4016
2019/2020,Female,all,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,1139,798,663,225,258,222,70.0615,33.9367,114.6667,86.0465
2019/2020,Female,all,NABTEB,lga,Oredo,South South,Edo,Oredo,,,2277,1597,1325,449,486,435,70.1361,33.8868,108.2405,89.5062
2019/2020,Female,all,NABTEB,lga,Owan East,South South,Edo,Owan East,,,1287,904,753,255,272,233,70.2409,33.8645,106.6667,85.6618
2019/2020,Female,all,NECO,lga,Esan Central,South South,Edo,Esan Central,,,2189,1390,1295,447,439,393,63.4993,34.5174,98.2103,89.5216
2019/2020,Female,all,NECO,lga,Etsako West,South South,Edo,Etsako West,,,2069,1312,1223,419,407,358,63.4123,34.26,97.136,87.9607
2019/2020,Female,all,NECO,lga,Oredo,South South,Edo,Oredo,,,4250,2702,2456,843,804,708,63.5765,34.3241,95.3737,88.0597
2019/2020,Female,all,NECO,lga,Owan East,South South,Edo,Owan East,,,2397,1521,1399,481,455,411,63.4543,34.3817,94.5946,90.3297
2019/2020,Female,all,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,2645,1826,1563,530,612,558,69.0359,33.9091,115.4717,91.1765
2019/2020,Female,all,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,2730,1886,1610,550,607,548,69.0842,34.1615,110.3636,90.2801
2019/2020,Female,all,WAEC,lga,Oredo,South South,Edo,Oredo,,,5535,3825,3217,1095,1218,1136,69.1057,34.0379,111.2329,93.2677
2019/2020,Female,all,WAEC,lga,Owan East,South South,Edo,Owan East,,,3068,2119,1779,605,611,567,69.0678,34.0079,100.9917,92.7987
2019/2020,Female,disabled,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,147,99,76,25,45,48,67.3469,32.8947,180.0,106.6667
2019/2020,Female,disabled,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,150,102,80,26,55,59,68.0,32.5,211.5385,107.2727
2019/2020,Female,disabled,NABTEB,lga,Oredo,South South,Edo,Oredo,,,306,208,159,52,94,108,67.9739,32.7044,180.7692,114.8936
2019/2020,Female,disabled,NABTEB,lga,Owan East,South South,Edo,Owan East,,,153,104,76,25,49,50,67.9739,32.8947,196.0,102.0408
2019/2020,Female,disabled,NECO,lga,Esan Central,South South,Edo,Esan Central,,,245,155,132,48,48,53,63.2653,36.3636,100.0,110.4167
2019/2020,Female,disabled,NECO,lga,Etsako West,South South,Edo,Etsako West,,,223,141,121,44,44,44,63.2287,36.3636,100.0,100.0
2019/2020,Female,disabled,NECO,lga,Oredo,South South,Edo,Oredo,,,479,304,261,94,88,102,63.4656,36.0153,93.617,115.9091
2019/2020,Female,disabled,NECO,lga,Owan East,South South,Edo,Owan East,,,254,161,139,50,44,54,63.3858,35.9712,88.0,122.7273
2019/2020,Female,disabled,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,302,206,171,56,56,58,68.2119,32.7485,100.0,103.5714
2019/2020,Female,disabled,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,287,196,162,54,56,58,68.2927,33.3333,103.7037,103.5714
2019/2020,Female,disabled,WAEC,lga,Oredo,South South,Edo,Oredo,,,618,422,341,114,112,125,68.2848,33.4311,98.2456,111.6071
2019/2020,Female,disabled,WAEC,lga,Owan East,South South,Edo,Owan East,,,320,218,176,58,52,60,68.125,32.9545,89.6552,115.3846
2019/2020,Male,all,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,1240,870,776,262,315,268,70.1613,33.7629,120.229,85.0794
2019/2020,Male,all,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,1138,798,699,237,246,207,70.123,33.9056,103.7975,84.1463
2019/2020,Male,all,NABTEB,lga,Oredo,South South,Edo,Oredo,,,2393,1678,1487,499,545,491,70.1212,33.5575,109.2184,90.0917
2019/2020,Male,all,NABTEB,lga,Owan East,South South,Edo,Owan East,,,1323,928,820,275,302,266,70.1436,33.5366,109.8182,88.0795
2019/2020,Male,all,NECO,lga,Esan Central,South South,Edo,Esan Central,,,2368,1504,1478,504,494,443,63.5135,34.1001,98.0159,89.6761
2019/2020,Male,all,NECO,lga,Etsako West,South South,Edo,Etsako West,,,2114,1343,1305,445,458,409,63.5289,34.0996,102.9213,89.3013
2019/2020,Male,all,NECO,lga,Oredo,South South,Edo,Oredo,,,4490,2855,2796,955,926,819,63.5857,34.1559,96.9634,88.4449
2019/2020,Male,all,NECO,lga,Owan East,South South,Edo,Owan East,,,2415,1537,1488,510,456,403,63.6439,34.2742,89.4118,88.3772
2019/2020,Male,all,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,2922,2024,1825,622,720,668,69.2676,34.0822,115.7556,92.7778
2019/2020,Male,all,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,2720,1882,1686,574,624,575,69.1912,34.0451,108.7108,92.1474
2019/2020,Male,all,WAEC,lga,Oredo,South South,Edo,Oredo,,,5835,4038,3635,1240,1343,1233,69.2031,34.1128,108.3065,91.8094
2019/2020,Male,all,WAEC,lga,Owan East,South South,Edo,Owan East,,,3118,2158,1911,651,693,638,69.211,34.0659,106.4516,92.0635
2019/2020,Male,disabled,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,153,104,81,26,52,56,67.9739,32.0988,200.0,107.6923
2019/2020,Male,disabled,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,148,100,72,24,21,21,67.5676,33.3333,87.5,100.0
2019/2020,Male,disabled,NABTEB,lga,Oredo,South South,Edo,Oredo,,,310,210,179,54,67,77,67.7419,30.1676,124.0741,114.9254
2019/2020,Male,disabled,NABTEB,lga,Owan East,South South,Edo,Owan East,,,156,106,90,27,39,42,67.9487,30.0,144.4444,107.6923
2019/2020,Male,disabled,NECO,lga,Esan Central,South South,Edo,Esan Central,,,267,170,158,55,59,60,63.6704,34.8101,107.2727,101.6949
2019/2020,Male,disabled,NECO,lga,Etsako West,South South,Edo,Etsako West,,,228,146,138,48,60,60,64.0351,34.7826,125.0,100.0
2019/2020,Male,disabled,NECO,lga,Oredo,South South,Edo,Oredo,,,508,324,291,101,108,110,63.7795,34.7079,106.9307,101.8519
2019/2020,Male,disabled,NECO,lga,Owan East,South South,Edo,Owan East,,,268,172,153,54,55,55,64.1791,35.2941,101.8519,100.0
2019/2020,Male,disabled,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,331,232,195,65,63,75,70.0906,33.3333,96.9231,119.0476
2019/2020,Male,disabled,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,286,199,170,57,53,65,69.5804,33.5294,92.9825,122.6415
2019/2020,Male,disabled,WAEC,lga,Oredo,South South,Edo,Oredo,,,632,440,371,125,128,137,69.6203,33.6927,102.4,107.0312
2019/2020,Male,disabled,WAEC,lga,Owan East,South South,Edo,Owan East,,,340,237,197,66,59,64,69.7059,33.5025,89.3939,108.4746
2020/2021,Female,all,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,1272,922,761,283,289,246,72.4843,37.1879,102.1201,85.1211
2020/2021,Female,all,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,1214,879,725,267,254,219,72.4053,36.8276,95.1311,86.2205
2020/2021,Female,all,NABTEB,lga,Oredo,South South,Edo,Oredo,,,2575,1868,1506,555,559,494,72.5437,36.8526,100.7207,88.3721
2020/2021,Female,all,NABTEB,lga,Owan East,South South,Edo,Owan East,,,1347,976,788,292,279,247,72.4573,37.0558,95.5479,88.5305
2020/2021,Female,all,NECO,lga,Esan Central,South South,Edo,Esan Central,,,2229,1490,1329,480,446,405,66.8461,36.1174,92.9167,90.8072
2020/2021,Female,all,NECO,lga,Etsako West,South South,Edo,Etsako West,,,2289,1530,1344,484,424,379,66.8414,36.0119,87.6033,89.3868
2020/2021,Female,all,NECO,lga,Oredo,South South,Edo,Oredo,,,4756,3178,2817,1018,915,797,66.8209,36.1377,89.8821,87.1038
2020/2021,Female,all,NECO,lga,Owan East,South South,Edo,Owan East,,,2597,1734,1513,547,484,430,66.7693,36.1533,88.4826,88.843
2020/2021,Female,all,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,2997,2171,1796,652,662,594,72.4391,36.3029,101.5337,89.7281
2020/2021,Female,all,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,2960,2142,1741,632,638,587,72.3649,36.301,100.9494,92.0063
2020/2021,Female,all,WAEC,lga,Oredo,South South,Edo,Oredo,,,6098,4415,3586,1302,1344,1245,72.4008,36.3079,103.2258,92.6339
2020/2021,Female,all,WAEC,lga,Owan East,South South,Edo,Owan East,,,3391,2456,1990,722,692,641,72.427,36.2814,95.8449,92.6301
2020/2021,Female,disabled,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,167,117,90,38,55,57,70.0599,42.2222,144.7368,103.6364
2020/2021,Female,disabled,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,160,111,87,37,45,45,69.375,42.5287,121.6216,100.0
2020/2021,Female,disabled,NABTEB,lga,Oredo,South South,Edo,Oredo,,,338,237,183,77,121,126,70.1183,42.0765,157.1429,104.1322
2020/2021,Female,disabled,NABTEB,lga,Owan East,South South,Edo,Owan East,,,171,120,93,39,59,62,70.1754,41.9355,151.2821,105.0847
2020/2021,Female,disabled,NECO,lga,Esan Central,South South,Edo,Esan Central,,,248,165,135,47,48,52,66.5323,34.8148,102.1277,108.3333
2020/2021,Female,disabled,NECO,lga,Etsako West,South South,Edo,Etsako West,,,236,156,135,47,48,48,66.1017,34.8148,102.1277,100.0
2020/2021,Female,disabled,NECO,lga,Oredo,South South,Edo,Oredo,,,532,354,302,106,105,104,66.5414,35.0993,99.0566,99.0476
2020/2021,Female,disabled,NECO,lga,Owan East,South South,Edo,Owan East,,,278,185,155,55,55,58,66.5468,35.4839,100.0,105.4545
2020/2021,Female,disabled,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,325,236,185,67,56,61,72.6154,36.2162,83.5821,108.9286
2020/2021,Female,disabled,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,305,220,170,61,52,53,72.1311,35.8824,85.2459,101.9231
2020/2021,Female,disabled,WAEC,lga,Oredo,South South,Edo,Oredo,,,679,493,374,136,117,130,72.6068,36.3636,86.0294,111.1111
2020/2021,Female,disabled,WAEC,lga,Owan East,South South,Edo,Owan East,,,358,260,196,71,57,65,72.6257,36.2245,80.2817,114.0351
2020/2021,Male,all,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,1339,980,860,315,340,298,73.1889,36.6279,107.9365,87.6471
2020/2021,Male,all,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,1212,888,762,280,271,247,73.2673,36.7454,96.7857,91.1439
2020/2021,Male,all,NABTEB,lga,Oredo,South South,Edo,Oredo,,,2583,1889,1607,591,572,498,73.132,36.7766,96.7851,87.0629
2020/2021,Male,all,NABTEB,lga,Owan East,South South,Edo,Owan East,,,1365,999,842,310,304,256,73.1868,36.8171,98.0645,84.2105
2020/2021,Male,all,NECO,lga,Esan Central,South South,Edo,Esan Central,,,2371,1583,1505,545,506,449,66.7651,36.2126,92.844,88.7352
2020/2021,Male,all,NECO,lga,Etsako West,South South,Edo,Etsako West,,,2235,1493,1395,505,472,421,66.8009,36.2007,93.4653,89.1949
2020/2021,Male,all,NECO,lga,Oredo,South South,Edo,Oredo,,,4848,3242,3048,1101,962,849,66.8729,36.122,87.3751,88.2536
2020/2021,Male,all,NECO,lga,Owan East,South South,Edo,Owan East,,,2586,1729,1595,579,504,448,66.86,36.3009,87.0466,88.8889
2020/2021,Male,all,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,3095,2240,1964,709,738,677,72.3748,36.0998,104.0903,91.7344
2020/2021,Male,all,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,2967,2148,1873,677,670,613,72.3964,36.1452,98.966,91.4925
2020/2021,Male,all,WAEC,lga,Oredo,South South,Edo,Oredo,,,6222,4506,3876,1401,1432,1326,72.4204,36.1455,102.2127,92.5978
2020/2021,Male,all,WAEC,lga,Owan East,South South,Edo,Owan East,,,3382,2448,2101,759,753,687,72.3832,36.1257,99.2095,91.2351
2020/2021,Male,disabled,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,161,120,96,40,60,60,74.5342,41.6667,150.0,100.0
2020/2021,Male,disabled,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,156,117,87,37,54,54,75.0,42.5287,145.9459,100.0
2020/2021,Male,disabled,NABTEB,lga,Oredo,South South,Edo,Oredo,,,328,244,189,79,90,90,74.3902,41.7989,113.9241,100.0
2020/2021,Male,disabled,NABTEB,lga,Owan East,South South,Edo,Owan East,,,164,122,96,40,42,42,74.3902,41.6667,105.0,100.0
2020/2021,Male,disabled,NECO,lga,Esan Central,South South,Edo,Esan Central,,,262,173,157,55,60,60,66.0305,35.0318,109.0909,100.0
2020/2021,Male,disabled,NECO,lga,Etsako West,South South,Edo,Etsako West,,,240,160,141,49,55,55,66.6667,34.7518,112.2449,100.0
2020/2021,Male,disabled,NECO,lga,Oredo,South South,Edo,Oredo,,,542,361,318,112,110,110,66.6052,35.2201,98.2143,100.0
2020/2021,Male,disabled,NECO,lga,Owan East,South South,Edo,Owan East,,,283,189,165,59,60,60,66.7845,35.7576,101.6949,100.0
2020/2021,Male,disabled,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,362,262,221,79,63,70,72.3757,35.7466,79.7468,111.1111
2020/2021,Male,disabled,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,301,218,177,64,50,60,72.4252,36.1582,78.125,120.0
2020/2021,Male,disabled,WAEC,lga,Oredo,South South,Edo,Oredo,,,674,490,397,143,137,145,72.7003,36.0202,95.8042,105.8394
2020/2021,Male,disabled,WAEC,lga,Owan East,South South,Edo,Owan East,,,355,257,211,76,65,70,72.3944,36.019,85.5263,107.6923
2021/2022,Female,all,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,1332,1016,796,312,305,262,76.2763,39.196,97.7564,85.9016
2021/2022,Female,all,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,1264,967,749,296,262,237,76.5032,39.5194,88.5135,90.458
2021/2022,Female,all,NABTEB,lga,Oredo,South South,Edo,Oredo,,,2674,2044,1578,621,602,528,76.4398,39.3536,96.9404,87.7076
2021/2022,Female,all,NABTEB,lga,Owan East,South South,Edo,Owan East,,,1474,1125,879,344,306,267,76.3229,39.1354,88.9535,87.2549
2021/2022,Female,all,NECO,lga,Esan Central,South South,Edo,Esan Central,,,2385,1671,1430,558,479,427,70.0629,39.021,85.8423,89.1441
2021/2022,Female,all,NECO,lga,Etsako West,South South,Edo,Etsako West,,,2345,1646,1373,536,458,402,70.1919,39.0386,85.4478,87.7729
2021/2022,Female,all,NECO,lga,Oredo,South South,Edo,Oredo,,,4917,3449,2926,1140,973,868,70.1444,38.961,85.3509,89.2086
2021/2022,Female,all,NECO,lga,Owan East,South South,Edo,Owan East,,,2704,1897,1600,622,486,437,70.1553,38.875,78.135,89.9177
2021/2022,Female,all,WAEC,lga,Esan Central,South South,Edo,Esan Central,,,3269,2475,1959,767,738,682,75.7112,39.1526,96.219,92.4119
2021/2022,Female,all,WAEC,lga,Etsako West,South South,Edo,Etsako West,,,3207,2427,1879,738,713,658,75.6782,39.2762,96.6125,92.2861
2021/2022,Female,all,WAEC,lga,Oredo,South South,Edo,Oredo,,,6517,4930,3880,1522,1424,1313,75.6483,39.2268,93.5611,92.2051
2021/2022,Female,all,WAEC,lga,Owan East,South South,Edo,Owan East,,,3405,2578,2013,791,719,667,75.7122,39.2946,90.8976,92.7677
2021/2022,Female,disabled,NABTEB,lga,Esan Central,South South,Edo,Esan Central,,,178,139,92,38,60,67,78.0899,41.3043,157.8947,111.6667
2021/2022,Female,disabled,NABTEB,lga,Etsako West,South South,Edo,Etsako West,,,174,136,92,38,55,58,78.1609,41.3043,144.7368,105.4545
2021/2022,Female,disabled,NABTEB,lga,Oredo,South South,Edo,Oredo,,,355,277,180,75,122,126,78.0282,41.6667,162.6667,103.2787
2021/2022,Female,disabled,NABTEB,lga,Owan East,South South,Edo,Owan East,,,184,143,100,40,66,72,77.7174,40.0,165.0,109.0909
2021/2022,Female,disabled,NECO,lga,Esan Central,South South,Edo,Esan Central,,,267,186,146,56,48,55,69.6629,38.3562,85.7143,114.5833
2021/2022,Female,disabled,NECO,lga,Etsako West,South South,Edo,Etsako West,,,258,180,143,55,48,48,69.7674,38.4615,87.2727,100.0
2021/2022,Female,disabled,NECO,lga,Oredo,South South,Edo,Oredo,,,567,397,319,121,114,125,70.0176,37.931,94.2149,109.6491
