session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,1335,888,779,261,277,258,66.5169,33.5045,106.1303,93.1408
2019/2020,Female,all,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,1179,784,692,234,285,272,66.497,33.815,121.7949,95.4386
2019/2020,Female,all,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1392,926,799,271,274,245,66.523,33.9174,101.107,89.4161
2019/2020,Female,all,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,1377,916,788,266,272,240,66.5214,33.7563,102.2556,88.2353
2019/2020,Female,all,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,1270,845,765,258,281,268,66.5354,33.7255,108.9147,95.3737
2019/2020,Female,all,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,2472,1478,1419,481,490,431,59.7896,33.8971,101.8711,87.9592
2019/2020,Female,all,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,2152,1288,1302,440,530,450,59.8513,33.7942,120.4545,84.9057
2019/2020,Female,all,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2595,1551,1514,514,567,491,59.7688,33.9498,110.3113,86.5961
2019/2020,Female,all,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,2604,1555,1503,510,545,473,59.7158,33.9321,106.8627,86.789
2019/2020,Female,all,NECO,lga,Saki East,South West,Oyo,Saki East,,,2422,1449,1405,475,534,473,59.8266,33.8078,112.4211,88.5768
2019/2020,Female,all,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,3319,2160,1916,647,649,605,65.0798,33.7683,100.3091,93.2203
2019/2020,Female,all,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,2761,1797,1636,551,625,572,65.0851,33.6797,113.4301,91.52
2019/2020,Female,all,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,3431,2234,1990,673,713,655,65.1122,33.8191,105.9435,91.8654
2019/2020,Female,all,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,3156,2053,1831,619,640,593,65.0507,33.8067,103.3926,92.6562
2019/2020,Female,all,WAEC,lga,Saki East,South West,Oyo,Saki East,,,3027,1970,1782,602,648,600,65.0809,33.7823,107.6412,92.5926
2019/2020,Female,disabled,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,172,117,95,30,60,62,68.0233,31.5789,200.0,103.3333
2019/2020,Female,disabled,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,158,107,79,26,55,65,67.7215,32.9114,211.5385,118.1818
2019/2020,Female,disabled,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,159,108,79,26,35,39,67.9245,32.9114,134.6154,111.4286
2019/2020,Female,disabled,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,171,116,83,27,40,40,67.8363,32.5301,148.1481,100.0
2019/2020,Female,disabled,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,162,109,84,27,60,62,67.284,32.1429,222.2222,103.3333
2019/2020,Female,disabled,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,289,172,149,52,60,60,59.5156,34.8993,115.3846,100.0
2019/2020,Female,disabled,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,227,136,132,45,60,60,59.9119,34.0909,133.3333,100.0
2019/2020,Female,disabled,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,273,162,149,52,58,60,59.3407,34.8993,111.5385,103.4483
2019/2020,Female,disabled,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,303,180,163,57,59,60,59.4059,34.9693,103.5088,101.6949
2019/2020,Female,disabled,NECO,lga,Saki East,South West,Oyo,Saki East,,,279,166,154,53,54,60,59.4982,34.4156,101.8868,111.1111
2019/2020,Female,disabled,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,363,235,199,67,61,64,64.7383,33.6683,91.0448,104.918
2019/2020,Female,disabled,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,305,197,168,54,52,52,64.5902,32.1429,96.2963,100.0
2019/2020,Female,disabled,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,361,234,197,65,60,61,64.8199,32.9949,92.3077,101.6667
2019/2020,Female,disabled,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,361,234,197,66,60,61,64.8199,33.5025,90.9091,101.6667
2019/2020,Female,disabled,WAEC,lga,Saki East,South West,Oyo,Saki East,,,366,236,204,68,64,67,64.4809,33.3333,94.1176,104.6875
2019/2020,Male,all,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,1382,916,843,284,282,251,66.2808,33.6892,99.2958,89.0071
2019/2020,Male,all,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,1211,802,770,257,330,314,66.2263,33.3766,128.4047,95.1515
2019/2020,Male,all,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1443,956,899,300,324,292,66.2509,33.3704,108.0,90.1235
2019/2020,Male,all,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,1399,927,858,287,282,259,66.2616,33.4499,98.2578,91.844
2019/2020,Male,all,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,1337,886,825,277,306,292,66.2678,33.5758,110.4693,95.4248
2019/2020,Male,all,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,2528,1512,1567,533,561,490,59.8101,34.014,105.2533,87.344
2019/2020,Male,all,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,2232,1336,1414,482,560,491,59.8566,34.0877,116.1826,87.6786
2019/2020,Male,all,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2689,1608,1638,554,628,550,59.7992,33.8217,113.3574,87.5796
2019/2020,Male,all,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,2644,1582,1633,555,568,482,59.8336,33.9865,102.3423,84.8592
2019/2020,Male,all,NECO,lga,Saki East,South West,Oyo,Saki East,,,2560,1531,1585,538,608,531,59.8047,33.9432,113.0112,87.3355
2019/2020,Male,all,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,3309,2158,2023,686,685,631,65.2161,33.91,99.8542,92.1168
2019/2020,Male,all,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,3047,1987,1944,656,766,709,65.2117,33.7449,116.7683,92.5587
2019/2020,Male,all,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,3473,2264,2153,726,775,711,65.1886,33.7204,106.7493,91.7419
2019/2020,Male,all,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,3166,2064,1930,651,653,605,65.1927,33.7306,100.3072,92.6493
2019/2020,Male,all,WAEC,lga,Saki East,South West,Oyo,Saki East,,,3222,2100,1995,677,715,664,65.1769,33.9348,105.613,92.8671
2019/2020,Male,disabled,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,168,112,91,28,30,34,66.6667,30.7692,107.1429,113.3333
2019/2020,Male,disabled,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,150,100,82,25,60,70,66.6667,30.4878,240.0,116.6667
2019/2020,Male,disabled,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,156,104,86,26,36,42,66.6667,30.2326,138.4615,116.6667
2019/2020,Male,disabled,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,171,114,96,30,42,49,66.6667,31.25,140.0,116.6667
2019/2020,Male,disabled,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,171,114,91,29,42,49,66.6667,31.8681,144.8276,116.6667
2019/2020,Male,disabled,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,289,172,168,57,55,60,59.5156,33.9286,96.4912,109.0909
2019/2020,Male,disabled,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,250,150,155,52,60,69,60.0,33.5484,115.3846,115.0
2019/2020,Male,disabled,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,275,164,158,53,60,67,59.6364,33.5443,113.2075,111.6667
2019/2020,Male,disabled,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,314,187,177,60,55,55,59.5541,33.8983,91.6667,100.0
2019/2020,Male,disabled,NECO,lga,Saki East,South West,Oyo,Saki East,,,301,179,176,60,56,56,59.4684,34.0909,93.3333,100.0
2019/2020,Male,disabled,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,374,246,211,71,53,61,65.7754,33.6493,74.6479,115.0943
2019/2020,Male,disabled,WAEC,lga,Ibadan South,South West,Oyo,Ibadan South,,,319,212,188,61,53,64,66.4577,32.4468,86.8852,120.7547
2019/2020,Male,disabled,WAEC,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,374,246,216,71,59,67,65.7754,32.8704,83.0986,113.5593
2019/2020,Male,disabled,WAEC,lga,Oyo East,South West,Oyo,Oyo East,,,372,244,215,71,56,62,65.5914,33.0233,78.8732,110.7143
2019/2020,Male,disabled,WAEC,lga,Saki East,South West,Oyo,Saki East,,,380,250,223,75,66,74,65.7895,33.6323,88.0,112.1212
2020/2021,Female,all,NABTEB,lga,Ibadan North,South West,Oyo,Ibadan North,,,1440,991,841,308,284,265,68.8194,36.6231,92.2078,93.3099
2020/2021,Female,all,NABTEB,lga,Ibadan South,South West,Oyo,Ibadan South,,,1273,879,773,285,301,284,69.0495,36.8693,105.614,94.3522
2020/2021,Female,all,NABTEB,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,1518,1046,891,326,324,290,68.9065,36.5881,99.3865,89.5062
2020/2021,Female,all,NABTEB,lga,Oyo East,South West,Oyo,Oyo East,,,1431,986,824,303,268,241,68.9029,36.7718,88.4488,89.9254
2020/2021,Female,all,NABTEB,lga,Saki East,South West,Oyo,Saki East,,,1354,933,802,296,295,277,68.9069,36.9077,99.6622,93.8983
2020/2021,Female,all,NECO,lga,Ibadan North,South West,Oyo,Ibadan North,,,2674,1683,1545,551,558,481,62.9394,35.6634,101.2704,86.2007
2020/2021,Female,all,NECO,lga,Ibadan South,South West,Oyo,Ibadan South,,,2384,1498,1467,524,569,495,62.8356,35.7192,108.5878,86.9947
2020/2021,Female,all,NECO,lga,Ogbomosho North,South West,Oyo,Ogbomosho North,,,2841,1789,1668,597,608,521,62.9708,35.7914,101.8425,85.6908
2020/2021,Female,all,NECO,lga,Oyo East,South West,Oyo,Oyo East,,,2657,1673,1530,546,541,472,62.9658,35.6863,99.0842,87.2458
2020/2021,Female,all,NECO,lga,Saki East,South West,Oyo,Saki East,,,2441,1538,1443,514,526,462,63.007,35.6202,102.3346,87.8327
2020/2021,Female,all,WAEC,lga,Ibadan North,South West,Oyo,Ibadan North,,,3433,2342,2019,725,678,619,68.2202,35.9089,93.5172,91.2979
