session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,1016,739,592,211,200,182,72.7362,35.6419,94.7867,91.0
2019/2020,Female,all,NABTEB,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,1057,768,619,222,203,186,72.6585,35.8643,91.4414,91.6256
2019/2020,Female,all,NABTEB,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,1076,784,619,221,187,172,72.8625,35.7027,84.6154,91.9786
2019/2020,Female,all,NABTEB,lga,Ezza North,South East,Ebonyi,Ezza North,,,999,725,586,211,194,174,72.5726,36.0068,91.9431,89.6907
2019/2020,Female,all,NABTEB,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,1051,763,628,225,222,215,72.5975,35.828,98.6667,96.8468
2019/2020,Female,all,NECO,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,1988,1308,1172,414,444,404,65.7948,35.3242,107.2464,90.991
2019/2020,Female,all,NECO,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,1952,1286,1127,398,435,395,65.8811,35.315,109.2965,90.8046
2019/2020,Female,all,NECO,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,2005,1319,1164,408,415,373,65.7855,35.0515,101.7157,89.8795
2019/2020,Female,all,NECO,lga,Ezza North,South East,Ebonyi,Ezza North,,,1859,1225,1096,390,400,357,65.8956,35.5839,102.5641,89.25
2019/2020,Female,all,NECO,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,1910,1257,1129,398,424,377,65.8115,35.2524,106.5327,88.9151
2019/2020,Female,all,WAEC,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,2526,1808,1485,526,538,490,71.5756,35.4209,102.2814,91.0781
2019/2020,Female,all,WAEC,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,2582,1851,1494,530,547,498,71.6886,35.4752,103.2075,91.042
