session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,lga,Auyo,North West,Jigawa,Auyo,,,155,84,115,78,84,109,54.1935,67.8261,107.6923,129.7619
2019/2020,Female,all,NABTEB,lga,Babura,North West,Jigawa,Babura,,,280,210,164,71,11,0,75.0,43.2927,15.493,0.0
2019/2020,Female,all,NABTEB,lga,Birnin-Kudu,North West,Jigawa,Birnin-Kudu,,,220,183,183,0,0,0,83.1818,0.0,0.0,0.0
2019/2020,Female,all,NABTEB,lga,Birniwa,North West,Jigawa,Birniwa,,,196,127,138,62,0,0,64.7959,44.9275,0.0,0.0
2019/2020,Female,all,NABTEB,lga,Buji,North West,Jigawa,Buji,,,102,47,47,0,79,0,46.0784,0.0,0.0,0.0
2019/2020,Female,all,NABTEB,lga,Dutse,North West,Jigawa,Dutse,,,316,254,254,62,139,173,80.3797,24.4094,224.1935,124.4604
2019/2020,Female,all,NABTEB,lga,Gagarawa,North West,Jigawa,Gagarawa,,,105,88,88,17,17,88,83.8095,19.3182,100.0,517.6471
2019/2020,Female,all,NABTEB,lga,Garki,North West,Jigawa,Garki,,,194,87,87,45,57,45,44.8454,51.7241,126.6667,78.9474
2019/2020,Female,all,NABTEB,lga,Gumel,North West,Jigawa,Gumel,,,181,113,115,33,33,18,62.4309,28.6957,100.0,54.5455
2019/2020,Female,all,NABTEB,lga,Guri,North West,Jigawa,Guri,,,165,114,107,29,27,2,69.0909,27.1028,93.1034,7.4074
2019/2020,Female,all,NABTEB,lga,Gwaram,North West,Jigawa,Gwaram,,,432,216,216,95,62,62,50.0,43.9815,65.2632,100.0
2019/2020,Female,all,NABTEB,lga,Gwiwa,North West,Jigawa,Gwiwa,,,186,85,85,69,62,62,45.6989,81.1765,89.8551,100.0
2019/2020,Female,all,NABTEB,lga,Hadejia,North West,Jigawa,Hadejia,,,171,116,116,55,40,0,67.8363,47.4138,72.7273,0.0
2019/2020,Female,all,NABTEB,lga,Jahun,North West,Jigawa,Jahun,,,348,196,220,95,71,68,56.3218,43.1818,74.7368,95.7746
2019/2020,Female,all,NABTEB,lga,Kafin-Hausa,North West,Jigawa,Kafin-Hausa,,,463,310,281,144,125,145,66.9546,51.2456,86.8056,116.0
2019/2020,Female,all,NABTEB,lga,Kaugawa,North West,Jigawa,Kaugawa,,,174,147,147,27,53,27,84.4828,18.3673,196.2963,50.9434
2019/2020,Female,all,NABTEB,lga,Kazaure,North West,Jigawa,Kazaure,,,126,91,91,35,35,35,72.2222,38.4615,100.0,100.0
2019/2020,Female,all,NABTEB,lga,Kirikasamma,North West,Jigawa,Kirikasamma,,,316,192,192,131,124,62,60.7595,68.2292,94.6565,50.0
2019/2020,Female,all,NABTEB,lga,Kiyawa,North West,Jigawa,Kiyawa,,,206,204,185,62,124,62,99.0291,33.5135,200.0,50.0
