session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Abakpa Ii,South East,Enugu,Enugu East,Abakpa Ii,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Amorji,South East,Enugu,Enugu East,Amorji,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Mbulu-Njodo West,South East,Enugu,Enugu East,Mbulu-Njodo West,,44.0,2,22.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Mbuluowehe,South East,Enugu,Enugu East,Mbuluowehe,,11.0,1,11.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Independence Layout,South East,Enugu,Enugu North,Independence Layout,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,New Haven,South East,Enugu,Enugu North,New Haven,,32.0,2,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ogui New Layout,South East,Enugu,Enugu North,Ogui New Layout,,53.0,3,17.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Umunevo,South East,Enugu,Enugu North,Umunevo,,11.0,1,11.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Amechi I,South East,Enugu,Enugu South,Amechi I,,22.0,2,11.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Abakpa Ii,South East,Enugu,Enugu East,Abakpa Ii,,42.0,2,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ibagwa-Nike/Edem,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,,32.0,1,32.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Mbulu-Njodo East,South East,Enugu,Enugu East,Mbulu-Njodo East,,22.0,1,22.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Mbulu-Njodo West,South East,Enugu,Enugu East,Mbulu-Njodo West,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Mbuluiyiukwu,South East,Enugu,Enugu East,Mbuluiyiukwu,,11.0,1,11.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Mbuluowehe,South East,Enugu,Enugu East,Mbuluowehe,,64.0,4,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ugwugo Nike,South East,Enugu,Enugu East,Ugwugo Nike,,43.0,2,21.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Umuchigbo,South East,Enugu,Enugu East,Umuchigbo,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Umuenwene,South East,Enugu,Enugu East,Umuenwene,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,China Town,South East,Enugu,Enugu North,China Town,,128.0,6,21.3333
