session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,45.0,2,22.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,28.0,1,28.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Anwain,South South,Edo,Etsako West,Anwain,,46.0,2,23.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Auchi,South South,Edo,Etsako West,Auchi,,28.0,1,28.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,72.0,4,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,64.0,4,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Emai II,South South,Edo,Owan East,Emai II,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Igue/Ikao,South South,Edo,Owan East,Igue/Ikao,,45.0,3,15.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,36.0,2,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Anwain,South South,Edo,Etsako West,Anwain,,46.0,3,15.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Auchi,South South,Edo,Etsako West,Auchi,,72.0,4,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Auchi I,South South,Edo,Etsako West,Auchi I,,72.0,5,14.4
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Gra/Etete,South South,Edo,Oredo,Gra/Etete,,72.0,4,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ibiwe/ Iwegie/ Ugbague,South South,Edo,Oredo,Ibiwe/ Iwegie/ Ugbague,,99.0,6,16.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,South South,Edo,Oredo,Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road,,45.0,2,22.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Emai II,South South,Edo,Owan East,Emai II,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Igue/Ikao,South South,Edo,Owan East,Igue/Ikao,,54.0,3,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Ewu I,South South,Edo,Esan Central,Ewu I,,72.0,3,24.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Ewu II,South South,Edo,Esan Central,Ewu II,,36.0,2,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Ikekato,South South,Edo,Esan Central,Ikekato,,54.0,4,13.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Anwain,South South,Edo,Etsako West,Anwain,,28.0,1,28.0
