session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,59.0,3,19.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Aba River,South East,Abia,Aba South,Aba River,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,ward,Amakama,South East,Abia,Umuahia South,Amakama,,30.0,2,15.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,30.0,2,15.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Aba River,South East,Abia,Aba South,Aba River,,109.0,5,21.8
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,60.0,3,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Asa,South East,Abia,Aba South,Asa,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,60.0,3,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,60.0,3,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,70.0,4,17.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,98.0,4,24.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,ward,Amakama,South East,Abia,Umuahia South,Amakama,,70.0,4,17.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,78.0,3,26.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,29.0,1,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Asa,South East,Abia,Aba South,Asa,,40.0,2,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,60.0,3,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,49.0,2,24.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,49.0,2,24.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,60.0,3,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,68.0,3,22.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,ward,Amakama,South East,Abia,Umuahia South,Amakama,,80.0,5,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,ward,Asa,South East,Abia,Aba South,Asa,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,40.0,2,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,87.0,3,29.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Aba River,South East,Abia,Aba South,Aba River,,80.0,4,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Asa,South East,Abia,Aba South,Asa,,49.0,2,24.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Afugiri,South East,Abia,Umuahia North,Afugiri,,69.0,3,23.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,30.0,2,15.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,69.0,4,17.25
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,49.0,2,24.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,ward,Amakama,South East,Abia,Umuahia South,Amakama,,40.0,2,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,40.0,2,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,50.0,3,16.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,59.0,3,19.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Ahiaukwu  I,South East,Abia,Umuahia South,Ahiaukwu  I,,59.0,3,19.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,20.0,1,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,ward,Amakama,South East,Abia,Umuahia South,Amakama,,30.0,2,15.0
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,347.0,13,26.6923
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,196.0,7,28.0
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,106.0,4,26.5
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,302.0,11,27.4545
2019/2020,Female,all,Private,JSS,,,Unqualified,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,76.0,3,25.3333
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,317.0,11,28.8182
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,211.0,8,26.375
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Asa,South East,Abia,Aba South,Asa,,287.0,10,28.7
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,211.0,8,26.375
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,317.0,12,26.4167
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,272.0,10,27.2
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,121.0,4,30.25
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,317.0,11,28.8182
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Eziama,South East,Abia,Aba North,Eziama,,166.0,6,27.6667
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,317.0,11,28.8182
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,317.0,11,28.8182
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Arochukwu III,South East,Abia,Arochukwu,Arochukwu III,,121.0,4,30.25
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Ibeku East I,South East,Abia,Umuahia North,Ibeku East I,,257.0,9,28.5556
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,ward,Ahiaukwu  II,South East,Abia,Umuahia South,Ahiaukwu  II,,332.0,12,27.6667
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,91.0,3,30.3333
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,227.0,8,28.375
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,91.0,3,30.3333
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Ariaria Market,South East,Abia,Aba North,Ariaria Market,,242.0,9,26.8889
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Eziama,South East,Abia,Aba North,Eziama,,136.0,5,27.2
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Asa,South East,Abia,Aba South,Asa,,453.0,17,26.6471
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Arochukwu I,South East,Abia,Arochukwu,Arochukwu I,,302.0,11,27.4545
2019/2020,Female,all,Private,JSS,,NCE,Qualified,ward,Ibeku East II,South East,Abia,Umuahia North,Ibeku East II,,544.0,20,27.2
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Industrial Area,South East,Abia,Aba North,Industrial Area,,272.0,10,27.2
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Aba Town Hall,South East,Abia,Aba South,Aba Town Hall,,469.0,17,27.5882
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,ward,Arochukwu II,South East,Abia,Arochukwu,Arochukwu II,,438.0,16,27.375
