session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Female,ALL,NABTEB,Polytechnic,10,24,29,43,38,0,1.7,2,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Female,ALL,NECO,Polytechnic,16,41,49,87,84,0,1.6,3,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Female,ALL,WAEC,Polytechnic,22,58,68,139,121,0,1.6,4,0,0,6
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Female,Disabled,NABTEB,Polytechnic,1,0,3,6,3,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Female,Disabled,NECO,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Female,Disabled,WAEC,Polytechnic,2,3,6,9,6,0,1.6,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,ALL,NABTEB,Polytechnic,8,24,26,43,38,0,1.7,1,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,ALL,NECO,Polytechnic,16,41,45,75,72,0,1.6,3,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,ALL,WAEC,Polytechnic,20,51,55,95,87,0,1.6,4,0,0,3
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,Disabled,NABTEB,Polytechnic,1,3,3,6,3,0,1.7,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,Disabled,NECO,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Community Secondary School, Akwukwu",Male,Disabled,WAEC,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,ALL,NABTEB,College of Education,4,10,13,20,14,0,1.8,1,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,ALL,NECO,College of Education,8,20,23,29,26,0,1.8,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,ALL,WAEC,College of Education,12,31,32,43,40,0,1.8,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Disabled,NABTEB,College of Education,1,0,3,3,0,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Disabled,NECO,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Female,Disabled,WAEC,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,ALL,NABTEB,College of Education,4,10,13,14,12,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,ALL,NECO,College of Education,7,20,23,29,26,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,ALL,WAEC,College of Education,11,27,29,40,38,0,1.8,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Disabled,NABTEB,College of Education,1,0,0,3,0,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Disabled,NECO,College of Education,1,0,3,3,0,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Comprehensive High School, Akwukwu",Male,Disabled,WAEC,College of Education,1,0,3,3,0,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,ALL,NABTEB,College of Education,8,24,23,20,14,0,1.8,1,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,ALL,NECO,College of Education,16,41,45,43,40,0,1.8,3,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,ALL,WAEC,College of Education,20,51,52,58,52,0,1.8,4,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Disabled,NABTEB,College of Education,1,0,3,3,0,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Disabled,NECO,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Female,Disabled,WAEC,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,ALL,NABTEB,College of Education,7,17,19,20,14,0,1.8,2,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,ALL,NECO,College of Education,14,38,36,35,32,0,1.8,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,ALL,WAEC,College of Education,18,48,49,63,58,0,1.8,3,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Disabled,NABTEB,College of Education,1,0,0,0,0,0,1.8,1,0,0,0
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Disabled,NECO,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Government Secondary School, Akwukwu",Male,Disabled,WAEC,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,ALL,NABTEB,College of Education,8,24,26,26,20,0,1.8,1,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,ALL,NECO,College of Education,17,44,45,46,43,0,1.8,3,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,ALL,WAEC,College of Education,20,51,55,72,61,0,1.8,4,0,0,4
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Disabled,NABTEB,College of Education,1,0,3,3,0,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Disabled,NECO,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Female,Disabled,WAEC,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,ALL,NABTEB,College of Education,8,24,26,29,26,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,ALL,NECO,College of Education,17,41,45,46,43,0,1.8,4,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,ALL,WAEC,College of Education,21,55,58,72,66,0,1.8,4,0,0,2
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Disabled,NABTEB,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Disabled,NECO,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Akwukwu,"Unity College, Oshimili North",Male,Disabled,WAEC,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,ALL,NABTEB,Polytechnic,4,10,13,20,17,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,ALL,NECO,Polytechnic,8,20,26,46,43,0,1.6,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,ALL,WAEC,Polytechnic,11,27,32,63,61,0,1.6,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Disabled,NABTEB,Polytechnic,1,0,0,6,3,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Disabled,NECO,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Female,Disabled,WAEC,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,ALL,NABTEB,Polytechnic,4,10,10,20,17,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,ALL,NECO,Polytechnic,7,17,23,46,43,0,1.6,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,ALL,WAEC,Polytechnic,10,24,26,58,52,0,1.6,2,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Disabled,NABTEB,Polytechnic,1,0,0,6,3,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Disabled,NECO,Polytechnic,1,0,3,6,3,0,1.6,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Community Secondary School, Ebu",Male,Disabled,WAEC,Polytechnic,1,0,3,6,3,0,1.6,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,ALL,NABTEB,Polytechnic,5,14,13,20,17,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,ALL,NECO,Polytechnic,10,24,26,35,29,0,1.6,2,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,ALL,WAEC,Polytechnic,12,31,32,52,46,0,1.6,2,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Disabled,NABTEB,Polytechnic,1,0,0,6,3,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Disabled,NECO,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Female,Disabled,WAEC,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,ALL,NABTEB,Polytechnic,4,10,10,6,3,0,1.7,1,0,1,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,ALL,NECO,Polytechnic,7,20,19,29,23,0,1.6,1,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,ALL,WAEC,Polytechnic,10,24,26,43,40,0,1.6,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Disabled,NABTEB,Polytechnic,1,0,0,0,0,0,1.7,1,0,0,0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Disabled,NECO,Polytechnic,1,0,0,0,0,0,1.6,1,0,0,0
2022/2023,South South,Delta,Oshimili North,Ebu,"Comprehensive High School, Ebu",Male,Disabled,WAEC,Polytechnic,1,0,3,6,3,0,1.6,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,ALL,NABTEB,University,8,20,26,387,349,39,1.6,2,0,0,13
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,ALL,NECO,University,16,41,45,678,673,0,1.5,3,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,ALL,WAEC,University,21,55,62,912,846,78,1.5,4,0,0,23
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Disabled,NABTEB,University,1,3,3,40,38,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Disabled,NECO,University,1,3,3,40,38,0,1.5,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Female,Disabled,WAEC,University,2,3,6,84,69,0,1.5,1,0,0,5
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,ALL,NABTEB,University,7,20,23,317,277,39,1.6,1,0,0,14
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,ALL,NECO,University,14,34,39,554,540,0,1.5,3,0,0,5
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,ALL,WAEC,University,19,48,55,857,730,155,1.5,4,0,0,44
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Disabled,NABTEB,University,1,3,3,40,38,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Disabled,NECO,University,1,3,3,40,38,0,1.5,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Government Secondary School, Ebu",Male,Disabled,WAEC,University,1,3,3,40,35,0,1.5,0,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,ALL,NABTEB,College of Education,10,24,26,26,20,0,1.8,2,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,ALL,NECO,College of Education,17,44,45,46,43,0,1.8,3,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,ALL,WAEC,College of Education,23,61,65,66,61,0,1.8,4,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Disabled,NABTEB,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Disabled,NECO,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Female,Disabled,WAEC,College of Education,2,3,6,6,3,0,1.8,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,ALL,NABTEB,College of Education,8,20,26,20,14,0,1.8,2,0,1,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,ALL,NECO,College of Education,17,41,45,43,40,0,1.8,4,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,ALL,WAEC,College of Education,20,55,55,58,52,0,1.8,3,0,0,2
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Disabled,NABTEB,College of Education,1,0,0,0,0,0,1.8,1,0,0,0
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Disabled,NECO,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ebu,"Unity College, Oshimili North",Male,Disabled,WAEC,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,ALL,NABTEB,University,10,24,29,387,349,39,1.6,2,0,0,13
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,ALL,NECO,University,18,48,49,678,612,78,1.5,3,0,0,23
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,ALL,WAEC,University,20,51,58,802,730,78,1.5,4,0,0,25
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,Disabled,NABTEB,University,1,3,3,52,43,0,1.6,0,0,0,3
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,Disabled,NECO,University,1,3,3,40,38,0,1.5,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Female,Disabled,WAEC,University,2,3,3,40,35,0,1.5,1,0,0,2
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,ALL,NABTEB,University,10,24,26,317,277,39,1.6,2,0,0,14
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,ALL,NECO,University,16,41,42,485,468,0,1.5,3,0,0,6
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,ALL,WAEC,University,20,55,55,747,673,78,1.5,3,0,0,26
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,Disabled,NABTEB,University,1,3,3,40,38,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,Disabled,NECO,University,1,3,3,40,38,0,1.5,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Community Secondary School, Ibusa  I",Male,Disabled,WAEC,University,2,3,3,40,35,0,1.5,1,0,0,2
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,ALL,NABTEB,Polytechnic,7,17,23,43,38,0,1.7,2,0,0,2
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,ALL,NECO,Polytechnic,14,34,39,66,64,0,1.6,3,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,ALL,WAEC,Polytechnic,22,58,68,127,115,0,1.6,4,0,0,4
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,Disabled,NABTEB,Polytechnic,1,0,3,6,3,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,Disabled,NECO,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Female,Disabled,WAEC,Polytechnic,2,3,6,9,6,0,1.6,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,ALL,NABTEB,Polytechnic,6,17,19,35,32,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,ALL,NECO,Polytechnic,13,34,39,61,58,0,1.6,2,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,ALL,WAEC,Polytechnic,19,48,58,113,101,0,1.6,4,0,0,4
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,Disabled,NABTEB,Polytechnic,1,0,0,6,3,0,1.7,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,Disabled,NECO,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Comprehensive High School, Ibusa  I",Male,Disabled,WAEC,Polytechnic,1,3,3,6,3,0,1.6,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,ALL,NABTEB,University,4,10,10,193,191,0,1.6,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,ALL,NECO,University,8,20,23,303,263,39,1.5,2,0,0,14
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,ALL,WAEC,University,11,27,26,401,364,39,1.5,2,0,0,13
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,Disabled,NABTEB,University,1,3,3,52,43,0,1.6,0,0,0,3
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,Disabled,NECO,University,1,3,3,40,38,0,1.5,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Female,Disabled,WAEC,University,1,3,3,40,35,0,1.5,0,0,0,2
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,ALL,NABTEB,University,4,10,10,124,121,0,1.6,1,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,ALL,NECO,University,10,24,26,372,335,39,1.5,2,0,0,13
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,ALL,WAEC,University,12,31,32,456,424,39,1.5,2,0,0,11
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,Disabled,NABTEB,University,1,0,3,0,0,0,1.6,1,0,1,0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,Disabled,NECO,University,1,3,3,40,38,0,1.5,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Government Secondary School, Ibusa  I",Male,Disabled,WAEC,University,1,3,3,40,35,0,1.5,0,0,0,2
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,ALL,NABTEB,College of Education,8,20,23,14,12,0,1.8,2,0,2,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,ALL,NECO,College of Education,16,41,45,46,43,0,1.8,3,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,ALL,WAEC,College of Education,20,51,55,58,52,0,1.8,4,0,0,2
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,Disabled,NABTEB,College of Education,1,3,3,0,0,0,1.8,0,0,1,0
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,Disabled,NECO,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Female,Disabled,WAEC,College of Education,1,3,3,3,0,0,1.8,0,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,ALL,NABTEB,College of Education,8,24,23,20,14,0,1.8,1,0,0,2
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,ALL,NECO,College of Education,18,48,49,46,43,0,1.8,3,0,0,1
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,ALL,WAEC,College of Education,21,55,55,63,58,0,1.8,4,0,0,2
2022/2023,South South,Delta,Oshimili North,Ibusa  I,"Unity College, Oshimili North",Male,Disabled,NABTEB,College of Education,1,0,0,0,0,0,1.8,1,0,0,0
