session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NABTEB,Polytechnic,10,26,28,12,11,0,1.7,4,0,10,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NECO,Polytechnic,19,49,58,21,18,0,1.6,9,0,25,2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,WAEC,Polytechnic,26,68,76,33,30,0,1.6,11,0,28,3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Disabled,NABTEB,Polytechnic,1,1,1,1,0,0,1.7,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Disabled,NECO,Polytechnic,1,4,6,2,1,0,1.6,0,0,2,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Disabled,WAEC,Polytechnic,2,6,6,1,0,0,1.6,0,0,3,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,ALL,NABTEB,Polytechnic,9,22,24,12,11,0,1.7,4,0,7,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,ALL,NECO,Polytechnic,13,33,37,21,20,0,1.6,6,0,10,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,ALL,WAEC,Polytechnic,21,54,61,34,33,0,1.6,10,0,16,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Disabled,NABTEB,Polytechnic,0,1,1,1,0,0,1.7,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Disabled,NECO,Polytechnic,1,3,3,2,1,0,1.6,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Disabled,WAEC,Polytechnic,2,4,6,2,1,0,1.6,1,0,2,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,ALL,NABTEB,University,7,19,19,17,16,0,1.6,3,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,ALL,NECO,University,15,41,44,49,46,0,1.5,6,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,ALL,WAEC,University,18,47,48,47,46,0,1.5,8,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Disabled,NABTEB,University,1,3,3,4,2,0,1.6,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Disabled,NECO,University,1,3,3,5,4,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Disabled,WAEC,University,1,3,3,4,2,0,1.5,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,ALL,NABTEB,University,7,17,19,23,22,0,1.6,3,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,ALL,NECO,University,13,33,36,42,39,0,1.5,6,0,0,2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,ALL,WAEC,University,16,42,43,63,57,0,1.5,7,0,0,5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Disabled,NABTEB,University,0,1,1,2,1,0,1.6,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Disabled,NECO,University,1,3,3,5,4,0,1.5,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Disabled,WAEC,University,1,3,3,4,2,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,ALL,NABTEB,College of Education,6,16,17,2,1,0,1.8,3,0,10,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,ALL,NECO,College of Education,12,31,32,6,5,0,1.8,6,0,18,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,ALL,WAEC,College of Education,14,36,42,7,6,0,1.8,6,0,24,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Disabled,NABTEB,College of Education,1,3,3,0,0,0,1.8,0,0,2,0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Disabled,NECO,College of Education,1,3,3,1,0,0,1.8,1,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Disabled,WAEC,College of Education,1,3,4,0,0,0,1.8,1,0,3,0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Male,ALL,NABTEB,College of Education,5,12,12,2,1,0,1.8,2,0,7,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Male,ALL,NECO,College of Education,9,22,24,6,5,0,1.8,4,0,12,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Male,ALL,WAEC,College of Education,11,29,33,6,5,0,1.8,5,0,19,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Male,Disabled,NABTEB,College of Education,0,1,1,0,0,0,1.8,0,0,1,0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Male,Disabled,NECO,College of Education,1,1,1,1,0,0,1.8,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Male,Disabled,WAEC,College of Education,1,3,3,0,0,0,1.8,1,0,2,0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Female,ALL,NABTEB,University,10,25,28,28,25,0,1.6,5,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Female,ALL,NECO,University,18,45,53,73,65,0,1.5,8,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Female,ALL,WAEC,University,25,64,68,90,85,0,1.5,11,0,0,4
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Female,Disabled,NABTEB,University,1,1,1,4,2,0,1.6,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Female,Disabled,NECO,University,1,3,4,5,4,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Female,Disabled,WAEC,University,2,6,7,7,6,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Male,ALL,NABTEB,University,7,19,21,27,23,0,1.6,3,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Male,ALL,NECO,University,16,41,43,68,60,0,1.5,7,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Male,ALL,WAEC,University,20,52,60,95,90,0,1.5,9,0,0,4
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Male,Disabled,NABTEB,University,0,1,1,4,2,0,1.6,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Male,Disabled,NECO,University,1,3,4,5,4,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Unity College, Abakaliki",Male,Disabled,WAEC,University,1,4,4,4,2,0,1.5,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Female,ALL,NABTEB,College of Education,6,16,17,2,1,0,1.8,3,0,10,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Female,ALL,NECO,College of Education,10,28,29,5,4,0,1.8,4,0,17,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Female,ALL,WAEC,College of Education,13,32,36,5,4,0,1.8,6,0,22,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Female,Disabled,NABTEB,College of Education,1,3,3,0,0,0,1.8,0,0,2,0
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Female,Disabled,NECO,College of Education,1,3,3,1,0,0,1.8,0,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Female,Disabled,WAEC,College of Education,1,3,4,0,0,0,1.8,1,0,3,0
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Male,ALL,NABTEB,College of Education,5,15,15,2,1,0,1.8,2,0,9,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Male,ALL,NECO,College of Education,9,23,26,6,5,0,1.8,4,0,14,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Male,ALL,WAEC,College of Education,11,29,30,6,5,0,1.8,5,0,17,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Male,Disabled,NABTEB,College of Education,0,1,1,0,0,0,1.8,0,0,1,0
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Male,Disabled,NECO,College of Education,1,1,1,1,0,0,1.8,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Community Secondary School, Abaomege",Male,Disabled,WAEC,College of Education,1,1,1,0,0,0,1.8,1,0,1,0
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Female,ALL,NABTEB,University,15,39,43,33,30,0,1.6,7,0,4,3
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Female,ALL,NECO,University,24,63,65,68,60,0,1.5,10,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Female,ALL,WAEC,University,41,105,115,127,113,17,1.5,18,0,0,11
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Female,Disabled,NABTEB,University,1,4,6,4,2,0,1.6,0,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Female,Disabled,NECO,University,2,6,7,5,4,0,1.5,1,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Female,Disabled,WAEC,University,4,9,10,7,6,0,1.5,2,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Male,ALL,NABTEB,University,11,28,29,33,30,0,1.6,5,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Male,ALL,NECO,University,19,48,50,73,65,0,1.5,8,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Male,ALL,WAEC,University,27,68,77,105,97,0,1.5,12,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Male,Disabled,NABTEB,University,1,3,4,4,2,0,1.6,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Male,Disabled,NECO,University,2,4,6,5,4,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Comprehensive High School, Abaomege",Male,Disabled,WAEC,University,3,6,8,7,6,0,1.5,2,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Female,ALL,NABTEB,University,12,31,35,33,30,0,1.6,5,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Female,ALL,NECO,University,20,52,58,68,60,0,1.5,9,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Female,ALL,WAEC,University,33,84,93,100,90,17,1.5,14,0,0,8
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Female,Disabled,NABTEB,University,1,3,4,4,2,0,1.6,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Female,Disabled,NECO,University,2,6,6,5,4,0,1.5,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Female,Disabled,WAEC,University,3,9,10,7,6,0,1.5,1,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Male,ALL,NABTEB,University,9,23,25,28,25,0,1.6,4,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Male,ALL,NECO,University,16,42,46,60,53,0,1.5,7,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Male,ALL,WAEC,University,23,58,61,95,90,0,1.5,10,0,0,4
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Male,Disabled,NABTEB,University,1,1,3,4,2,0,1.6,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Male,Disabled,NECO,University,1,4,4,5,4,0,1.5,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Government Secondary School, Abaomege",Male,Disabled,WAEC,University,2,6,6,7,6,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Female,ALL,NABTEB,University,15,38,42,41,37,0,1.6,7,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Female,ALL,NECO,University,26,68,71,68,60,0,1.5,11,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Female,ALL,WAEC,University,33,84,84,95,85,17,1.5,14,0,0,8
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Female,Disabled,NABTEB,University,1,3,4,4,2,0,1.6,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Female,Disabled,NECO,University,2,6,6,5,4,0,1.5,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Female,Disabled,WAEC,University,3,7,7,7,6,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Male,ALL,NABTEB,University,11,29,33,33,30,0,1.6,5,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Male,ALL,NECO,University,18,47,50,68,60,0,1.5,8,0,0,6
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Male,ALL,WAEC,University,25,64,64,80,69,17,1.5,11,0,0,9
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Male,Disabled,NABTEB,University,1,1,1,4,2,0,1.6,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Male,Disabled,NECO,University,1,4,4,5,4,0,1.5,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abaomege,"Unity College, Abakaliki",Male,Disabled,WAEC,University,2,6,6,4,2,0,1.5,0,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Female,ALL,NABTEB,Polytechnic,12,31,39,15,14,0,1.7,6,0,16,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Female,ALL,NECO,Polytechnic,28,71,79,36,32,0,1.6,12,0,28,3
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Female,ALL,WAEC,Polytechnic,30,77,86,38,36,0,1.6,13,0,31,2
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Female,Disabled,NABTEB,Polytechnic,1,3,4,1,0,0,1.7,1,0,2,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Female,Disabled,NECO,Polytechnic,2,6,7,2,1,0,1.6,1,0,3,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Female,Disabled,WAEC,Polytechnic,2,6,7,2,1,0,1.6,1,0,3,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Male,ALL,NABTEB,Polytechnic,10,26,30,15,14,0,1.7,5,0,10,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Male,ALL,NECO,Polytechnic,22,57,62,34,31,0,1.6,10,0,17,3
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Male,ALL,WAEC,Polytechnic,24,63,68,37,34,0,1.6,11,0,19,2
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Male,Disabled,NABTEB,Polytechnic,1,1,3,1,0,0,1.7,1,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Male,Disabled,NECO,Polytechnic,2,4,6,2,1,0,1.6,1,0,2,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Community Secondary School, Abofia",Male,Disabled,WAEC,Polytechnic,2,6,6,2,1,0,1.6,1,0,2,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Female,ALL,NABTEB,Polytechnic,12,31,39,15,14,0,1.7,6,0,16,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Female,ALL,NECO,Polytechnic,26,67,77,36,32,0,1.6,12,0,27,3
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Female,ALL,WAEC,Polytechnic,33,86,100,44,39,0,1.6,15,0,36,4
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Female,Disabled,NABTEB,Polytechnic,1,3,3,1,0,0,1.7,0,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Female,Disabled,NECO,Polytechnic,1,4,6,2,1,0,1.6,0,0,2,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Female,Disabled,WAEC,Polytechnic,2,4,6,1,0,0,1.6,1,0,3,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Male,ALL,NABTEB,Polytechnic,11,28,30,15,14,0,1.7,5,0,10,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Male,ALL,NECO,Polytechnic,24,63,66,38,34,0,1.6,10,0,17,3
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Male,ALL,WAEC,Polytechnic,33,86,100,53,49,0,1.6,15,0,29,3
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Male,Disabled,NABTEB,Polytechnic,1,1,3,1,0,0,1.7,1,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Male,Disabled,NECO,Polytechnic,1,4,4,2,1,0,1.6,0,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Comprehensive High School, Abofia",Male,Disabled,WAEC,Polytechnic,2,6,6,2,1,0,1.6,0,0,2,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Female,ALL,NABTEB,University,8,20,24,28,25,0,1.6,3,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Female,ALL,NECO,University,15,41,44,60,59,0,1.5,6,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Female,ALL,WAEC,University,19,48,55,74,69,0,1.5,8,0,0,4
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Female,Disabled,NABTEB,University,1,3,3,4,2,0,1.6,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Female,Disabled,NECO,University,1,3,3,5,4,0,1.5,1,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Female,Disabled,WAEC,University,1,4,4,4,2,0,1.5,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Male,ALL,NABTEB,University,6,15,18,28,25,0,1.6,3,0,0,3
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Male,ALL,NECO,University,12,31,37,60,59,0,1.5,5,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Male,ALL,WAEC,University,14,35,42,63,57,0,1.5,7,0,0,5
2022/2023,South East,Ebonyi,Abakaliki,Abofia,"Government Secondary School, Abofia",Male,Disabled,NABTEB,University,0,1,1,4,2,0,1.6,0,0,0,1
