session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,NABTEB,University,36,94,108,131,121,19,1.6,14,0,0,7
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,NECO,University,77,199,228,311,289,19,1.5,30,0,0,16
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,ALL,WAEC,University,101,260,303,396,359,37,1.5,40,0,0,27
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,NABTEB,University,3,8,9,14,13,0,1.6,1,0,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,NECO,University,7,16,20,24,22,0,1.5,3,0,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Disabled,WAEC,University,8,21,25,24,21,0,1.5,3,0,0,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,NABTEB,University,34,87,100,149,140,0,1.6,13,0,0,6
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,NECO,University,69,178,205,315,308,0,1.5,27,0,0,5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,ALL,WAEC,University,82,210,236,352,313,37,1.5,32,0,0,28
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NABTEB,University,3,8,8,14,13,0,1.6,1,0,0,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,NECO,University,6,15,17,14,13,0,1.5,2,0,1,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Disabled,WAEC,University,7,18,19,24,21,0,1.5,2,0,0,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NABTEB,Polytechnic,24,62,61,11,10,0,1.7,10,0,31,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,NECO,Polytechnic,45,117,120,22,21,0,1.6,17,0,61,1
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,ALL,WAEC,Polytechnic,67,173,180,33,31,0,1.6,27,0,91,2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Disabled,NABTEB,Polytechnic,3,7,6,1,0,0,1.7,1,0,3,1
