session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,NABTEB,University,46,118,124,100,85,15,1.6,23,0,10,13
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,NECO,University,89,229,261,198,184,15,1.5,44,0,31,13
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,ALL,WAEC,University,123,317,330,225,215,15,1.5,61,0,62,9
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,Disabled,NABTEB,University,4,10,10,15,13,0,1.6,2,0,0,2
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,Disabled,NECO,University,7,18,24,12,11,0,1.5,4,0,8,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Female,Disabled,WAEC,University,11,27,30,22,21,0,1.5,5,0,4,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,NABTEB,University,45,115,124,100,85,15,1.6,23,0,10,13
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,NECO,University,78,199,214,177,166,15,1.5,39,0,12,10
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,ALL,WAEC,University,114,294,301,211,197,15,1.5,56,0,51,13
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,Disabled,NABTEB,University,4,9,9,15,13,0,1.6,2,0,0,2
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,Disabled,NECO,University,6,17,16,12,11,0,1.5,3,0,2,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Community Secondary School, Ward I N2",Male,Disabled,WAEC,University,9,25,24,12,11,0,1.5,4,0,8,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NABTEB,College of Education,28,73,76,18,17,0,1.8,14,0,45,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,NECO,College of Education,52,135,156,35,31,0,1.8,26,0,93,4
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,ALL,WAEC,College of Education,65,169,185,44,38,0,1.8,32,0,109,6
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NABTEB,College of Education,4,10,10,6,4,0,1.8,2,0,3,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,NECO,College of Education,4,10,14,4,3,0,1.8,2,0,7,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Female,Disabled,WAEC,College of Education,6,16,16,4,3,0,1.8,3,0,9,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NABTEB,College of Education,23,59,68,18,17,0,1.8,12,0,39,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,NECO,College of Education,39,101,108,30,24,0,1.8,18,0,60,5
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,ALL,WAEC,College of Education,62,160,184,44,43,0,1.8,30,0,108,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NABTEB,College of Education,4,9,9,6,4,0,1.8,2,0,2,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,NECO,College of Education,4,9,12,4,3,0,1.8,2,0,6,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Comprehensive High School, Ward I N2",Male,Disabled,WAEC,College of Education,6,14,15,4,3,0,1.8,3,0,8,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NABTEB,University,68,175,194,138,129,15,1.6,33,0,31,8
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,NECO,University,147,379,444,336,286,60,1.5,73,0,53,45
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,ALL,WAEC,University,179,461,499,406,372,30,1.5,88,0,34,31
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NABTEB,University,6,16,16,15,13,0,1.6,3,0,0,2
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,NECO,University,12,30,37,29,24,0,1.5,7,0,4,4
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Female,Disabled,WAEC,University,16,42,47,22,21,0,1.5,8,0,18,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NABTEB,University,68,175,192,138,129,15,1.6,33,0,29,8
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,NECO,University,131,339,365,298,269,30,1.5,64,0,24,26
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,ALL,WAEC,University,158,407,451,371,358,15,1.5,78,0,27,11
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NABTEB,University,6,14,20,15,13,0,1.6,3,0,2,2
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,NECO,University,12,30,32,29,24,0,1.5,7,0,0,4
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Government Secondary School, Ward I N2",Male,Disabled,WAEC,University,15,39,42,22,21,0,1.5,8,0,14,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NABTEB,University,59,153,173,116,107,15,1.6,29,0,34,8
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,NECO,University,121,311,345,259,229,30,1.5,59,0,43,27
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,ALL,WAEC,University,164,423,452,323,304,15,1.5,80,0,71,17
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Disabled,NABTEB,University,4,10,10,15,13,0,1.6,2,0,0,2
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Disabled,NECO,University,9,22,24,15,13,0,1.5,4,0,5,2
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Female,Disabled,WAEC,University,11,27,30,12,11,0,1.5,5,0,13,1
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,ALL,NABTEB,University,60,154,166,100,85,15,1.6,29,0,43,13
2022/2023,South West,Oyo,Ibadan North,Ward I N2,"Unity College, Ibadan North",Male,ALL,NECO,University,134,345,381,277,247,30,1.5,66,0,56,27
