session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,ALL,NABTEB,College of Education,17,44,46,52,47,0,1.8,5,0,0,3
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,ALL,NECO,College of Education,28,69,70,80,72,0,1.8,10,0,0,5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,ALL,WAEC,College of Education,41,106,116,130,117,22,1.8,14,0,0,8
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,Disabled,NABTEB,College of Education,1,4,4,7,5,0,1.8,0,0,0,1
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,Disabled,NECO,College of Education,2,6,6,7,5,0,1.8,1,0,0,1
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,Disabled,WAEC,College of Education,3,8,7,7,5,0,1.8,1,0,0,1
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,ALL,NABTEB,College of Education,14,37,40,52,47,0,1.8,5,0,0,3
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,ALL,NECO,College of Education,27,69,77,88,78,0,1.8,9,0,0,6
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,ALL,WAEC,College of Education,38,96,105,130,117,22,1.8,13,0,0,8
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,Disabled,NABTEB,College of Education,1,2,2,7,5,0,1.8,1,0,0,1
