session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NABTEB,Polytechnic,23,59,68,1,0,0,1.7,9,0,40,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NECO,Polytechnic,41,106,113,3,1,0,1.6,15,0,66,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,WAEC,Polytechnic,56,146,156,4,3,0,1.6,20,0,91,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NABTEB,Polytechnic,2,5,7,0,0,0,1.7,1,0,4,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NECO,Polytechnic,4,9,10,0,0,0,1.6,2,0,6,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,WAEC,Polytechnic,5,12,13,0,0,0,1.6,2,0,8,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NABTEB,Polytechnic,34,85,101,1,0,0,1.7,13,0,60,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NECO,Polytechnic,54,139,162,3,1,0,1.6,20,0,96,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,WAEC,Polytechnic,78,202,225,4,3,0,1.6,29,0,133,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NABTEB,Polytechnic,3,7,7,0,0,0,1.7,1,0,4,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NECO,Polytechnic,5,12,15,0,0,0,1.6,2,0,9,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,WAEC,Polytechnic,6,16,17,0,0,0,1.6,2,0,10,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,NABTEB,College of Education,19,51,56,4,3,0,1.8,7,0,31,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,NECO,College of Education,41,104,116,7,6,0,1.8,15,0,65,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,WAEC,College of Education,48,124,141,10,9,0,1.8,18,0,78,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Disabled,NABTEB,College of Education,2,5,7,1,0,0,1.8,1,0,3,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Disabled,NECO,College of Education,4,10,13,0,0,0,1.8,2,0,8,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,Disabled,WAEC,College of Education,5,12,15,1,0,0,1.8,2,0,8,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,ALL,NABTEB,College of Education,20,52,58,4,3,0,1.8,7,0,32,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,ALL,NECO,College of Education,39,99,109,6,4,0,1.8,15,0,62,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,ALL,WAEC,College of Education,56,143,157,9,7,0,1.8,21,0,89,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Disabled,NABTEB,College of Education,2,5,7,1,0,0,1.8,1,0,3,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Disabled,NECO,College of Education,4,10,12,0,0,0,1.8,1,0,7,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Male,Disabled,WAEC,College of Education,5,14,15,0,0,0,1.8,2,0,9,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,ALL,NABTEB,College of Education,12,31,31,3,1,0,1.8,4,0,17,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,ALL,NECO,College of Education,20,51,56,3,1,0,1.8,8,0,32,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,ALL,WAEC,College of Education,28,73,83,6,4,0,1.8,10,0,46,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Disabled,NABTEB,College of Education,2,3,3,0,0,0,1.8,1,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Disabled,NECO,College of Education,2,3,5,0,0,0,1.8,1,0,3,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Female,Disabled,WAEC,College of Education,2,5,5,0,0,0,1.8,1,0,3,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,ALL,NABTEB,College of Education,15,37,38,1,0,0,1.8,6,0,22,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,ALL,NECO,College of Education,28,71,81,3,1,0,1.8,10,0,47,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,ALL,WAEC,College of Education,34,87,96,6,4,0,1.8,12,0,54,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Disabled,NABTEB,College of Education,2,5,5,0,0,0,1.8,0,0,3,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Disabled,NECO,College of Education,2,5,7,0,0,0,1.8,1,0,4,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Government Secondary School, Badau/Darhela",Male,Disabled,WAEC,College of Education,3,7,7,0,0,0,1.8,1,0,4,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,ALL,NABTEB,University,16,42,45,10,9,0,1.6,6,0,20,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,ALL,NECO,University,31,80,81,32,31,0,1.5,11,0,27,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,ALL,WAEC,University,41,104,113,41,40,0,1.5,15,0,40,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Disabled,NABTEB,University,2,3,3,0,0,0,1.6,1,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Disabled,NECO,University,2,5,7,3,1,0,1.5,1,0,2,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Female,Disabled,WAEC,University,3,7,7,3,1,0,1.5,1,0,2,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,ALL,NABTEB,University,17,44,45,10,9,0,1.6,6,0,20,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,ALL,NECO,University,31,82,83,19,16,0,1.5,11,0,37,2
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,ALL,WAEC,University,39,101,104,32,31,0,1.5,15,0,41,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Disabled,NABTEB,University,2,5,5,0,0,0,1.6,0,0,3,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Disabled,NECO,University,2,5,7,0,0,0,1.5,1,0,4,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Unity College, Bodinga",Male,Disabled,WAEC,University,3,7,8,3,1,0,1.5,1,0,3,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,ALL,NABTEB,University,24,61,68,28,24,0,1.6,9,0,22,3
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,ALL,NECO,University,38,98,108,46,40,0,1.5,14,0,34,4
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,ALL,WAEC,University,53,136,161,62,57,0,1.5,20,0,55,3
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Disabled,NABTEB,University,2,5,7,4,3,0,1.6,1,0,1,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Disabled,NECO,University,4,9,10,3,1,0,1.5,2,0,4,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Female,Disabled,WAEC,University,5,14,17,6,4,0,1.5,2,0,6,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,ALL,NABTEB,University,29,75,81,28,24,0,1.6,11,0,30,3
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,ALL,NECO,University,54,138,154,46,40,0,1.5,20,0,62,4
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,ALL,WAEC,University,78,202,230,82,77,0,1.5,29,0,83,4
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Disabled,NABTEB,University,3,7,7,4,3,0,1.6,1,0,1,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Disabled,NECO,University,5,12,15,4,3,0,1.5,2,0,6,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Community Secondary School, Bagarawa",Male,Disabled,WAEC,University,7,17,18,6,4,0,1.5,3,0,7,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,ALL,NABTEB,University,26,68,71,22,18,0,1.6,10,0,28,3
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,ALL,NECO,University,51,132,144,56,52,0,1.5,19,0,49,3
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,ALL,WAEC,University,62,160,174,69,63,0,1.5,23,0,58,4
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Disabled,NABTEB,University,2,7,7,0,0,0,1.6,0,0,4,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Disabled,NECO,University,5,12,13,3,1,0,1.5,2,0,6,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Female,Disabled,WAEC,University,5,14,15,6,4,0,1.5,2,0,5,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,ALL,NABTEB,University,30,77,78,22,18,0,1.6,11,0,32,3
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,ALL,NECO,University,51,132,149,41,35,0,1.5,19,0,62,4
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,ALL,WAEC,University,70,179,195,62,57,0,1.5,26,0,76,3
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Disabled,NABTEB,University,3,7,7,0,0,0,1.6,1,0,4,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Disabled,NECO,University,5,12,13,3,1,0,1.5,2,0,6,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Comprehensive High School, Bagarawa",Male,Disabled,WAEC,University,6,14,17,3,1,0,1.5,3,0,8,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,ALL,NABTEB,Polytechnic,17,44,50,0,0,0,1.7,7,0,30,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,ALL,NECO,Polytechnic,30,77,83,1,0,0,1.6,11,0,49,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,ALL,WAEC,Polytechnic,39,101,108,3,1,0,1.6,14,0,63,1
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Disabled,NABTEB,Polytechnic,2,3,3,0,0,0,1.7,1,0,2,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Disabled,NECO,Polytechnic,3,7,7,0,0,0,1.6,1,0,4,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Female,Disabled,WAEC,Polytechnic,4,10,12,0,0,0,1.6,1,0,7,0
2022/2023,North West,Sokoto,Bodinga,Bagarawa,"Government Secondary School, Bagarawa",Male,ALL,NABTEB,Polytechnic,18,47,51,0,0,0,1.7,6,0,31,0
