session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NABTEB,Polytechnic,29,76,87,2,1,0,1.7,25,0,118,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NECO,Polytechnic,49,126,138,3,2,0,1.6,42,0,187,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,WAEC,Polytechnic,65,166,182,4,3,0,1.6,55,0,246,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NABTEB,Polytechnic,2,5,6,0,0,0,1.7,2,0,8,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NECO,Polytechnic,3,8,10,0,0,0,1.6,2,0,14,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,WAEC,Polytechnic,4,11,11,0,0,0,1.6,3,0,15,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NABTEB,Polytechnic,28,73,79,1,1,0,1.7,24,0,108,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NECO,Polytechnic,55,143,157,3,3,0,1.6,47,0,213,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,WAEC,Polytechnic,69,178,209,4,4,0,1.6,59,0,282,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NECO,Polytechnic,4,10,12,0,0,0,1.6,3,0,16,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,WAEC,Polytechnic,5,13,14,0,0,0,1.6,4,0,20,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,ALL,NABTEB,College of Education,14,37,38,3,3,0,1.8,12,0,47,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,ALL,NECO,College of Education,24,63,71,4,3,0,1.8,21,0,92,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,ALL,WAEC,College of Education,28,73,77,4,4,0,1.8,24,0,100,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Disabled,NABTEB,College of Education,2,5,6,1,1,0,1.8,2,0,6,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Disabled,NECO,College of Education,2,5,5,1,0,0,1.8,2,0,6,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Female,Disabled,WAEC,College of Education,3,7,6,1,0,0,1.8,2,0,8,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,ALL,NABTEB,College of Education,15,39,41,3,2,0,1.8,12,0,53,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,ALL,NECO,College of Education,26,67,70,4,3,0,1.8,23,0,91,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,ALL,WAEC,College of Education,34,87,89,4,4,0,1.8,29,0,117,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Disabled,NABTEB,College of Education,2,5,5,0,0,0,1.8,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Disabled,NECO,College of Education,2,6,7,0,0,0,1.8,2,0,10,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Comprehensive High School, Bahuli",Male,Disabled,WAEC,College of Education,3,9,9,1,0,0,1.8,2,0,11,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,ALL,NABTEB,University,21,55,67,20,15,9,1.6,18,0,62,7
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,ALL,NECO,University,40,104,118,40,39,0,1.5,34,0,100,2
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,ALL,WAEC,University,52,134,147,47,40,9,1.5,45,0,130,11
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Disabled,NABTEB,University,2,5,6,0,0,0,1.6,2,0,8,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Disabled,NECO,University,2,5,7,4,4,0,1.5,2,0,3,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Female,Disabled,WAEC,University,3,7,6,4,3,0,1.5,2,0,3,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,ALL,NABTEB,University,20,52,58,21,15,9,1.6,17,0,48,9
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,ALL,NECO,University,38,98,107,39,38,0,1.5,32,0,87,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,ALL,WAEC,University,47,121,137,47,40,9,1.5,39,0,116,11
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,Disabled,NABTEB,University,2,5,5,0,0,0,1.6,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,Disabled,NECO,University,2,6,6,6,5,0,1.5,2,0,0,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Government Secondary School, Bahuli",Male,Disabled,WAEC,University,3,8,9,4,3,0,1.5,2,0,6,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,ALL,NABTEB,University,23,59,64,21,21,0,1.6,19,0,56,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,ALL,NECO,University,49,126,131,40,39,0,1.5,42,0,119,2
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,ALL,WAEC,University,69,178,188,52,46,9,1.5,58,0,179,9
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Disabled,NABTEB,University,2,5,6,0,0,0,1.6,2,0,8,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Disabled,NECO,University,4,10,10,4,4,0,1.5,3,0,7,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Female,Disabled,WAEC,University,5,14,16,4,3,0,1.5,5,0,16,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,ALL,NABTEB,University,26,67,76,21,15,9,1.6,23,0,72,9
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,ALL,NECO,University,49,127,132,35,33,0,1.5,41,0,129,3
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,ALL,WAEC,University,69,178,188,61,55,9,1.5,59,0,166,9
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Disabled,NABTEB,University,2,5,5,0,0,0,1.6,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Disabled,NECO,University,4,11,12,0,0,0,1.5,4,0,16,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Unity College, Mubi North",Male,Disabled,WAEC,University,5,14,14,4,3,0,1.5,5,0,14,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,ALL,NABTEB,University,16,41,42,7,6,0,1.6,13,0,47,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,ALL,NECO,University,29,76,77,23,19,0,1.5,25,0,71,6
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,ALL,WAEC,University,39,100,105,24,20,0,1.5,33,0,108,6
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Disabled,NABTEB,University,2,5,5,0,0,0,1.6,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Disabled,NECO,University,3,7,7,6,5,0,1.5,2,0,1,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Female,Disabled,WAEC,University,4,10,9,0,0,0,1.5,3,0,13,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,ALL,NABTEB,University,15,39,41,7,6,0,1.6,12,0,46,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,ALL,NECO,University,32,82,87,23,19,0,1.5,27,0,84,6
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,ALL,WAEC,University,40,102,98,28,26,0,1.5,34,0,92,4
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Disabled,NABTEB,University,2,5,5,0,0,0,1.6,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Disabled,NECO,University,3,8,9,6,5,0,1.5,2,0,4,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Community Secondary School, Betso",Male,Disabled,WAEC,University,3,9,9,4,3,0,1.5,2,0,6,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,ALL,NABTEB,Polytechnic,12,31,33,1,0,0,1.7,10,0,45,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,ALL,NECO,Polytechnic,21,55,60,1,0,0,1.6,18,0,82,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,ALL,WAEC,Polytechnic,30,77,82,1,1,0,1.6,25,0,112,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Disabled,NABTEB,Polytechnic,2,5,5,0,0,0,1.7,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Disabled,NECO,Polytechnic,2,5,5,0,0,0,1.6,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Female,Disabled,WAEC,Polytechnic,2,5,6,0,0,0,1.6,2,0,9,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,ALL,NABTEB,Polytechnic,13,33,34,1,0,0,1.7,11,0,46,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,ALL,NECO,Polytechnic,23,60,57,1,1,0,1.6,20,0,77,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,ALL,WAEC,Polytechnic,33,86,92,1,1,0,1.6,28,0,126,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Disabled,NABTEB,Polytechnic,2,5,4,0,0,0,1.7,2,0,6,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Disabled,NECO,Polytechnic,2,5,4,0,0,0,1.6,2,0,6,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Comprehensive High School, Betso",Male,Disabled,WAEC,Polytechnic,2,6,6,0,0,0,1.6,2,0,9,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,ALL,NABTEB,University,18,46,53,13,13,0,1.6,15,0,52,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,ALL,NECO,University,32,82,80,17,12,9,1.5,27,0,84,8
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,ALL,WAEC,University,53,137,144,33,31,0,1.5,45,0,149,3
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,Disabled,NABTEB,University,2,5,5,0,0,0,1.6,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,Disabled,NECO,University,3,7,7,0,0,0,1.5,2,0,10,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Female,Disabled,WAEC,University,4,11,11,0,0,0,1.5,3,0,15,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,ALL,NABTEB,University,21,55,58,13,13,0,1.6,18,0,60,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,ALL,NECO,University,37,95,104,30,26,0,1.5,31,0,98,6
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,ALL,WAEC,University,59,151,152,37,35,0,1.5,50,0,152,3
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,Disabled,NABTEB,University,2,5,4,0,0,0,1.6,2,0,6,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,Disabled,NECO,University,3,8,7,0,0,0,1.5,2,0,10,0
2022/2023,North East,Adamawa,Mubi North,Betso,"Government Secondary School, Betso",Male,Disabled,WAEC,University,4,11,10,4,3,0,1.5,4,1,8,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,ALL,NABTEB,University,32,82,91,35,31,0,1.6,27,0,72,6
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,ALL,NECO,University,62,159,187,69,65,9,1.5,52,0,151,7
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,ALL,WAEC,University,71,184,216,65,60,9,1.5,60,0,197,8
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Disabled,NABTEB,University,3,7,6,6,6,0,1.6,2,1,0,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Disabled,NECO,University,5,12,12,4,4,0,1.5,5,0,10,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Female,Disabled,WAEC,University,5,14,16,4,3,0,1.5,5,0,16,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,ALL,NABTEB,University,30,78,82,28,23,9,1.6,25,0,71,7
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,ALL,NECO,University,55,142,160,64,58,9,1.5,47,0,122,9
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,ALL,WAEC,University,74,191,209,71,66,9,1.5,63,0,178,8
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Disabled,NABTEB,University,3,8,9,6,5,0,1.6,2,0,3,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Disabled,NECO,University,5,13,16,6,5,0,1.5,4,0,13,1
2022/2023,North East,Adamawa,Mubi North,Betso,"Unity College, Mubi North",Male,Disabled,WAEC,University,5,14,14,4,3,0,1.5,5,0,14,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,ALL,NABTEB,College of Education,32,81,91,4,4,0,1.8,27,0,119,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,ALL,NECO,College of Education,65,167,173,8,8,0,1.8,55,0,227,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,ALL,WAEC,College of Education,77,199,207,10,8,0,1.8,66,0,272,2
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,Disabled,NABTEB,College of Education,3,8,9,0,0,0,1.8,2,0,13,0
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,Disabled,NECO,College of Education,5,14,15,1,1,0,1.8,5,0,19,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Female,Disabled,WAEC,College of Education,7,18,21,1,0,0,1.8,7,0,28,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Male,ALL,NABTEB,College of Education,29,74,76,3,3,0,1.8,25,0,100,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Male,ALL,NECO,College of Education,58,149,163,8,7,0,1.8,49,0,214,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Male,ALL,WAEC,College of Education,75,193,200,8,8,0,1.8,64,0,264,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Male,Disabled,NABTEB,College of Education,2,6,5,0,0,0,1.8,2,1,7,0
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Male,Disabled,NECO,College of Education,5,13,14,0,0,0,1.8,4,0,19,0
2022/2023,North East,Adamawa,Mubi North,Digil,"Community Secondary School, Digil",Male,Disabled,WAEC,College of Education,6,15,17,1,0,0,1.8,6,0,22,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Female,ALL,NABTEB,College of Education,21,55,64,3,2,0,1.8,18,0,85,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Female,ALL,NECO,College of Education,36,94,102,5,4,0,1.8,31,0,133,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Female,ALL,WAEC,College of Education,54,140,157,8,6,0,1.8,46,0,206,2
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Female,Disabled,NABTEB,College of Education,2,5,5,0,0,0,1.8,2,0,7,0
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Female,Disabled,NECO,College of Education,3,7,7,0,0,0,1.8,2,0,10,0
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Female,Disabled,WAEC,College of Education,4,10,9,1,0,0,1.8,3,0,12,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Male,ALL,NABTEB,College of Education,25,64,65,3,2,0,1.8,21,0,86,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Male,ALL,NECO,College of Education,46,118,135,6,6,0,1.8,39,0,177,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Male,ALL,WAEC,College of Education,64,164,177,8,8,0,1.8,54,0,233,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Male,Disabled,NABTEB,College of Education,2,5,4,0,0,0,1.8,2,0,6,0
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Male,Disabled,NECO,College of Education,3,8,9,1,1,0,1.8,2,0,11,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Comprehensive High School, Digil",Male,Disabled,WAEC,College of Education,4,10,10,1,0,0,1.8,3,0,13,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Government Secondary School, Digil",Female,ALL,NABTEB,College of Education,38,99,102,6,5,0,1.8,33,0,133,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Government Secondary School, Digil",Female,ALL,NECO,College of Education,81,209,220,12,11,0,1.8,69,0,287,1
2022/2023,North East,Adamawa,Mubi North,Digil,"Government Secondary School, Digil",Female,ALL,WAEC,College of Education,95,244,271,13,12,0,1.8,81,0,355,3
2022/2023,North East,Adamawa,Mubi North,Digil,"Government Secondary School, Digil",Female,Disabled,NABTEB,College of Education,4,9,9,1,1,0,1.8,3,0,10,1
